"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","e5_model","no_pca"
"tabpfnv2p5_REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY_2","0.9879689888822628","2","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:26:45.000Z","REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY","69","tf-idf","false"
"tabpfnv2_REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY_2","0.9873419979145334","2","all","TabPFN-v2 🤯","2026-04-23T08:26:36.000Z","REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY","83","tf-idf","false"
"tabm_REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY_2","0.9766742027198748","2","all","TabM Ⓜ️","2026-04-23T08:26:03.000Z","REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY","38","tf-idf","false"
"cat_REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY_2","0.9866226925541272","2","all","CatBoost 😸","2026-04-23T08:26:02.000Z","REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY","39","tf-idf","false"
"light_REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY_2","0.9868012214084116","2","all","LightGBM 💡","2026-04-23T08:25:31.000Z","REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY","29","tf-idf","false"
"tabpfnv2p5_REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY_1","0.9878821947182924","1","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:25:27.000Z","REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY","64","tf-idf","false"
"tabpfnv2_REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY_1","0.9866589390121304","1","all","TabPFN-v2 🤯","2026-04-23T08:25:20.000Z","REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY","77","tf-idf","false"
"tabm_REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY_1","0.9786152480781004","1","all","TabM Ⓜ️","2026-04-23T08:25:19.000Z","REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY","40","tf-idf","false"
"cat_REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY_1","0.985544559612319","1","all","CatBoost 😸","2026-04-23T08:24:41.000Z","REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY","36","tf-idf","false"
"light_REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY_1","0.9861077925137914","1","all","LightGBM 💡","2026-04-23T08:24:40.000Z","REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY","31","tf-idf","false"
"tabpfnv2p5_REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY_0","0.988748165754012","0","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:24:21.000Z","REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY","64","tf-idf","false"
"tabpfnv2_REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY_0","0.9884954894266772","0","all","TabPFN-v2 🤯","2026-04-23T08:24:05.000Z","REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY","77","tf-idf","false"
"tabm_REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY_0","0.9815094221470572","0","all","TabM Ⓜ️","2026-04-23T08:23:56.000Z","REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY","39","tf-idf","false"
"cat_REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY_0","0.9869723198174648","0","all","CatBoost 😸","2026-04-23T08:23:06.000Z","REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY","54","tf-idf","false"
"light_REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY_0","0.987190403392405","0","all","LightGBM 💡","2026-04-23T08:23:02.000Z","REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY","50","tf-idf","false"
"tabpfnv2p5_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_4","0.75546127762872","4","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:22:54.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","83","tf-idf","false"
"tabpfnv2_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_4","0.7410787378820523","4","all","TabPFN-v2 🤯","2026-04-23T08:22:52.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","101","tf-idf","false"
"tabm_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_4","0.7333748654087218","4","all","TabM Ⓜ️","2026-04-23T08:22:18.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","40","tf-idf","false"
"cat_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_4","0.7242220622352106","4","all","CatBoost 😸","2026-04-23T08:22:09.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","38","tf-idf","false"
"light_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_4","0.7025311215942597","4","all","LightGBM 💡","2026-04-23T08:21:51.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","24","tf-idf","false"
"tabpfnv2p5_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_3","0.7698853882955571","3","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:21:50.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","60","tf-idf","false"
"tabpfnv2_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_3","0.745707240029625","3","all","TabPFN-v2 🤯","2026-04-23T08:21:45.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","76","tf-idf","false"
"tabm_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_3","0.7468881653559521","3","all","TabM Ⓜ️","2026-04-23T08:21:25.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","41","tf-idf","false"
"cat_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_3","0.7404366802053335","3","all","CatBoost 😸","2026-04-23T08:21:07.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","36","tf-idf","false"
"light_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_3","0.7230487092310349","3","all","LightGBM 💡","2026-04-23T08:20:52.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","25","tf-idf","false"
"tabpfnv2p5_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_2","0.7703086198576246","2","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:20:45.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","62","tf-idf","false"
"tabpfnv2_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_2","0.7576811418020973","2","all","TabPFN-v2 🤯","2026-04-23T08:20:29.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","74","tf-idf","false"
"tabm_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_2","0.7430033214765812","2","all","TabM Ⓜ️","2026-04-23T08:20:03.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","42","tf-idf","false"
"cat_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_2","0.7443779073601086","2","all","CatBoost 😸","2026-04-23T08:19:25.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","58","tf-idf","false"
"light_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_2","0.7299413778851237","2","all","LightGBM 💡","2026-04-23T08:19:19.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","37","tf-idf","false"
"tabpfnv2p5_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_1","0.7603795330606833","1","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:19:14.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","87","tf-idf","false"
"tabpfnv2_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_1","0.742149088835498","1","all","TabPFN-v2 🤯","2026-04-23T08:19:13.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","105","tf-idf","false"
"tabm_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_1","0.7404332445926408","1","all","TabM Ⓜ️","2026-04-23T08:18:42.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","40","tf-idf","false"
"cat_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_1","0.7347186822196783","1","all","CatBoost 😸","2026-04-23T08:18:31.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","36","tf-idf","false"
"light_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_1","0.7252035804772432","1","all","LightGBM 💡","2026-04-23T08:18:14.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","25","tf-idf","false"
"tabpfnv2p5_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_0","0.7386938046171534","0","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:17:58.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","66","tf-idf","false"
"tabpfnv2_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_0","0.7189697995727116","0","all","TabPFN-v2 🤯","2026-04-23T08:17:47.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","83","tf-idf","false"
"tabm_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_0","0.7134369964646003","0","all","TabM Ⓜ️","2026-04-23T08:17:42.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","42","tf-idf","false"
"cat_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_0","0.7111297791200475","0","all","CatBoost 😸","2026-04-23T08:17:31.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","39","tf-idf","false"
"light_REG_TEXT_SOCIAL_ANIME_PLANET_RATING_0","0.7024694973590143","0","all","LightGBM 💡","2026-04-23T08:17:30.000Z","REG_TEXT_SOCIAL_ANIME_PLANET_RATING","24","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_RAMEN_RATINGS_2022_4","0.20779703949606151","4","all","TabPFN-v2 🤯","2026-04-23T08:17:20.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","21","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_RAMEN_RATINGS_2022_4","0.27963253922562936","4","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:17:20.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","20","tf-idf","false"
"tabm_REG_TEXT_FOOD_RAMEN_RATINGS_2022_4","0.23810782185840196","4","all","TabM Ⓜ️","2026-04-23T08:17:09.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","19","tf-idf","false"
"cat_REG_TEXT_FOOD_RAMEN_RATINGS_2022_4","0.2570771486720643","4","all","CatBoost 😸","2026-04-23T08:17:02.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","20","tf-idf","false"
"light_REG_TEXT_FOOD_RAMEN_RATINGS_2022_4","0.2373850107929797","4","all","LightGBM 💡","2026-04-23T08:16:58.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_RAMEN_RATINGS_2022_3","0.1917899171392563","3","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:16:52.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","20","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_RAMEN_RATINGS_2022_3","0.14980744227306608","3","all","TabPFN-v2 🤯","2026-04-23T08:16:42.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","23","tf-idf","false"
"tabm_REG_TEXT_FOOD_RAMEN_RATINGS_2022_3","0.16039602672292863","3","all","TabM Ⓜ️","2026-04-23T08:16:39.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","19","tf-idf","false"
"cat_REG_TEXT_FOOD_RAMEN_RATINGS_2022_3","0.18993496766089543","3","all","CatBoost 😸","2026-04-23T08:16:30.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","22","tf-idf","false"
"light_REG_TEXT_FOOD_RAMEN_RATINGS_2022_3","0.15076183181757785","3","all","LightGBM 💡","2026-04-23T08:16:29.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","19","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_RAMEN_RATINGS_2022_2","0.17104274469111735","2","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:16:19.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","20","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_RAMEN_RATINGS_2022_2","0.10954243490047744","2","all","TabPFN-v2 🤯","2026-04-23T08:16:10.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","24","tf-idf","false"
"tabm_REG_TEXT_FOOD_RAMEN_RATINGS_2022_2","0.1295882332881535","2","all","TabM Ⓜ️","2026-04-23T08:16:04.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","20","tf-idf","false"
"cat_REG_TEXT_FOOD_RAMEN_RATINGS_2022_2","0.12091305440227118","2","all","CatBoost 😸","2026-04-23T08:15:59.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","21","tf-idf","false"
"light_REG_TEXT_FOOD_RAMEN_RATINGS_2022_2","0.091075657442534","2","all","LightGBM 💡","2026-04-23T08:15:56.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_RAMEN_RATINGS_2022_1","0.22152566637653603","1","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:15:43.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","22","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_RAMEN_RATINGS_2022_1","0.1353723054196877","1","all","TabPFN-v2 🤯","2026-04-23T08:15:37.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","22","tf-idf","false"
"tabm_REG_TEXT_FOOD_RAMEN_RATINGS_2022_1","0.18240424396432384","1","all","TabM Ⓜ️","2026-04-23T08:15:34.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","19","tf-idf","false"
"cat_REG_TEXT_FOOD_RAMEN_RATINGS_2022_1","0.19593870563497295","1","all","CatBoost 😸","2026-04-23T08:15:32.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","22","tf-idf","false"
"light_REG_TEXT_FOOD_RAMEN_RATINGS_2022_1","0.19244039811993807","1","all","LightGBM 💡","2026-04-23T08:15:21.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","15","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_RAMEN_RATINGS_2022_0","0.16720804616482343","0","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:15:12.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","20","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_RAMEN_RATINGS_2022_0","0.1170530755419773","0","all","TabPFN-v2 🤯","2026-04-23T08:15:10.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","22","tf-idf","false"
"tabm_REG_TEXT_FOOD_RAMEN_RATINGS_2022_0","0.09516795632056708","0","all","TabM Ⓜ️","2026-04-23T08:15:04.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","21","tf-idf","false"
"cat_REG_TEXT_FOOD_RAMEN_RATINGS_2022_0","0.10556711658340578","0","all","CatBoost 😸","2026-04-23T08:14:53.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","24","tf-idf","false"
"light_REG_TEXT_FOOD_RAMEN_RATINGS_2022_0","0.13904410797210676","0","all","LightGBM 💡","2026-04-23T08:14:50.000Z","REG_TEXT_FOOD_RAMEN_RATINGS_2022","17","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_4","0.8627153663421745","4","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:14:37.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","27","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_4","0.8497470087125205","4","all","TabPFN-v2 🤯","2026-04-23T08:14:26.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","32","tf-idf","false"
"tabm_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_4","0.85413987408459","4","all","TabM Ⓜ️","2026-04-23T08:14:26.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","23","tf-idf","false"
"cat_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_4","0.844676122771221","4","all","CatBoost 😸","2026-04-23T08:14:18.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","26","tf-idf","false"
"light_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_4","0.8282509131231259","4","all","LightGBM 💡","2026-04-23T08:14:15.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","15","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_3","0.8057733833619709","3","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:13:54.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","26","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_3","0.7965251098513355","3","all","TabPFN-v2 🤯","2026-04-23T08:13:53.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","29","tf-idf","false"
"tabm_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_3","0.8100343315938768","3","all","TabM Ⓜ️","2026-04-23T08:13:51.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","20","tf-idf","false"
"cat_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_3","0.811513468740996","3","all","CatBoost 😸","2026-04-23T08:13:47.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","19","tf-idf","false"
"light_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_3","0.8064497528177532","3","all","LightGBM 💡","2026-04-23T08:13:31.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","17","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_2","0.8229336634688933","2","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:13:24.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","24","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_2","0.8061448987324487","2","all","TabPFN-v2 🤯","2026-04-23T08:13:21.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","28","tf-idf","false"
"tabm_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_2","0.8234564599520393","2","all","TabM Ⓜ️","2026-04-23T08:13:19.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","22","tf-idf","false"
"cat_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_2","0.8205305216727118","2","all","CatBoost 😸","2026-04-23T08:13:03.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","23","tf-idf","false"
"light_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_2","0.829860986262654","2","all","LightGBM 💡","2026-04-23T08:13:01.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_1","0.80272202897473","1","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:12:46.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","27","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_1","0.7980133740603772","1","all","TabPFN-v2 🤯","2026-04-23T08:12:43.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","31","tf-idf","false"
"tabm_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_1","0.794259657909238","1","all","TabM Ⓜ️","2026-04-23T08:12:36.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","24","tf-idf","false"
"cat_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_1","0.8064959882983147","1","all","CatBoost 😸","2026-04-23T08:12:28.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","27","tf-idf","false"
"light_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_1","0.8027222704307645","1","all","LightGBM 💡","2026-04-23T08:12:24.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_0","0.8495052122470725","0","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:12:10.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","25","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_0","0.8285212802194238","0","all","TabPFN-v2 🤯","2026-04-23T08:12:03.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","29","tf-idf","false"
"tabm_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_0","0.8511582371839383","0","all","TabM Ⓜ️","2026-04-23T08:12:00.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","21","tf-idf","false"
"cat_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_0","0.8511095934710952","0","all","CatBoost 😸","2026-04-23T08:11:57.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","20","tf-idf","false"
"light_REG_TEXT_FOOD_WINE_VIVINO_SPAIN_0","0.8441415532312785","0","all","LightGBM 💡","2026-04-23T08:11:47.000Z","REG_TEXT_FOOD_WINE_VIVINO_SPAIN","18","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_4","0.528759806975579","4","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:11:25.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","32","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_4","0.3906625161661951","4","all","TabPFN-v2 🤯","2026-04-23T08:11:22.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","36","tf-idf","false"
"tabm_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_4","0.1656157631195719","4","all","TabM Ⓜ️","2026-04-23T08:11:19.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","20","tf-idf","false"
"cat_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_4","0.46509952291534495","4","all","CatBoost 😸","2026-04-23T08:11:13.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","40","tf-idf","false"
"light_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_4","0.26158249310092385","4","all","LightGBM 💡","2026-04-23T08:11:01.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","19","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_3","0.6495956126866472","3","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:10:55.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","21","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_3","0.4645321683063265","3","all","TabPFN-v2 🤯","2026-04-23T08:10:46.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","30","tf-idf","false"
"tabm_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_3","0.10093277057684812","3","all","TabM Ⓜ️","2026-04-23T08:10:46.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","24","tf-idf","false"
"cat_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_3","0.573727819574658","3","all","CatBoost 😸","2026-04-23T08:10:34.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","24","tf-idf","false"
"light_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_3","0.3027751425744196","3","all","LightGBM 💡","2026-04-23T08:10:33.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","16","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_2","0.8775074278428948","2","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:10:13.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","27","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_2","0.4632047339617454","2","all","TabPFN-v2 🤯","2026-04-23T08:10:08.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","32","tf-idf","false"
"tabm_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_2","0.5929524731773708","2","all","TabM Ⓜ️","2026-04-23T08:10:05.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","24","tf-idf","false"
"cat_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_2","0.7294629049631549","2","all","CatBoost 😸","2026-04-23T08:09:54.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","35","tf-idf","false"
"light_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_2","0.7193389391721298","2","all","LightGBM 💡","2026-04-23T08:09:51.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","17","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_1","0.6833737388129844","1","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:09:41.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","20","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_1","0.7241056989085972","1","all","TabPFN-v2 🤯","2026-04-23T08:09:33.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","27","tf-idf","false"
"tabm_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_1","0.5607338468836227","1","all","TabM Ⓜ️","2026-04-23T08:09:28.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","22","tf-idf","false"
"cat_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_1","0.5724574254750994","1","all","CatBoost 😸","2026-04-23T08:09:14.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","30","tf-idf","false"
"light_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_1","0.4851302309959167","1","all","LightGBM 💡","2026-04-23T08:09:13.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","20","tf-idf","false"
"tabpfnv2p5_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_0","0.5438375658976575","0","all","TabPFN-v2p5 🇩🇪","2026-04-23T08:09:06.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","20","tf-idf","false"
"tabpfnv2_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_0","0.39730650686984337","0","all","TabPFN-v2 🤯","2026-04-23T08:08:55.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","27","tf-idf","false"
"tabm_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_0","0.7659612581326203","0","all","TabM Ⓜ️","2026-04-23T08:08:46.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","21","tf-idf","false"
"cat_REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES_0","0.4143047318937749","0","all","CatBoost 😸","2026-04-23T08:08:45.000Z","REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES","24","tf-idf","false"
