"Name","test_score","model","Hostname","multimodal_state","State","Created","Runtime","dataset_name","fold","e5_model"
"tabpfnv2_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","0.7203391352597426","TabPFN-v2 🤯","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:57:49.000Z","878","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0","tf-idf"
"tabm_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","0.6941022021290636","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:57:02.000Z","52","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0","tf-idf"
"cat_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","0.7179195987889881","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:56:44.000Z","62","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0","tf-idf"
"light_REG_TEXT_HOUSES_AIRBNB_SEATTLE_0","0.6971573492310683","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:56:18.000Z","38","REG_TEXT_HOUSES_AIRBNB_SEATTLE","0","tf-idf"
"tabpfnv2p5_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_4","0.96273386588112","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:56:05.000Z","32","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","4","tf-idf"
"tabpfnv2_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_4","0.9558046953855598","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:55:29.000Z","46","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","4","tf-idf"
"tabm_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_4","0.9568253502713788","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:54:39.000Z","41","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","4","tf-idf"
"cat_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_4","0.949536215785374","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:54:38.000Z","81","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","4","tf-idf"
"light_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_4","0.9289487302589664","LightGBM 💡","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:54:12.000Z","729","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","4","tf-idf"
"tabpfnv2p5_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_3","0.9480807089513504","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:53:37.000Z","56","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","3","tf-idf"
"tabpfnv2_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_3","0.956707943626176","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:53:29.000Z","64","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","3","tf-idf"
"tabm_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_3","0.9168427800546608","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:52:46.000Z","38","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","3","tf-idf"
"cat_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_3","0.9489443294752136","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:52:22.000Z","68","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","3","tf-idf"
"light_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_3","0.9206874492616652","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:52:18.000Z","18","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","3","tf-idf"
"tabpfnv2p5_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_2","0.8585899743171036","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:51:16.000Z","57","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","2","tf-idf"
"tabpfnv2_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_2","0.8474853953973112","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:51:07.000Z","65","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","2","tf-idf"
"tabm_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_2","0.8199511688295633","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:50:23.000Z","36","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","2","tf-idf"
"cat_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_2","0.8060073362106186","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:49:12.000Z","63","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","2","tf-idf"
"light_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_2","0.8106966356195069","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:49:05.000Z","22","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","2","tf-idf"
"tabpfnv2p5_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_1","0.957390070414317","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:48:32.000Z","29","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","1","tf-idf"
"tabpfnv2_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_1","0.9567696212577952","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:46:10.000Z","34","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","1","tf-idf"
"tabm_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_1","0.8979638206270717","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:46:06.000Z","25","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","1","tf-idf"
"cat_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_1","0.9328138827908772","CatBoost 😸","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:46:05.000Z","480","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","1","tf-idf"
"light_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_1","0.9004793572375134","LightGBM 💡","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:46:01.000Z","734","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","1","tf-idf"
"tabpfnv2p5_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_0","0.9458359061163196","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:44:55.000Z","66","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","0","tf-idf"
"tabpfnv2_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_0","0.9197236592778768","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:44:53.000Z","72","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","0","tf-idf"
"tabm_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_0","0.871990551941085","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:44:11.000Z","38","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","0","tf-idf"
"cat_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_0","0.8903339257121465","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:43:37.000Z","69","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","0","tf-idf"
"light_REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES_0","0.8793958248726881","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:43:31.000Z","21","REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES","0","tf-idf"
"tabpfnv2p5_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_4","0.6452474424775211","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:42:41.000Z","50","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","4","tf-idf"
"tabpfnv2_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_4","0.2964905856981501","TabPFN-v2 🤯","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:42:29.000Z","195","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","4","tf-idf"
"tabm_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_4","0.7754183627901664","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:42:19.000Z","56","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","4","tf-idf"
"cat_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_4","0.78709294446049","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:42:08.000Z","25","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","4","tf-idf"
"light_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_4","0.7650033410285471","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:41:40.000Z","22","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","4","tf-idf"
"tabpfnv2p5_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_3","0.5114685041346956","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:41:13.000Z","52","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","3","tf-idf"
"tabpfnv2_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_3","0.20641992651849805","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:40:18.000Z","75","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","3","tf-idf"
"tabm_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_3","0.6312651096174804","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:40:06.000Z","45","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","3","tf-idf"
"cat_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_3","0.6451544480415572","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:39:45.000Z","26","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","3","tf-idf"
"light_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_3","0.6475289575612084","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:39:38.000Z","21","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","3","tf-idf"
"tabpfnv2p5_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_2","0.4912237670449532","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:38:31.000Z","53","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","2","tf-idf"
"tabpfnv2_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_2","0.26825457593886315","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:38:11.000Z","72","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","2","tf-idf"
"tabm_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_2","0.39650532109602654","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:37:43.000Z","45","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","2","tf-idf"
"cat_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_2","0.5925609235535324","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:37:37.000Z","26","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","2","tf-idf"
"light_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_2","0.5172074067084598","LightGBM 💡","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:37:01.000Z","525","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","2","tf-idf"
"tabpfnv2p5_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_1","0.6400740126228743","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:36:30.000Z","58","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","1","tf-idf"
"tabpfnv2_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_1","0.2488609899614206","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:36:15.000Z","76","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","1","tf-idf"
"tabm_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_1","0.842283574626878","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:35:57.000Z","30","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","1","tf-idf"
"cat_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_1","0.7858981544178605","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:35:43.000Z","24","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","1","tf-idf"
"light_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_1","0.76695065699197","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:35:14.000Z","21","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","1","tf-idf"
"tabpfnv2p5_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_0","0.656341837446025","TabPFN-v2p5 🇩🇪","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:34:47.000Z","122","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","0","tf-idf"
"tabpfnv2_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_0","0.2739007973867922","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:34:37.000Z","75","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","0","tf-idf"
"tabm_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_0","0.7538439464603975","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:34:31.000Z","37","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","0","tf-idf"
"cat_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_0","0.7840555778151226","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:33:57.000Z","26","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","0","tf-idf"
"light_REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE_0","0.7184783685965093","LightGBM 💡","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:33:14.000Z","548","REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE","0","tf-idf"
"tabpfnv2p5_REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES_4","0.9680442093983616","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:32:14.000Z","99","REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES","4","tf-idf"
"tabpfnv2_REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES_4","0.958434241640058","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:32:05.000Z","146","REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES","4","tf-idf"
"tabm_REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES_4","0.9616535705727592","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:31:16.000Z","40","REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES","4","tf-idf"
"cat_REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES_4","0.9679767657007644","CatBoost 😸","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:31:13.000Z","201","REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES","4","tf-idf"
"light_REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES_4","0.9658374951679954","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:30:42.000Z","25","REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES","4","tf-idf"
"tabpfnv2p5_REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES_3","0.9694684359522676","TabPFN-v2p5 🇩🇪","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:30:27.000Z","153","REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES","3","tf-idf"
"tabpfnv2_REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES_3","0.9584342395435064","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:30:06.000Z","123","REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES","3","tf-idf"
"tabm_REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES_3","0.963273300179473","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:29:53.000Z","43","REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES","3","tf-idf"
"cat_REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES_3","0.9681056080654336","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:29:22.000Z","41","REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES","3","tf-idf"
"light_REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES_3","0.9663496256344728","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:29:20.000Z","26","REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES","3","tf-idf"
"cat_REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES_0","0.9705340860705008","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:28:36.000Z","40","REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES","0","tf-idf"
"tabpfnv2p5_MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON_4","0.8798542257390016","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:28:11.000Z","56","MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON","4","tf-idf"
"tabm_MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON_4","0.7818447146468304","TabM Ⓜ️","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:28:03.000Z","137","MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON","4","tf-idf"
"tabpfnv2p5_MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON_3","0.888300215620691","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:27:10.000Z","81","MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON","3","tf-idf"
"cat_MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON_3","0.8442299853456289","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:26:54.000Z","70","MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON","3","tf-idf"
"light_MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON_3","0.8535668803275336","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:25:55.000Z","51","MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON","3","tf-idf"
"tabpfnv2p5_MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON_2","0.8637539331638345","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:25:54.000Z","70","MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON","2","tf-idf"
"tabm_MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON_2","0.7816366877132364","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:25:04.000Z","43","MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON","2","tf-idf"
"light_MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON_2","0.8031350689565535","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:24:58.000Z","45","MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON","2","tf-idf"
"tabpfnv2_MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON_1","0.8889931237816908","TabPFN-v2 🤯","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:24:20.000Z","403","MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON","1","tf-idf"
"light_MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON_1","0.8395105345684305","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:24:15.000Z","39","MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON","1","tf-idf"
"tabm_MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON_1","0.7994104472958475","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:24:15.000Z","45","MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON","1","tf-idf"
"tabpfnv2p5_MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON_0","0.8773445778369394","TabPFN-v2p5 🇩🇪","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:24:11.000Z","214","MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON","0","tf-idf"
"tabm_MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON_0","0.7845279958920426","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:23:36.000Z","34","MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON","0","tf-idf"
"cat_MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON_0","0.8218712380431074","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:22:02.000Z","81","MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON","0","tf-idf"
"light_MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON_0","0.8130655655751816","LightGBM 💡","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:20:10.000Z","2253","MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON","0","tf-idf"
"tabpfnv2p5_MUL_TEXT_HOUSES_MELBOURNE_AIRBNB_4","0.8260338228167002","TabPFN-v2p5 🇩🇪","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:19:42.000Z","268","MUL_TEXT_HOUSES_MELBOURNE_AIRBNB","4","tf-idf"
"tabm_MUL_TEXT_HOUSES_MELBOURNE_AIRBNB_4","0.8454397917073555","TabM Ⓜ️","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:18:54.000Z","319","MUL_TEXT_HOUSES_MELBOURNE_AIRBNB","4","tf-idf"
"light_MUL_TEXT_HOUSES_MELBOURNE_AIRBNB_4","0.824979886169625","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:18:00.000Z","95","MUL_TEXT_HOUSES_MELBOURNE_AIRBNB","4","tf-idf"
"tabpfnv2_MUL_TEXT_HOUSES_MELBOURNE_AIRBNB_3","0.8548851040447634","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:14:07.000Z","464","MUL_TEXT_HOUSES_MELBOURNE_AIRBNB","3","tf-idf"
"tabm_MUL_TEXT_HOUSES_MELBOURNE_AIRBNB_3","0.8565481633512755","TabM Ⓜ️","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:12:57.000Z","425","MUL_TEXT_HOUSES_MELBOURNE_AIRBNB","3","tf-idf"
"light_MUL_TEXT_HOUSES_MELBOURNE_AIRBNB_3","0.8281267627177243","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:10:27.000Z","215","MUL_TEXT_HOUSES_MELBOURNE_AIRBNB","3","tf-idf"
"tabpfnv2p5_MUL_TEXT_HOUSES_MELBOURNE_AIRBNB_2","0.8305100985731617","TabPFN-v2p5 🇩🇪","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:09:17.000Z","570","MUL_TEXT_HOUSES_MELBOURNE_AIRBNB","2","tf-idf"
"tabm_MUL_TEXT_HOUSES_MELBOURNE_AIRBNB_2","0.844795116938538","TabM Ⓜ️","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:08:49.000Z","227","MUL_TEXT_HOUSES_MELBOURNE_AIRBNB","2","tf-idf"
"tabpfnv2_MUL_TEXT_HOUSES_MELBOURNE_AIRBNB_1","0.8360061700435933","TabPFN-v2 🤯","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:08:45.000Z","542","MUL_TEXT_HOUSES_MELBOURNE_AIRBNB","1","tf-idf"
"light_MUL_TEXT_HOUSES_MELBOURNE_AIRBNB_1","0.8142945748531","LightGBM 💡","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:08:16.000Z","108","MUL_TEXT_HOUSES_MELBOURNE_AIRBNB","1","tf-idf"
"tabpfnv2_MUL_TEXT_HOUSES_MELBOURNE_AIRBNB_0","0.8451464264520334","TabPFN-v2 🤯","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:08:08.000Z","957","MUL_TEXT_HOUSES_MELBOURNE_AIRBNB","0","tf-idf"
"light_MUL_TEXT_HOUSES_MELBOURNE_AIRBNB_0","0.8162585813609727","LightGBM 💡","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:08:07.000Z","6877","MUL_TEXT_HOUSES_MELBOURNE_AIRBNB","0","tf-idf"
"tabpfnv2_BIN_TEXT_TRANSPORTATION_OSHA_ACCIDENT_INJURY_DATA_4","0.661941853093017","TabPFN-v2 🤯","nlp-srv2.iem.technion.ac.il","all","finished","2026-04-29T11:08:06.000Z","54","BIN_TEXT_TRANSPORTATION_OSHA_ACCIDENT_INJURY_DATA","4","tf-idf"
"cat_BIN_TEXT_TRANSPORTATION_OSHA_ACCIDENT_INJURY_DATA_4","0.6643419980074268","CatBoost 😸","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:08:05.000Z","22","BIN_TEXT_TRANSPORTATION_OSHA_ACCIDENT_INJURY_DATA","4","tf-idf"
"tabm_BIN_TEXT_TRANSPORTATION_OSHA_ACCIDENT_INJURY_DATA_3","0.572140204691604","TabM Ⓜ️","nlp19.iem.technion.ac.il","all","finished","2026-04-29T11:07:37.000Z","25","BIN_TEXT_TRANSPORTATION_OSHA_ACCIDENT_INJURY_DATA","3","tf-idf"
