ResponseName,ReleaseDate,Metacritic,RecommendationCount,IsFree,GenreIsNonGame,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer,PriceInitial
Stronghold HD,Oct 21 2013,81,1702,False,False,False,False,False,False,True,False,True,False,False,False,False,False,5.99
Stronghold HD,Oct 21 2013,81,1702,False,False,False,False,False,False,True,False,True,False,False,False,False,False,5.99
Stronghold Crusader HD,Oct 21 2013,78,1732,False,False,False,False,False,False,True,False,True,False,False,False,False,False,9.99
Stronghold HD,Oct 21 2013,81,1702,False,False,False,False,False,False,True,False,True,False,False,False,False,False,5.99
Serious Sam HD: The First Encounter,Nov 24 2009,68,2450,False,False,True,True,False,False,False,False,False,False,False,False,False,False,14.99
Serious Sam HD: The Second Encounter,Apr 28 2010,76,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,19.99
Serious Sam Classic: The First Encounter,Mar 22 2010,87,766,False,False,True,True,False,False,False,False,False,False,False,False,False,False,99.99
Serious Sam Classic: The Second Encounter,Sep 22 2010,85,445,False,False,True,True,False,False,False,False,False,False,False,False,False,False,99.99
Serious Sam 3: BFE,Nov 22 2011,72,11601,False,False,True,True,False,False,False,False,False,False,False,False,False,False,39.99
Altitude,Dec 4 2009,79,1406,True,False,True,True,False,False,False,False,False,False,True,False,False,False,0.0
Torchlight,Oct 27 2009,83,3175,False,False,False,False,False,False,False,True,False,False,False,False,False,False,14.99
S.T.A.L.K.E.R.: Call of Pripyat,Feb 11 2010,80,4515,False,False,False,True,False,False,False,True,False,False,False,False,False,False,19.99
Gratuitous Space Battles,Nov 16 2009,72,574,False,False,True,False,False,False,True,False,True,False,False,False,False,False,14.99
The Bards Tale,Dec 11 2009,70,467,False,False,False,True,True,False,False,False,False,False,False,False,False,False,9.99
Lead and Gold: Gangs of the Wild West,Apr 8 2010,70,1216,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99
Hamiltons Great Adventure,May 31 2011,77,229,False,False,True,False,True,True,False,False,False,False,False,False,False,False,9.99
War of the Roses,Feb 6 2013,73,4417,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0
Krater,Jun 12 2012,52,656,False,False,True,True,True,False,True,True,False,False,False,False,False,False,14.99
Nancy Drew(r) Dossier(tm): Resorting to Danger!,Nov 19 2009,77,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.99
Transformers(tm): War for Cybertron(tm),Jun 22 2010,75,1266,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99
Singularity(tm),Jun 30 2010,76,1677,False,False,False,True,False,False,False,False,False,False,False,False,False,False,29.99
Call of Duty(r): Black Ops,Nov 9 2010,81,11095,False,False,False,True,False,False,False,False,False,False,False,False,False,False,39.99
Call of Duty(r): Black Ops,Nov 9 2010,81,11095,False,False,False,True,False,False,False,False,False,False,False,False,False,False,39.99
Hearts of Iron III: Semper Fi,Jun 7 2010,65,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4.99
Magicka,Jan 25 2011,74,17631,False,False,False,True,False,False,False,True,False,False,False,False,False,False,9.99
The Kings Crusade,Oct 8 2010,71,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
Elven Legacy: Ranger,Oct 20 2009,68,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.99
Victoria II,Aug 30 2010,75,2640,False,False,False,False,False,False,True,False,False,False,False,False,False,False,19.99
Sword of the Stars II: Enhanced Edition,Nov 30 2012,65,643,False,False,False,False,False,False,True,False,False,False,False,False,False,False,19.99
Front Mission Evolved,Sep 28 2010,63,569,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99
Metro 2033,Mar 15 2010,81,15639,False,False,False,True,False,False,False,False,False,False,False,False,False,False,14.99
The Haunted: Hells Reach,Oct 24 2011,51,398,False,False,True,True,False,False,False,False,False,False,False,False,False,False,8.99
M.U.D. TV,Apr 19 2010,53,131,False,False,False,False,False,False,True,False,True,False,False,False,False,False,9.99
Nancy Drew(r): Warnings at Waverly Academy,Jan 13 2010,76,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6.99
Galcon Fusion,Feb 11 2010,68,146,False,False,True,False,False,False,True,False,False,False,False,False,False,False,9.99
F1 2010(tm),Sep 21 2010,84,250,False,False,False,False,False,False,False,False,True,False,False,True,True,False,9.99
Operation Flashpoint: Red River,Jun 6 2011,67,991,False,False,False,True,False,False,True,False,False,False,False,False,False,False,9.99
GRID 2,May 27 2013,80,9495,False,False,False,False,False,False,False,False,False,False,False,True,True,False,29.99
F1 2011,Sep 19 2011,83,171,False,False,False,False,False,False,False,False,True,False,False,True,True,False,14.99
RACE Injection,Nov 18 2011,72,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.99
GT Legends,Nov 28 2012,84,171,False,False,False,False,False,False,False,False,True,False,False,True,True,False,7.99
Sol Survivor,Mar 15 2010,75,250,False,False,True,False,False,False,True,False,False,False,False,False,False,False,9.99
Wings of Prey,Jan 8 2010,78,338,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.99
Ignite,Oct 28 2011,59,228,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9.99
Fortix 2,May 6 2011,74,442,False,False,True,False,False,True,False,False,False,False,False,False,False,False,1.99
Devil May Cry 4,Dec 22 2009,78,1545,False,False,False,True,True,False,False,False,False,False,False,False,False,False,19.99
Dark Void(tm),Jan 19 2010,57,352,False,False,False,True,True,False,False,False,False,False,False,False,False,False,9.99
Lost Planet: Extreme Condition Colonies Edition,Feb 11 2010,70,147,False,False,False,True,True,False,False,False,False,False,False,False,False,False,19.99
Dead Rising(r) 2,Sep 27 2010,78,2262,False,False,False,True,True,False,False,False,False,False,False,False,False,False,19.99
Lost Planet(r) 2,Oct 15 2010,63,921,False,False,False,True,True,False,False,False,False,False,False,False,False,False,19.99
Dead Rising 2: Off the Record,Oct 11 2011,66,901,False,False,False,True,True,False,False,False,False,False,False,False,False,False,19.99
Bob Came in Pieces,Jan 22 2010,73,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,6.99
Theatre of War,Jul 9 2010,66,137,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.99
Theatre of War 2: Africa 1943,Jul 9 2010,63,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,8.99
Rig n Roll,Jul 9 2010,61,268,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.99
Reign: Conflict of Nations,Jul 12 2010,60,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.99
Avencast: Rise of the Mage,Mar 17 2010,68,377,False,False,False,True,False,False,False,True,False,False,False,False,False,False,9.99
Grotesque Tactics: Evil Heroes,Oct 15 2010,65,275,False,False,True,False,False,False,True,True,False,False,False,False,False,False,9.99
Still Life,Jun 1 2011,75,353,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7.99
Still Life 2,Jun 1 2011,67,176,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7.99
Syberia,May 19 2011,82,1302,False,False,False,False,True,True,False,False,False,False,False,False,False,False,12.99
Syberia II,May 19 2011,80,515,False,False,False,False,True,False,False,False,False,False,False,False,False,False,12.99
Trapped Dead,Jul 15 2011,50,581,False,False,False,True,False,False,True,False,False,False,False,False,False,False,4.99
Post Mortem,Aug 26 2011,71,132,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7.99
Robin Hood: The Legend of Sherwood,Aug 26 2011,80,443,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.99
Grotesque Tactics 2 - Dungeons and Donuts,Nov 21 2011,48,138,False,False,True,False,True,False,True,True,False,False,False,False,False,False,9.99
Dark Fall: Lost Souls,Apr 21 2010,75,142,False,False,True,False,True,False,False,False,False,False,False,False,False,False,12.99
Making History II: The War of the World,Aug 27 2010,38,194,False,False,True,False,False,False,True,False,True,False,False,False,False,False,14.99
Armada 2526,Apr 8 2011,66,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,14.99
Stronghold Kingdoms,Feb 27 2012,75,6647,True,False,False,False,False,False,True,False,False,False,True,False,False,True,0.0
Puzzle Quest 2,Aug 12 2010,83,259,False,False,False,False,False,True,False,True,False,False,False,False,False,False,9.99
Command & Conquer 4: Tiberian Twilight,Mar 16 2010,64,1110,False,False,False,False,False,False,True,False,False,False,False,False,False,False,19.99
Dragon Age(tm): Origins Awakening,Mar 16 2010,82,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,9.99
Dead Space(tm) 2,Jan 25 2011,87,5375,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99
Medal of Honor(tm),Oct 12 2010,72,3099,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99
RISK(tm): Factions,Mar 8 2011,77,317,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
Dragon Age: Origins - Ultimate Edition,Oct 26 2010,91,6848,False,False,False,False,False,False,False,True,False,False,False,False,False,False,29.99
Medal of Honor(tm),Oct 12 2010,72,3099,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99
Need For Speed: Hot Pursuit,Dec 14 2010,86,6554,False,False,False,False,False,False,False,False,False,False,False,False,True,False,19.99
Battlefield: Bad Company 2 Vietnam,Dec 18 2010,86,181,False,False,False,True,False,False,False,False,False,False,False,False,False,False,14.99
Battlefield: Bad Company 2 Vietnam,Dec 18 2010,86,181,False,False,False,True,False,False,False,False,False,False,False,False,False,False,14.99
The Sims(tm) 3,Jan 27 2011,86,6191,False,False,False,False,False,False,False,False,True,False,False,False,False,False,19.99
Shift 2 Unleashed,Mar 29 2011,84,1172,False,False,False,False,False,False,False,False,False,False,False,False,True,False,19.99
The Sims(tm) 3,Jan 27 2011,86,6192,False,False,False,False,False,False,False,False,True,False,False,False,False,False,19.99
LIMBO,Aug 2 2011,88,17808,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99
Silent Hunter 5(r): Battle of the Atlantic,March 2010,62,686,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.99
Assassins Creed 2 Deluxe Edition,Mar 9 2010,86,8664,False,False,False,True,True,False,False,False,False,False,False,False,False,False,19.99
Assassins Creed(r) Brotherhood,Mar 22 2011,88,4337,False,False,False,True,True,False,False,False,False,False,False,False,False,False,19.99
The Settlers 7: Paths to a Kingdom: Deluxe Gold Edition,Mar 10 2011,79,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,19.99
Might & Magic: Heroes VI,Oct 13 2011,77,4277,False,False,False,False,False,False,True,True,False,False,False,False,False,False,19.99
Anno 2070(tm),Nov 17 2011,83,7284,False,False,False,False,False,False,True,False,False,False,False,False,False,False,19.99
Mount & Blade: Warband,Mar 31 2010,78,43319,False,False,False,True,False,False,False,True,False,False,False,False,False,False,19.99
Mount & Blade: With Fire & Sword,May 3 2011,68,4221,False,False,False,True,False,False,False,True,False,False,False,False,False,False,9.99
Ship Simulator Extremes,Aug 27 2010,49,1009,False,False,False,False,False,False,False,False,True,False,False,False,False,False,19.99
Greed Corp,Dec 10 2010,76,401,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
Commander: Conquest of the Americas,Jul 30 2010,68,108,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
Pirates of Black Cove,Aug 2 2011,56,104,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
Duels of the Planeswalkers Gold Deck Bundle,May 18 2011,69,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
Magic: The Gathering - Duels of the Planeswalkers 2012,Jun 15 2011,77,682,True,False,False,False,False,False,True,False,False,False,False,False,False,False,19.99
Borderlands 2,Sep 17 2012,89,86362,False,False,False,True,False,False,False,True,False,False,False,False,False,False,19.99
Aliens: Colonial Marines Collection,,45,6035,False,False,False,True,False,False,False,False,False,False,False,False,False,False,29.99
Beat Hazard,Apr 15 2010,70,5250,False,False,True,True,False,True,False,False,False,False,False,False,False,False,9.99
CreaVures,Feb 23 2011,55,101,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.99
Plain Sight,Apr 5 2010,76,227,False,False,True,True,False,False,False,False,False,False,False,False,False,False,4.99
Nimbus,Oct 25 2010,80,166,False,False,True,False,False,False,False,False,False,False,False,False,True,False,9.99
Sid Meiers Civilization(r) V,Sep 21 2010,90,85790,False,False,False,False,False,False,True,False,False,False,False,False,False,False,29.99
Mafia II,Mar 22 2011,77,19403,False,False,False,True,False,False,False,False,False,False,False,False,False,False,29.99
Spec Ops: The Line,Jun 25 2012,76,19624,False,False,False,True,True,False,False,False,False,False,False,False,False,False,29.99
Burn Zombie Burn!,Aug 12 2010,72,138,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99
Darksiders(tm),Sep 22 2010,83,7445,False,False,False,True,True,False,False,False,False,False,False,False,False,False,19.99
Darksiders(tm),Sep 22 2010,83,7445,False,False,False,True,True,False,False,False,False,False,False,False,False,False,19.99
Tactical Intervention,Oct 8 2013,47,13219,True,False,False,True,False,False,False,False,False,False,True,False,False,False,0.0
Portal,Oct 10 2007,90,27546,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99
Flotilla,April 2010,72,158,False,False,True,False,True,False,True,False,False,False,False,False,False,False,9.99
Atom Zombie Smasher,Mar 14 2011,75,1337,False,False,True,False,False,False,True,False,False,False,False,False,False,False,9.99
Homefront,Mar 14 2011,70,2489,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99
Red Faction(r): Armageddon(tm),Jun 6 2011,75,2775,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99
Warhammer 40000: Space Marine,Sep 5 2011,74,6203,False,False,False,True,False,False,False,False,False,False,False,False,False,False,29.99
Saints Row: The Third,Nov 14 2011,84,30053,False,False,False,True,False,False,False,False,False,False,False,False,False,False,14.99
Puzzle Dimension,Jun 21 2010,79,393,False,False,True,False,False,True,False,False,False,False,False,False,False,False,2.99
Amnesia: The Dark Descent,Sep 8 2010,85,14322,False,False,True,True,True,False,False,False,False,False,False,False,False,False,19.99
Patrician IV - Steam Special Edition,Sep 17 2010,66,191,False,False,False,False,False,False,True,False,False,False,False,False,False,False,14.99
DUNGEONS - Steam Special Edition,Feb 10 2011,65,339,False,False,False,False,False,False,True,True,False,False,False,False,False,False,9.99
The First Templar - Steam Special Edition,May 12 2011,57,454,False,False,False,True,True,False,False,False,False,False,False,False,False,False,9.99
Tropico 4: Steam Special Edition,Sep 1 2011,78,6855,False,False,False,False,False,False,True,False,True,False,False,False,False,False,14.99
Whos That Flying?!,Jan 31 2011,76,132,False,False,True,True,False,True,False,False,False,False,False,False,False,False,5.99
Jagged Alliance - Back in Action,Feb 8 2012,62,846,False,False,False,False,False,False,True,True,True,False,False,False,False,False,19.99
Doc Clock: The Toasted Sandwich of Time,Oct 15 2010,62,152,False,False,True,False,True,True,False,False,False,False,False,False,False,False,4.99
Duke Nukem Forever,Jun 13 2011,54,4451,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99
Jolly Rover,Jun 7 2010,71,241,False,False,True,False,True,True,False,False,False,False,False,False,False,False,9.99
MacGuffins Curse,Apr 19 2012,73,0,False,False,True,False,True,True,False,False,False,False,False,False,False,False,9.99
Turba,July 2010,76,107,False,False,True,False,False,True,False,False,False,False,False,False,False,False,4.99
Blood Bowl(r) Legendary Edition,Oct 28 2010,73,742,False,False,False,False,False,False,True,False,False,False,False,True,False,False,19.99
Runaway: A Twist of Fate,Apr 21 2011,79,137,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9.99
The Next BIG Thing,Apr 21 2011,75,252,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9.99
Wargame: European Escalation,Feb 22 2012,81,1948,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
Battle: Los Angeles,Mar 11 2011,38,105,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99
Age of Wonders II: The Wizards Throne,October 2010,86,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,9.99
Age of Wonders Shadow Magic,October 2010,82,162,False,False,False,False,False,False,True,True,False,False,False,False,False,False,9.99
Might & Magic: Clash of Heroes,Sep 22 2011,76,979,False,False,False,False,False,False,True,True,False,False,False,False,False,False,9.99
HOARD,Apr 4 2011,65,691,False,False,True,True,False,True,True,False,False,False,False,False,False,False,9.99
Alter Ego,Aug 3 2010,59,106,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9.99
Monday Night Combat,Jan 24 2011,82,744,False,False,True,True,False,False,True,False,False,False,False,True,False,False,4.99
Monday Night Combat,Jan 24 2011,82,744,False,False,True,True,False,False,True,False,False,False,False,True,False,False,4.99
Sniper Elite V2,Apr 30 2012,66,20555,False,False,False,True,False,False,False,False,False,False,False,False,False,False,29.99
realMYST,Aug 4 2010,66,185,False,False,False,False,True,True,False,False,False,False,False,False,False,False,5.99
Riven: The Sequel to MYST,Aug 4 2010,83,222,False,False,False,False,True,True,False,False,False,False,False,False,False,False,5.99
Fantasy Wars,Aug 6 2010,67,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4.99
Kings Bounty: Crossworlds,Sep 17 2010,78,273,False,False,False,False,False,False,True,True,False,False,False,False,False,False,19.99
Men of War: Vietnam,Sep 8 2011,68,408,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.99
IL-2 Sturmovik: Cliffs of Dover,Jul 19 2011,60,555,False,False,False,False,False,False,False,False,True,False,False,False,False,False,9.99
Theatre of War 3: Korea,Mar 24 2011,49,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
Men of War: Assault Squad,Feb 24 2011,77,2473,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
Kaptain Brawe: A Brawe New World,Jan 20 2011,69,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6.99
Dustforce DX,Jan 17 2012,79,1535,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
Aura: Fate of the Ages,Oct 4 2010,63,115,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4.99
SpellForce 2: Faith in Destiny,Jun 19 2012,55,159,False,False,False,False,False,False,True,True,False,False,False,False,False,False,14.99
Gothic 1,Mar 15 2001,81,1469,True,False,False,True,False,False,False,True,False,False,False,False,False,False,19.99
Painkiller Redemption,Feb 25 2011,43,280,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4.99
Take On Helicopters,Oct 27 2011,70,511,False,False,False,False,False,False,False,False,True,False,False,False,False,False,19.99
Dungeon Defenders,Oct 18 2011,81,10059,False,False,True,True,False,False,True,True,False,False,False,False,False,False,14.99
The Bureau: XCOM Declassified,Aug 19 2013,66,5556,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99
Sid Meiers Civilization(r): Beyond Earth(tm),Oct 23 2014,81,15657,False,False,False,False,False,False,True,False,False,False,False,False,False,False,39.99
The Darkness II,Feb 6 2012,77,6337,False,False,False,True,False,False,False,False,False,False,False,False,False,False,29.99
Dino D-Day,Apr 8 2011,53,12517,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
VVVVVV,Sep 7 2010,81,5603,False,False,True,True,False,False,False,False,False,False,False,False,False,False,4.99
Recettear: An Item Shops Tale,Sep 10 2010,82,3970,False,False,True,False,False,False,False,True,False,False,False,False,False,False,19.99
Chantelise - A Tale of Two Sisters,Jul 29 2011,62,470,False,False,True,True,False,False,False,True,False,False,False,False,False,False,9.99
Worms Ultimate Mayhem,Sep 28 2011,66,1401,False,False,False,False,False,False,True,False,False,False,False,False,False,False,14.99
Worms Blast,Oct 19 2011,73,150,False,False,False,False,False,True,True,False,False,False,False,False,False,False,7.99
Evochron Mercenary,Jan 16 2012,70,372,False,False,True,True,False,False,False,False,True,False,False,False,False,False,19.99
Sonic Generations Collection,Nov 3 2011,77,4707,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99
Closure,Sep 7 2012,78,659,False,False,True,False,False,False,False,False,False,False,False,False,False,False,9.99
Universe Sandbox,Apr 29 2011,83,2648,False,False,True,False,False,True,False,False,True,False,False,False,False,False,9.99
The Elder Scrolls V: Skyrim,Nov 10 2011,94,182587,False,False,False,False,False,False,False,True,False,False,False,False,False,False,19.99
Cities in Motion,Feb 22 2011,70,601,False,False,False,False,False,False,False,False,True,False,False,False,False,False,19.99
Defenders of Ardania,Mar 14 2012,58,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
Darkest Hour: A Hearts of Iron Game,Apr 8 2011,81,703,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
Pride of Nations,Jun 7 2011,70,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,19.99
Sengoku,Sep 15 2011,70,232,False,False,False,False,False,False,True,True,True,False,False,False,False,False,9.99
Supreme Ruler: Cold War,Jul 29 2011,63,151,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
Bejeweled(r) 3,Dec 7 2010,82,1687,False,False,False,False,False,True,True,False,False,False,False,False,False,False,4.99
APOX,Jan 20 2011,48,136,False,False,True,True,False,False,True,False,False,False,False,False,False,False,14.99
Fate of the World,Feb 28 2011,70,263,False,False,True,False,False,True,True,False,True,False,False,False,False,False,9.99
Gemini Rue,Oct 26 2011,82,1001,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99
The Blackwell Legacy,Jan 13 2012,80,669,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.99
Blackwell Deception,Jan 13 2012,73,232,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99
Guardians of Graxia,Nov 10 2010,55,135,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4.99
SkyDrift,Nov 21 2011,73,670,False,False,True,False,False,False,False,False,False,False,False,False,True,False,9.99
Anomaly: Warzone Earth,Apr 8 2011,80,3434,False,False,True,True,False,False,True,False,False,False,False,False,False,False,9.99
Iron Front: Digital War Edition,May 25 2012,55,511,False,False,False,True,False,False,True,False,True,False,False,False,False,False,14.99
Sanctum,Apr 15 2011,70,2422,False,False,True,True,False,True,True,False,False,False,False,False,False,False,9.99
Post Apocalyptic Mayhem,Mar 17 2011,44,1401,False,False,False,True,False,False,False,False,False,False,False,False,True,False,9.99
Hydrophobia: Prophecy,May 9 2011,64,1872,False,False,True,True,True,False,True,False,False,False,False,False,False,False,4.99
A.R.E.S.: Extinction Agenda,Jan 19 2011,68,725,False,False,True,True,False,False,False,False,False,False,False,False,False,False,4.99
Xotic,Sep 16 2011,67,132,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
Shadow Harvest: Phantom Ops,Apr 5 2011,34,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99
SpaceChem,Mar 2 2011,84,3233,False,False,True,False,False,True,False,False,False,False,False,False,False,False,9.99
Revenge of the Titans,Mar 16 2011,79,848,False,False,True,True,False,False,True,False,False,False,False,False,False,False,9.99
Jamestown,Jun 8 2011,81,1788,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
The Dream Machine: Chapter 1 & 2,May 11 2012,77,524,False,False,True,False,True,True,False,False,False,False,False,False,False,False,3.99
Nidhogg,Jan 13 2014,81,5040,False,False,True,True,False,False,False,False,False,False,False,True,False,False,14.99
Puzzle Agent 2,Jun 30 2011,63,422,False,False,False,False,True,True,False,False,False,False,False,False,False,False,9.99
Hector: Badge of Carnage - Full Series,Apr 27 2011,75,122,False,False,False,False,True,True,False,False,False,False,False,False,False,False,19.99
Super Splatters,Jun 26 2013,73,134,False,False,True,True,False,True,False,False,False,False,False,False,False,False,9.99
Capsized,Apr 29 2011,80,760,False,False,True,True,False,False,False,False,False,False,False,False,False,False,9.99
ibb & obb,May 26 2014,83,1358,False,False,True,True,True,False,False,False,False,False,False,False,False,False,11.99
Air Conflicts: Secret Wars,Sep 30 2011,65,201,False,False,False,True,False,False,False,False,True,False,False,False,False,False,7.99
The Tiny Bang Story,Apr 22 2011,63,1816,False,False,True,False,True,True,False,False,False,False,False,False,False,False,4.99
Steel Storm: Burning Retribution,May 11 2011,55,252,False,False,True,True,False,False,False,False,False,False,False,False,False,False,14.99
Nexuiz,May 10 2012,54,204,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99
Solar 2,Jun 17 2011,72,1492,False,False,True,False,False,True,False,False,False,False,False,False,False,False,9.99
Section 8(r): Prejudice(tm),May 4 2011,77,764,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99
Kohan: Immortal Sovereigns,Aug 24 2011,87,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
Kohan: Ahrimans Gift,Aug 24 2011,79,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
Kohan II: Kings of War,Aug 24 2011,81,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
Magic: The Gathering - Duels of the Planeswalkers 2013,Jun 20 2012,77,897,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.99
Trauma,Aug 8 2011,62,529,False,False,True,False,True,True,False,False,False,False,False,False,False,False,6.99
Frozen Synapse,May 26 2011,85,2192,False,False,True,False,False,False,True,False,False,False,False,False,False,False,24.99
Toy Soldiers,Apr 27 2012,71,911,False,False,False,True,False,True,True,False,True,False,False,False,False,False,9.99
Hard Reset Extended Edition,Jul 12 2012,73,2684,False,False,True,True,False,False,False,False,False,False,False,False,False,False,14.99
Naval Warfare,May 25 2011,57,217,False,False,True,True,False,False,False,False,False,False,False,False,False,False,2.99
Dungeons of Dredmor,Jul 13 2011,79,3386,False,False,True,False,False,True,False,True,False,False,False,False,False,False,4.99
Yars Revenge,Apr 28 2011,56,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.99
YOU DONT KNOW JACK(r),Feb 8 2011,71,107,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0
Renegade Ops,Oct 26 2011,76,1441,False,False,False,True,False,False,False,False,False,False,False,False,False,False,15.0
Garshasp: The Monster Slayer,May 9 2011,49,267,False,False,True,True,False,False,False,False,False,False,False,False,False,False,4.99
NightSky,Mar 1 2011,78,692,False,False,True,False,False,True,True,False,False,False,False,False,False,False,9.99
Bulletstorm(tm),Feb 21 2011,82,3545,False,False,False,True,False,False,False,False,False,False,False,False,False,False,19.99
Spiral Knights,Jun 14 2011,64,15519,True,False,False,True,True,False,False,True,False,False,True,False,False,True,0.0
Runespell: Overture,Jul 20 2011,69,299,False,False,True,False,True,False,False,True,False,False,False,False,False,False,9.99
Vertex Dispenser,Jun 10 2011,70,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,9.99
Kingdoms of Amalur: Reckoning(tm),Feb 7 2012,81,6628,False,False,False,True,False,False,False,True,False,False,False,False,False,False,19.99
Orcs Must Die!,Oct 11 2011,83,4412,False,False,True,True,False,False,True,False,False,False,False,False,False,False,9.99
Shank 2,Feb 7 2012,72,1277,False,False,True,True,True,False,False,False,False,False,False,False,False,False,9.99
Super MNC,Apr 19 2012,76,4379,True,False,True,True,False,False,True,False,False,False,True,True,False,False,0.0
A New Beginning - Final Cut,Dec 11 2012,72,961,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.99
Lume,May 9 2011,69,408,False,False,True,False,True,True,False,False,False,False,False,False,False,False,5.99
Critical Mass,Jun 20 2011,81,354,False,False,True,False,False,True,False,False,False,False,False,False,False,False,1.99
Age of Empires(r) III: Complete Collection,Jan 5 2012,81,7658,False,False,False,False,False,False,True,False,True,False,False,False,False,False,39.99
Terraria,May 16 2011,83,139819,False,False,True,True,True,False,False,True,False,False,False,False,False,False,9.99
Tobes Vertical Adventure,Jul 18 2011,75,115,False,False,True,True,True,False,False,False,False,False,False,False,False,False,4.99
