dataset,delta,original_decision,in_multabench,accept_8of10,n_eligible_models,n_panels,pct_pass_ge3,pct_pass_ge4,pct_pass_eq5
BIN_TEXT_TRANSPORTATION_OSHA_ACCIDENT_INJURY_DATA,0.005,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT,0.005,accept,True,False,10,252,91.7,50.0,8.3
MUL_TEXT_CONSUMER_WOMEN_ECOMMERCE_CLOTHING_REVIEW,0.005,accept,True,False,10,252,91.7,50.0,8.3
MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.005,accept,True,True,10,252,100.0,100.0,50.0
MUL_TEXT_FOOD_WINE_REVIEW,0.005,reject,True,False,8,56,0.0,0.0,0.0
MUL_TEXT_FOOD_YELP_REVIEWS,0.005,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_HOUSES_MELBOURNE_AIRBNB,0.005,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_PROFESSIONAL_DATA_SCIENTIST_SALARY,0.005,reject,True,False,10,252,0.0,0.0,0.0
MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON,0.005,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_SOCIAL_HEARTHSTONE_CARD_GAME_WARCRAFT,0.005,reject,False,False,10,252,26.2,2.4,0.0
MUL_TEXT_SOCIAL_NEWS_CHANNEL_CATEGORY,0.005,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_SOCIAL_SPOTIFY_GENRES,0.005,reject,True,False,8,56,17.9,0.0,0.0
MUL_TEXT_TRANSPORTATION_US_ACCIDENTS_MARCH23,0.005,accept,True,False,10,252,73.8,26.2,2.4
REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_BABIES_R_US_PRICES,0.005,accept,True,True,10,252,100.0,100.0,50.0
REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE,0.005,reject,False,False,10,252,8.3,0.0,0.0
REG_TEXT_CONSUMER_BOOK_PRICE_PREDICTION,0.005,accept,True,False,10,252,91.7,50.0,8.3
REG_TEXT_CONSUMER_CAR_PRICE_CARDEKHO,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_MERCARI_ONLINE_MARKETPLACE,0.005,accept,True,True,10,252,100.0,100.0,50.0
REG_TEXT_FOOD_ALCOHOL_WIKILIQ_PRICES,0.005,reject,False,False,10,252,26.2,2.4,0.0
REG_TEXT_FOOD_BEER_RATINGS,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_COFFEE_REVIEW,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_RAMEN_RATINGS_2022,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES,0.005,reject,False,False,10,252,8.3,0.0,0.0
REG_TEXT_FOOD_WINE_VIVINO_SPAIN,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_ZOMATO_RESTAURANTS,0.005,accept,True,True,10,252,100.0,77.8,22.2
REG_TEXT_HOUSES_AIRBNB_SEATTLE,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_PROFESSIONAL_EMPLOYEE_RENUMERATION_VANCOUBER,0.005,accept,True,True,10,252,100.0,100.0,50.0
REG_TEXT_PROFESSIONAL_EMPLOYEE_SALARY_MONTGOMERY,0.005,reject,True,False,10,252,8.3,0.0,0.0
REG_TEXT_PROFESSIONAL_ML_DS_AI_JOBS_SALARIES,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_PROFESSIONAL_SCIMAGOJR_ACADEMIC_IMPACT,0.005,accept,True,True,10,252,100.0,77.8,22.2
REG_TEXT_SOCIAL_ANIME_PLANET_RATING,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_BOOKS_GOODREADS,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_BOOK_READABILITY_CLEAR,0.005,accept,True,True,10,252,100.0,100.0,50.0
REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_KOREAN_DRAMA,0.005,reject,False,False,10,252,8.3,0.0,0.0
REG_TEXT_SOCIAL_MOVIES_DATASET_REVENUE,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_MOVIES_ROTTEN_TOMATOES,0.005,accept,True,True,10,252,100.0,100.0,50.0
REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_VIDEO_GAMES_SALES,0.005,accept,True,True,10,252,100.0,77.8,22.2
REG_TEXT_SPORTS_FIFA22_WAGES,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN,0.005,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA,0.005,reject,False,False,10,252,8.3,0.0,0.0
BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.01,reject,False,False,10,252,0.0,0.0,0.0
BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.01,reject,True,False,10,252,0.0,0.0,0.0
BIN_TEXT_PROFESSIONAL_KICKSTARTER_FUNDING,0.01,accept,True,False,10,252,73.8,26.2,2.4
BIN_TEXT_SOCIAL_IMDB_GENRE_PREDICTION,0.01,reject,False,False,10,252,0.0,0.0,0.0
BIN_TEXT_SOCIAL_JIGSAW_TOXICITY,0.01,reject,True,False,10,252,0.0,0.0,0.0
BIN_TEXT_TRANSPORTATION_OSHA_ACCIDENT_INJURY_DATA,0.01,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT,0.01,accept,True,False,10,252,26.2,2.4,0.0
MUL_TEXT_CONSUMER_WOMEN_ECOMMERCE_CLOTHING_REVIEW,0.01,reject,True,False,10,252,0.0,0.0,0.0
MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.01,accept,True,False,10,252,50.0,10.3,0.4
MUL_TEXT_FOOD_WINE_REVIEW,0.01,reject,True,False,8,56,0.0,0.0,0.0
MUL_TEXT_FOOD_YELP_REVIEWS,0.01,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_HOUSES_MELBOURNE_AIRBNB,0.01,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_PROFESSIONAL_DATA_SCIENTIST_SALARY,0.01,reject,True,False,10,252,0.0,0.0,0.0
MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON,0.01,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_SOCIAL_HEARTHSTONE_CARD_GAME_WARCRAFT,0.01,reject,False,False,10,252,8.3,0.0,0.0
MUL_TEXT_SOCIAL_NEWS_CHANNEL_CATEGORY,0.01,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_SOCIAL_SPOTIFY_GENRES,0.01,reject,True,False,8,56,0.0,0.0,0.0
MUL_TEXT_TRANSPORTATION_US_ACCIDENTS_MARCH23,0.01,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_BABIES_R_US_PRICES,0.01,accept,True,False,10,252,91.7,50.0,8.3
REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE,0.01,reject,False,False,10,252,8.3,0.0,0.0
REG_TEXT_CONSUMER_BOOK_PRICE_PREDICTION,0.01,reject,True,False,10,252,26.2,2.4,0.0
REG_TEXT_CONSUMER_CAR_PRICE_CARDEKHO,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_MERCARI_ONLINE_MARKETPLACE,0.01,accept,True,False,10,252,91.7,50.0,8.3
REG_TEXT_FOOD_ALCOHOL_WIKILIQ_PRICES,0.01,reject,False,False,10,252,26.2,2.4,0.0
REG_TEXT_FOOD_BEER_RATINGS,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_COFFEE_REVIEW,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_RAMEN_RATINGS_2022,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_WINE_VIVINO_SPAIN,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_ZOMATO_RESTAURANTS,0.01,accept,True,False,10,252,50.0,10.3,0.4
REG_TEXT_HOUSES_AIRBNB_SEATTLE,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_PROFESSIONAL_EMPLOYEE_RENUMERATION_VANCOUBER,0.01,accept,True,False,10,252,91.7,50.0,8.3
REG_TEXT_PROFESSIONAL_EMPLOYEE_SALARY_MONTGOMERY,0.01,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_PROFESSIONAL_ML_DS_AI_JOBS_SALARIES,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_PROFESSIONAL_SCIMAGOJR_ACADEMIC_IMPACT,0.01,reject,True,False,10,252,50.0,10.3,0.4
REG_TEXT_SOCIAL_ANIME_PLANET_RATING,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_BOOKS_GOODREADS,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_BOOK_READABILITY_CLEAR,0.01,reject,True,False,10,252,50.0,10.3,0.4
REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_KOREAN_DRAMA,0.01,reject,False,False,10,252,8.3,0.0,0.0
REG_TEXT_SOCIAL_MOVIES_DATASET_REVENUE,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_MOVIES_ROTTEN_TOMATOES,0.01,accept,True,True,10,252,100.0,77.8,22.2
REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_VIDEO_GAMES_SALES,0.01,accept,True,False,10,252,91.7,50.0,8.3
REG_TEXT_SPORTS_FIFA22_WAGES,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN,0.01,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA,0.01,reject,False,False,10,252,0.0,0.0,0.0
BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.02,reject,False,False,10,252,0.0,0.0,0.0
BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.02,reject,True,False,10,252,0.0,0.0,0.0
BIN_TEXT_PROFESSIONAL_KICKSTARTER_FUNDING,0.02,reject,True,False,10,252,0.0,0.0,0.0
BIN_TEXT_SOCIAL_IMDB_GENRE_PREDICTION,0.02,reject,False,False,10,252,0.0,0.0,0.0
BIN_TEXT_SOCIAL_JIGSAW_TOXICITY,0.02,reject,True,False,10,252,0.0,0.0,0.0
BIN_TEXT_TRANSPORTATION_OSHA_ACCIDENT_INJURY_DATA,0.02,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT,0.02,reject,True,False,10,252,0.0,0.0,0.0
MUL_TEXT_CONSUMER_WOMEN_ECOMMERCE_CLOTHING_REVIEW,0.02,reject,True,False,10,252,0.0,0.0,0.0
MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.02,reject,True,False,10,252,0.0,0.0,0.0
MUL_TEXT_FOOD_WINE_REVIEW,0.02,reject,True,False,8,56,0.0,0.0,0.0
MUL_TEXT_FOOD_YELP_REVIEWS,0.02,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_HOUSES_MELBOURNE_AIRBNB,0.02,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_PROFESSIONAL_DATA_SCIENTIST_SALARY,0.02,reject,True,False,10,252,0.0,0.0,0.0
MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON,0.02,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_SOCIAL_HEARTHSTONE_CARD_GAME_WARCRAFT,0.02,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_SOCIAL_NEWS_CHANNEL_CATEGORY,0.02,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_SOCIAL_SPOTIFY_GENRES,0.02,reject,True,False,8,56,0.0,0.0,0.0
MUL_TEXT_TRANSPORTATION_US_ACCIDENTS_MARCH23,0.02,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_BABIES_R_US_PRICES,0.02,reject,True,False,10,252,26.2,2.4,0.0
REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE,0.02,reject,False,False,10,252,8.3,0.0,0.0
REG_TEXT_CONSUMER_BOOK_PRICE_PREDICTION,0.02,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_CAR_PRICE_CARDEKHO,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_MERCARI_ONLINE_MARKETPLACE,0.02,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_ALCOHOL_WIKILIQ_PRICES,0.02,reject,False,False,10,252,26.2,2.4,0.0
REG_TEXT_FOOD_BEER_RATINGS,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_COFFEE_REVIEW,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_RAMEN_RATINGS_2022,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_WINE_VIVINO_SPAIN,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_ZOMATO_RESTAURANTS,0.02,reject,True,False,10,252,8.3,0.0,0.0
REG_TEXT_HOUSES_AIRBNB_SEATTLE,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_PROFESSIONAL_EMPLOYEE_RENUMERATION_VANCOUBER,0.02,reject,True,False,10,252,50.0,10.3,0.4
REG_TEXT_PROFESSIONAL_EMPLOYEE_SALARY_MONTGOMERY,0.02,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_PROFESSIONAL_ML_DS_AI_JOBS_SALARIES,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_PROFESSIONAL_SCIMAGOJR_ACADEMIC_IMPACT,0.02,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_ANIME_PLANET_RATING,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_BOOKS_GOODREADS,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_BOOK_READABILITY_CLEAR,0.02,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_KOREAN_DRAMA,0.02,reject,False,False,10,252,8.3,0.0,0.0
REG_TEXT_SOCIAL_MOVIES_DATASET_REVENUE,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_MOVIES_ROTTEN_TOMATOES,0.02,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_VIDEO_GAMES_SALES,0.02,accept,True,False,10,252,91.7,50.0,8.3
REG_TEXT_SPORTS_FIFA22_WAGES,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN,0.02,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA,0.02,reject,False,False,10,252,0.0,0.0,0.0
BIN_TEXT_FINANCIAL_CONSUMER_COMPLAINT,0.05,reject,False,False,10,252,0.0,0.0,0.0
BIN_TEXT_PROFESSIONAL_FAKE_JOB_POSTING,0.05,reject,True,False,10,252,0.0,0.0,0.0
BIN_TEXT_PROFESSIONAL_KICKSTARTER_FUNDING,0.05,reject,True,False,10,252,0.0,0.0,0.0
BIN_TEXT_SOCIAL_IMDB_GENRE_PREDICTION,0.05,reject,False,False,10,252,0.0,0.0,0.0
BIN_TEXT_SOCIAL_JIGSAW_TOXICITY,0.05,reject,True,False,10,252,0.0,0.0,0.0
BIN_TEXT_TRANSPORTATION_OSHA_ACCIDENT_INJURY_DATA,0.05,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_CONSUMER_PRODUCT_SENTIMENT,0.05,reject,True,False,10,252,0.0,0.0,0.0
MUL_TEXT_CONSUMER_WOMEN_ECOMMERCE_CLOTHING_REVIEW,0.05,reject,True,False,10,252,0.0,0.0,0.0
MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.05,reject,True,False,10,252,0.0,0.0,0.0
MUL_TEXT_FOOD_WINE_REVIEW,0.05,reject,True,False,8,56,0.0,0.0,0.0
MUL_TEXT_FOOD_YELP_REVIEWS,0.05,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_HOUSES_MELBOURNE_AIRBNB,0.05,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_PROFESSIONAL_DATA_SCIENTIST_SALARY,0.05,reject,True,False,10,252,0.0,0.0,0.0
MUL_TEXT_SOCIAL_GOOGLE_QA_TYPE_REASON,0.05,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_SOCIAL_HEARTHSTONE_CARD_GAME_WARCRAFT,0.05,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_SOCIAL_NEWS_CHANNEL_CATEGORY,0.05,reject,False,False,10,252,0.0,0.0,0.0
MUL_TEXT_SOCIAL_SPOTIFY_GENRES,0.05,reject,True,False,8,56,0.0,0.0,0.0
MUL_TEXT_TRANSPORTATION_US_ACCIDENTS_MARCH23,0.05,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_AMERICAN_EAGLE_PRICES,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_BABIES_R_US_PRICES,0.05,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_BIKE_PRICE_BIKEWALE,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_BOOK_PRICE_PREDICTION,0.05,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_CAR_PRICE_CARDEKHO,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_JC_PENNEY_PRODUCT_PRICE,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_LAPTOP_INDIAN_PRICES,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_CONSUMER_MERCARI_ONLINE_MARKETPLACE,0.05,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_ALCOHOL_WIKILIQ_PRICES,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_BEER_RATINGS,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_CHOCOLATE_BAR_RATINGS,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_COFFEE_REVIEW,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_RAMEN_RATINGS_2022,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_WINE_POLISH_MARKET_PRICES,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_WINE_VIVINO_SPAIN,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_FOOD_ZOMATO_RESTAURANTS,0.05,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_HOUSES_AIRBNB_SEATTLE,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_HOUSES_CALIFORNIA_PRICES_2020,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_HOUSES_SAN_FRANCISCO_PERMITS_APPLICATIONS,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_PROFESSIONAL_COMPANY_EMPLOYEES_SIZE,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_PROFESSIONAL_EMPLOYEE_RENUMERATION_VANCOUBER,0.05,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_PROFESSIONAL_EMPLOYEE_SALARY_MONTGOMERY,0.05,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_PROFESSIONAL_ML_DS_AI_JOBS_SALARIES,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_PROFESSIONAL_SCIMAGOJR_ACADEMIC_IMPACT,0.05,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_ANIME_PLANET_RATING,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_BOOKS_GOODREADS,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_BOOK_READABILITY_CLEAR,0.05,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_FILMTV_MOVIE_RATING_ITALY,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_KOREAN_DRAMA,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_MOVIES_DATASET_REVENUE,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_MOVIES_ROTTEN_TOMATOES,0.05,reject,True,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_MUSEUMS_US_REVENUES,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SOCIAL_VIDEO_GAMES_SALES,0.05,reject,True,False,10,252,8.3,0.0,0.0
REG_TEXT_SPORTS_FIFA22_WAGES,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_SPORTS_NBA_DRAFT_VALUE_OVER_REPLACEMENT,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_TRANSPORTATION_USED_CAR_MERCEDES_BENZ_ITALY,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_TRANSPORTATION_USED_CAR_PAKISTAN,0.05,reject,False,False,10,252,0.0,0.0,0.0
REG_TEXT_TRANSPORTATION_USED_CAR_SAUDI_ARABIA,0.05,reject,False,False,10,252,0.0,0.0,0.0
