model,state,dataset,test_score,fold
TabPFN-2.5,all,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.9223523177086654,2
TabPFN-2.5,all,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.910602464617848,3
TabPFN-2.5,all,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.9152076183359806,4
TabPFN-2.5,ft,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.9257456569415872,0
TabPFN-2.5,ft,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.922761656578538,1
TabPFN-2.5,ft,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.9304747053765812,2
TabPFN-2.5,ft,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.9205224752269996,3
TabPFN-2.5,ft,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.9247733123067802,4
TabPFN-2.5,no_text,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8781170162884184,0
TabPFN-2.5,no_text,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8766031461892132,1
TabPFN-2.5,no_text,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.880518657148549,2
TabPFN-2.5,no_text,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8684824675493459,3
TabPFN-2.5,no_text,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8769280759491835,4
TabPFN-2.5,text_only,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8765012054961219,0
TabPFN-2.5,text_only,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8698790340360671,1
TabPFN-2.5,text_only,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8805452573614609,2
TabPFN-2.5,text_only,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8722596181452932,3
TabPFN-2.5,text_only,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8770624449914848,4
TabPFNv2,all,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.9063031108246552,0
TabPFNv2,all,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.9044206206905164,1
TabPFNv2,all,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.9168075560906268,2
TabPFNv2,all,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.9026791456678044,3
TabPFNv2,all,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.9081005954686754,4
TabPFNv2,ft,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.9199063586297416,0
TabPFNv2,ft,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.9142471040238742,1
TabPFNv2,ft,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.9261938819152796,2
TabPFNv2,ft,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.9163495901997486,3
TabPFNv2,ft,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.9195995688775432,4
TabPFNv2,no_text,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8778138117430581,0
TabPFNv2,no_text,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8745716477323103,1
TabPFNv2,no_text,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.881044679935416,2
TabPFNv2,no_text,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8687179648351748,3
TabPFNv2,no_text,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8766344653793746,4
TabPFNv2,text_only,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8620411579604902,0
TabPFNv2,text_only,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8583506397542461,1
TabPFNv2,text_only,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8736156188951748,2
TabPFNv2,text_only,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.858149149090724,3
TabPFNv2,text_only,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8664194267183951,4
XGBoost,all,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8755547810880175,0
XGBoost,all,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8716217489271259,1
XGBoost,all,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8852593423830969,2
XGBoost,all,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8823400111001998,3
XGBoost,all,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8713510162420175,4
XGBoost,ft,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8979226061499567,0
XGBoost,ft,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.9016292706039698,1
XGBoost,ft,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.9023172537742218,2
XGBoost,ft,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8915584924159304,3
XGBoost,ft,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8864214738962477,4
XGBoost,no_text,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8671975392876476,0
XGBoost,no_text,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8723384925462774,1
XGBoost,no_text,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8753465397647517,2
XGBoost,no_text,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8604779872168662,3
XGBoost,no_text,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.860765118093844,4
XGBoost,text_only,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8285709586246867,0
XGBoost,text_only,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8309733704666336,1
XGBoost,text_only,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8275348565672742,2
XGBoost,text_only,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.843636117303572,3
XGBoost,text_only,MUL_TEXT_FOOD_MICHELIN_GUIDE_RESTAURANTS,0.8228063314692673,4
CatBoost,all,MUL_TEXT_FOOD_WINE_REVIEW,0.973164082411096,0
CatBoost,all,MUL_TEXT_FOOD_WINE_REVIEW,0.974256879502789,1
CatBoost,all,MUL_TEXT_FOOD_WINE_REVIEW,0.976299538474834,2
CatBoost,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9739780145521624,3
CatBoost,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9754405838394404,4
CatBoost,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9800370471049392,0
CatBoost,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9808372086998622,1
CatBoost,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9822065428556416,2
CatBoost,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9820413538206678,3
CatBoost,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9826700712936774,4
CatBoost,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8550248750094295,0
CatBoost,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8633380427541938,1
CatBoost,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8550676459925367,2
CatBoost,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8548362202887065,3
CatBoost,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8602493676992368,4
CatBoost,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9703767470339824,0
CatBoost,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.971420168675523,1
CatBoost,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9731648771170136,2
CatBoost,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9719155424826924,3
CatBoost,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9741140571385266,4
LightGBM,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9641964008861488,0
LightGBM,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9653681021054896,1
LightGBM,all,MUL_TEXT_FOOD_WINE_REVIEW,0.963678116524292,2
LightGBM,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9652708846420376,3
LightGBM,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9672509023650744,4
LightGBM,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9702222409010112,0
LightGBM,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9738064459368316,1
LightGBM,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9740883590988954,2
LightGBM,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9759549072859462,3
LightGBM,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9789239145482108,4
LightGBM,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8305485047492976,0
LightGBM,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8338169683668476,1
LightGBM,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8236153568331089,2
LightGBM,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.82593273436457,3
LightGBM,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8299745755645825,4
LightGBM,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9614038755653732,0
LightGBM,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9641970467815176,1
LightGBM,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.962910749719014,2
LightGBM,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9627461612119904,3
LightGBM,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9647012894485736,4
RandomForest,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9441110067345908,0
RandomForest,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9511086632314592,1
RandomForest,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9547524809762103,2
RandomForest,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9572884597306924,3
RandomForest,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9532348767593112,4
RandomForest,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9667233665187194,0
RandomForest,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9717572896310804,1
RandomForest,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9743075468278696,2
RandomForest,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.974296561415074,3
RandomForest,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9735996945066128,4
RandomForest,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.7402489839863652,0
RandomForest,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.7490131890953786,1
RandomForest,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.7443204550601971,2
RandomForest,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.7448305665323903,3
RandomForest,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.7374664229263902,4
RandomForest,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.942270023774646,0
RandomForest,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9486133570698444,1
RandomForest,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9523322321698894,2
RandomForest,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9504547670395233,3
RandomForest,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9551972260456004,4
RealMLP,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9760213320294024,0
RealMLP,all,MUL_TEXT_FOOD_WINE_REVIEW,0.976379481372764,1
RealMLP,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9784823808310484,2
RealMLP,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9753820978292002,3
RealMLP,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9774333848067372,4
RealMLP,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.980881857227748,0
RealMLP,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9819592335784884,1
RealMLP,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9831965423084577,2
RealMLP,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9830769163028586,3
RealMLP,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9828566392603576,4
RealMLP,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8564807534089324,0
RealMLP,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8581295993131164,1
RealMLP,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8505113898514886,2
RealMLP,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8552399150472051,3
RealMLP,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8539991557875382,4
RealMLP,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.974338020882551,0
RealMLP,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9713504502332212,1
RealMLP,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9765681308847732,2
RealMLP,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9747943409948032,3
RealMLP,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9759460383354212,4
TabDPT,all,MUL_TEXT_FOOD_WINE_REVIEW,0.931295772876685,0
TabDPT,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9426124116626728,1
TabDPT,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9403877071294692,2
TabDPT,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9412134517443806,3
TabDPT,all,MUL_TEXT_FOOD_WINE_REVIEW,0.94367944723844,4
TabDPT,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.945516589504342,0
TabDPT,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9530503982202186,1
TabDPT,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9532003906139678,2
TabDPT,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9559479186811668,3
TabDPT,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9564861269561752,4
TabDPT,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.7792510134967204,0
TabDPT,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.782421077265796,1
TabDPT,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.7873907084025239,2
TabDPT,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.7901144365228944,3
TabDPT,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.7839008580628797,4
TabDPT,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9260039513377905,0
TabDPT,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9372134883388412,1
TabDPT,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.935849894848289,2
TabDPT,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9413039653945188,3
TabDPT,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9409017725984342,4
TabICLv2,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9798740885454034,0
TabICLv2,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9794982085757198,1
TabICLv2,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9820927467483396,2
TabICLv2,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9802375300837594,3
TabICLv2,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9816401045131036,4
TabICLv2,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9828243135693356,0
TabICLv2,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9843992134970996,1
TabICLv2,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9848906027433814,2
TabICLv2,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9846220882679924,3
TabICLv2,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9841799352034112,4
TabICLv2,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8576311481029714,0
TabICLv2,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8637584480594548,1
TabICLv2,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8602012281550758,2
TabICLv2,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8586257286107255,3
TabICLv2,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8646348334284991,4
TabICLv2,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9779960754644574,0
TabICLv2,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9794534696022348,1
TabICLv2,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.980730569661463,2
TabICLv2,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9792787243906744,3
TabICLv2,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9803221829389748,4
TabM,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9768339912057944,0
TabM,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9768070746316913,1
TabM,all,MUL_TEXT_FOOD_WINE_REVIEW,0.98035016159972,2
TabM,all,MUL_TEXT_FOOD_WINE_REVIEW,0.977036833068626,3
TabM,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9793748921820786,4
TabM,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9819411043259624,0
TabM,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9817058131992138,1
TabM,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9836900786038568,2
TabM,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9824613908370916,3
TabM,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.983838163984338,4
TabM,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8534889091029142,0
TabM,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8601090905680185,1
TabM,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8528056632772993,2
TabM,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8549171371112148,3
TabM,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8566582641548997,4
TabM,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9745866412351633,0
TabM,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9761236509835388,1
TabM,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.977588716074736,2
TabM,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9767444779969384,3
TabM,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.977773899712222,4
XGBoost,all,MUL_TEXT_FOOD_WINE_REVIEW,0.96291670959291,0
XGBoost,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9633406703280896,1
XGBoost,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9631289091471128,2
XGBoost,all,MUL_TEXT_FOOD_WINE_REVIEW,0.9648976402216362,3
XGBoost,all,MUL_TEXT_FOOD_WINE_REVIEW,0.964794324971533,4
XGBoost,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.972892254659202,0
XGBoost,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9738992287165414,1
XGBoost,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9750106962803544,2
XGBoost,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9757512270641526,3
XGBoost,ft,MUL_TEXT_FOOD_WINE_REVIEW,0.9767498939417778,4
XGBoost,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8458784157509739,0
XGBoost,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8517458552898941,1
XGBoost,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.840920301446369,2
XGBoost,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8438152820525372,3
XGBoost,no_text,MUL_TEXT_FOOD_WINE_REVIEW,0.8474895160790052,4
XGBoost,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9594007669537532,0
XGBoost,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.960101508444217,1
XGBoost,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9601707951429226,2
XGBoost,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.9640447702228252,3
XGBoost,text_only,MUL_TEXT_FOOD_WINE_REVIEW,0.961411164057926,4
CatBoost,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.8555486369935087,0
CatBoost,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.8644148130581686,1
CatBoost,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.8644006004860078,2
CatBoost,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.8675715952605432,3
CatBoost,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.8648247993980034,4
CatBoost,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.894677458018929,0
CatBoost,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.8931516335795102,1
CatBoost,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.8955825024093403,2
CatBoost,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.8926437468698509,3
CatBoost,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.889955932206901,4
CatBoost,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.5876701408456373,0
CatBoost,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.5900744884160545,1
CatBoost,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.586867486626337,2
CatBoost,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.5604046317698969,3
CatBoost,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.5825884509513596,4
CatBoost,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8565447419010923,0
CatBoost,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8691896909916416,1
CatBoost,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8656036286868956,2
CatBoost,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8648519542982204,3
CatBoost,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8631975686555536,4
LightGBM,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.8464499307454307,0
LightGBM,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.854013235894986,1
LightGBM,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.8527552318090494,2
LightGBM,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.8542346861550685,3
LightGBM,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.850887984413913,4
LightGBM,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.8870172074080924,0
LightGBM,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.8850366045024444,1
LightGBM,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.8858662546272533,2
LightGBM,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.8840736390492054,3
LightGBM,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.8864270029093252,4
LightGBM,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.5731637406828758,0
LightGBM,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.5619606628824791,1
LightGBM,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.5744207105395702,2
LightGBM,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.5463689520930071,3
LightGBM,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.5609401887044838,4
LightGBM,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8504370481002352,0
LightGBM,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8510948606214302,1
LightGBM,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8547288256811478,2
LightGBM,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8534247669902456,3
LightGBM,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8547110877369622,4
RandomForest,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.8920508755527312,0
RandomForest,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.8947902403287846,1
RandomForest,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.8887988159276621,2
RandomForest,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.8848922856166727,3
RandomForest,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.8842528547636409,4
RandomForest,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.8867956885451793,0
RandomForest,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.8891693994487051,1
RandomForest,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.8932702013024173,2
RandomForest,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.8920442604339861,3
RandomForest,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.883246383942863,4
RandomForest,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.5736195571582634,0
RandomForest,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.5489019734915749,1
RandomForest,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.5657729564761388,2
RandomForest,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.546843833515631,3
RandomForest,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.5547858041376857,4
RandomForest,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8421148668461956,0
RandomForest,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8340568749450373,1
RandomForest,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8326407485512768,2
RandomForest,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8394981464537417,3
RandomForest,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8354412625466605,4
RealMLP,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.8691169535195566,0
RealMLP,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.8693211185103003,1
RealMLP,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.8780926886552809,2
RealMLP,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.8758425047411713,3
RealMLP,all,MUL_TEXT_FOOD_YELP_REVIEWS,0.8765138930401776,4
RealMLP,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.8936457291077305,0
RealMLP,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.8946604577197139,1
RealMLP,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.8932359092735462,2
RealMLP,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.8913901829880988,3
RealMLP,ft,MUL_TEXT_FOOD_YELP_REVIEWS,0.8907721353276159,4
RealMLP,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.5836920291676087,0
RealMLP,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.577625139696895,1
RealMLP,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.5812168312389988,2
RealMLP,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.5734899605298602,3
RealMLP,no_text,MUL_TEXT_FOOD_YELP_REVIEWS,0.5705120680195199,4
RealMLP,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8670405391287128,0
RealMLP,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8719043595378014,1
RealMLP,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8788509663704452,2
RealMLP,text_only,MUL_TEXT_FOOD_YELP_REVIEWS,0.8765708849418548,3
