"Name","test_score","fold","Created","dataset","model","multimodal_state","dino_model","Runtime","train_peak_gpu_gb","train_peak_cpu_gb"
"light_REG_IMAGE_MKPHOTO_BOTS_2","0.3494640581245797","2","2026-04-02T02:36:38.000Z","REG_IMAGE_MKPHOTO_BOTS","LightGBM 💡","ft","dino-large","756","16.7294921875","16.624507904052734"
"light_REG_IMAGE_MKPHOTO_BOTS_2","0.34088388510073797","2","2026-04-02T02:35:52.000Z","REG_IMAGE_MKPHOTO_BOTS","LightGBM 💡","all","dino-large","335","2.6572265625","7.799346923828125"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_1","0.3670473696951726","1","2026-04-02T02:34:16.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2 🤯","ft","dino-large","847","14.8291015625","17.620227813720703"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_1","0.3771401639502493","1","2026-04-02T02:34:15.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2 🤯","all","dino-large","368","2.6572265625","8.473033905029297"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_1","0.4033694693411457","1","2026-04-02T02:33:51.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2p5 🇩🇪","ft","dino-large","901","14.8291015625","17.671165466308594"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_1","0.4148601362485214","1","2026-04-02T02:33:25.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2p5 🇩🇪","all","dino-large","351","2.6572265625","8.429523468017578"
"tabm_REG_IMAGE_MKPHOTO_BOTS_1","0.40379026137495955","1","2026-04-02T02:31:53.000Z","REG_IMAGE_MKPHOTO_BOTS","TabM Ⓜ️","ft","dino-large","861","16.7431640625","16.55270004272461"
"tabm_REG_IMAGE_MKPHOTO_BOTS_1","0.4048969212363168","1","2026-04-02T02:31:17.000Z","REG_IMAGE_MKPHOTO_BOTS","TabM Ⓜ️","all","dino-large","315","2.6845703125","7.776912689208984"
"cat_REG_IMAGE_MKPHOTO_BOTS_1","0.4104149418443499","1","2026-04-02T02:30:08.000Z","REG_IMAGE_MKPHOTO_BOTS","CatBoost 😸","ft","dino-large","873","16.7294921875","16.556262969970703"
"cat_REG_IMAGE_MKPHOTO_BOTS_1","0.36194704894125695","1","2026-04-02T02:28:56.000Z","REG_IMAGE_MKPHOTO_BOTS","CatBoost 😸","all","dino-large","332","2.6572265625","7.814670562744141"
"light_REG_IMAGE_MKPHOTO_BOTS_1","0.4051834929100192","1","2026-04-02T02:28:09.000Z","REG_IMAGE_MKPHOTO_BOTS","LightGBM 💡","ft","dino-large","916","16.7294921875","16.498641967773438"
"light_REG_IMAGE_MKPHOTO_BOTS_1","0.3557504573893949","1","2026-04-02T02:27:59.000Z","REG_IMAGE_MKPHOTO_BOTS","LightGBM 💡","all","dino-large","318","2.6572265625","7.812175750732422"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_0","0.3990431181201172","0","2026-04-02T02:26:30.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2 🤯","ft","dino-large","964","14.8291015625","17.638137817382812"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_0","0.35111035255130174","0","2026-04-02T02:26:11.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2 🤯","all","dino-large","335","2.6572265625","8.45907211303711"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_0","0.4216443470122994","0","2026-04-02T02:25:24.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2p5 🇩🇪","ft","dino-large","949","14.8291015625","17.653961181640625"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_0","0.4068685490201363","0","2026-04-02T02:24:32.000Z","REG_IMAGE_MKPHOTO_BOTS","TabPFN-v2p5 🇩🇪","all","dino-large","332","2.6572265625","8.481639862060547"
"tabm_REG_IMAGE_MKPHOTO_BOTS_0","0.3860393785675107","0","2026-04-02T02:24:12.000Z","REG_IMAGE_MKPHOTO_BOTS","TabM Ⓜ️","ft","dino-large","798","16.7431640625","16.54135513305664"
"tabm_REG_IMAGE_MKPHOTO_BOTS_0","0.3643496416291728","0","2026-04-02T02:23:36.000Z","REG_IMAGE_MKPHOTO_BOTS","TabM Ⓜ️","all","dino-large","316","2.6845703125","7.775596618652344"
"cat_REG_IMAGE_MKPHOTO_BOTS_0","0.3719575620185366","0","2026-04-02T02:23:26.000Z","REG_IMAGE_MKPHOTO_BOTS","CatBoost 😸","ft","dino-large","813","16.7294921875","16.607646942138672"
"cat_REG_IMAGE_MKPHOTO_BOTS_0","0.3308730002933524","0","2026-04-02T02:22:38.000Z","REG_IMAGE_MKPHOTO_BOTS","CatBoost 😸","all","dino-large","323","2.6572265625","7.783878326416016"
"light_REG_IMAGE_MKPHOTO_BOTS_0","0.37825875352319305","0","2026-04-02T02:21:24.000Z","REG_IMAGE_MKPHOTO_BOTS","LightGBM 💡","ft","dino-large","763","16.7294921875","16.471580505371094"
"light_REG_IMAGE_MKPHOTO_BOTS_0","0.3345034634179511","0","2026-04-02T02:17:08.000Z","REG_IMAGE_MKPHOTO_BOTS","LightGBM 💡","all","dino-large","323","2.6572265625","7.792766571044922"
"tabpfnv2_MUL_IMAGE_PETFINDER_4","0.8755038958174524","4","2026-04-02T02:16:42.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2 🤯","ft","dino-large","1143","14.8486328125","17.27017593383789"
"tabpfnv2_MUL_IMAGE_PETFINDER_4","0.8702315037029178","4","2026-04-02T02:16:29.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2 🤯","all","dino-large","574","2.6884765625","8.43344497680664"
"tabpfnv2p5_MUL_IMAGE_PETFINDER_4","0.8806479578175483","4","2026-04-02T02:16:25.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2p5 🇩🇪","ft","dino-large","1061","14.8486328125","17.2562255859375"
"tabpfnv2p5_MUL_IMAGE_PETFINDER_4","0.8746391061641334","4","2026-04-02T02:15:42.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2p5 🇩🇪","all","dino-large","576","2.6884765625","8.457817077636719"
"tabm_MUL_IMAGE_PETFINDER_4","0.8782577244687012","4","2026-04-02T02:14:57.000Z","MUL_IMAGE_PETFINDER","TabM Ⓜ️","ft","dino-large","975","16.7763671875","16.104137420654297"
"tabm_MUL_IMAGE_PETFINDER_4","0.8709117239730768","4","2026-04-02T02:14:10.000Z","MUL_IMAGE_PETFINDER","TabM Ⓜ️","all","dino-large","548","2.7177734375","7.806392669677734"
"cat_MUL_IMAGE_PETFINDER_4","0.8707695905198602","4","2026-04-02T02:13:41.000Z","MUL_IMAGE_PETFINDER","CatBoost 😸","ft","dino-large","1204","16.7548828125","16.58871841430664"
"cat_MUL_IMAGE_PETFINDER_4","0.8624290486210399","4","2026-04-02T02:11:47.000Z","MUL_IMAGE_PETFINDER","CatBoost 😸","all","dino-large","759","2.6884765625","8.13504409790039"
"light_MUL_IMAGE_PETFINDER_4","0.8613786925550712","4","2026-04-02T02:11:28.000Z","MUL_IMAGE_PETFINDER","LightGBM 💡","ft","dino-large","983","16.7548828125","16.096920013427734"
"light_MUL_IMAGE_PETFINDER_4","0.8501100116324531","4","2026-04-02T02:07:34.000Z","MUL_IMAGE_PETFINDER","LightGBM 💡","all","dino-large","530","2.6884765625","7.815853118896484"
"tabpfnv2_MUL_IMAGE_PETFINDER_3","0.8763342193332515","3","2026-04-02T02:06:02.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2 🤯","ft","dino-large","1080","14.8486328125","16.935203552246094"
"tabpfnv2_MUL_IMAGE_PETFINDER_3","0.8726089803123518","3","2026-04-02T02:05:54.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2 🤯","all","dino-large","580","2.6884765625","8.391914367675781"
"tabpfnv2p5_MUL_IMAGE_PETFINDER_3","0.8815074073395626","3","2026-04-02T02:05:31.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2p5 🇩🇪","ft","dino-large","1077","14.8486328125","16.888259887695312"
"tabpfnv2p5_MUL_IMAGE_PETFINDER_3","0.8786529536595439","3","2026-04-02T02:05:25.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2p5 🇩🇪","all","dino-large","566","2.6884765625","8.323299407958984"
"tabm_MUL_IMAGE_PETFINDER_3","0.8792538549199056","3","2026-04-02T02:04:53.000Z","MUL_IMAGE_PETFINDER","TabM Ⓜ️","ft","dino-large","985","16.7763671875","15.920886993408203"
"tabm_MUL_IMAGE_PETFINDER_3","0.8771227343755965","3","2026-04-02T02:04:38.000Z","MUL_IMAGE_PETFINDER","TabM Ⓜ️","all","dino-large","565","2.7177734375","7.744316101074219"
"cat_MUL_IMAGE_PETFINDER_3","0.8724640527151553","3","2026-04-02T02:04:23.000Z","MUL_IMAGE_PETFINDER","CatBoost 😸","ft","dino-large","1318","16.7548828125","16.411380767822266"
"cat_MUL_IMAGE_PETFINDER_3","0.8654068995214497","3","2026-04-02T02:03:18.000Z","MUL_IMAGE_PETFINDER","CatBoost 😸","all","dino-large","796","2.6884765625","8.021709442138672"
"light_MUL_IMAGE_PETFINDER_3","0.8633107338590571","3","2026-04-02T01:57:10.000Z","MUL_IMAGE_PETFINDER","LightGBM 💡","ft","dino-large","983","16.7548828125","15.916885375976562"
"light_MUL_IMAGE_PETFINDER_3","0.8496631601283573","3","2026-04-02T01:56:54.000Z","MUL_IMAGE_PETFINDER","LightGBM 💡","all","dino-large","535","2.6884765625","7.732975006103516"
"tabpfnv2_MUL_IMAGE_PETFINDER_2","0.8685653489898658","2","2026-04-02T01:55:59.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2 🤯","ft","dino-large","1260","14.8486328125","16.879688262939453"
"tabpfnv2_MUL_IMAGE_PETFINDER_2","0.8648884615072551","2","2026-04-02T01:55:38.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2 🤯","all","dino-large","587","2.6884765625","8.325309753417969"
"tabpfnv2p5_MUL_IMAGE_PETFINDER_2","0.8730753208208213","2","2026-04-02T01:55:22.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2p5 🇩🇪","ft","dino-large","1254","14.8486328125","16.881607055664062"
"tabpfnv2p5_MUL_IMAGE_PETFINDER_2","0.8731796437957158","2","2026-04-02T01:54:36.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2p5 🇩🇪","all","dino-large","583","2.6884765625","8.371875762939453"
"tabm_MUL_IMAGE_PETFINDER_2","0.8755117258126669","2","2026-04-02T01:54:05.000Z","MUL_IMAGE_PETFINDER","TabM Ⓜ️","ft","dino-large","1035","16.7763671875","15.939788818359377"
"tabm_MUL_IMAGE_PETFINDER_2","0.8692062951758184","2","2026-04-02T01:53:54.000Z","MUL_IMAGE_PETFINDER","TabM Ⓜ️","all","dino-large","570","2.7177734375","7.745410919189453"
"cat_MUL_IMAGE_PETFINDER_2","0.8671761826446739","2","2026-04-02T01:51:47.000Z","MUL_IMAGE_PETFINDER","CatBoost 😸","ft","dino-large","1195","16.7548828125","16.412643432617188"
"cat_MUL_IMAGE_PETFINDER_2","0.8620719710900678","2","2026-04-02T01:51:41.000Z","MUL_IMAGE_PETFINDER","CatBoost 😸","all","dino-large","783","2.6884765625","8.201011657714844"
"light_MUL_IMAGE_PETFINDER_2","0.8633035292221134","2","2026-04-02T01:51:02.000Z","MUL_IMAGE_PETFINDER","LightGBM 💡","ft","dino-large","983","16.7548828125","15.933609008789062"
"light_MUL_IMAGE_PETFINDER_2","0.8476719971965587","2","2026-04-02T01:48:10.000Z","MUL_IMAGE_PETFINDER","LightGBM 💡","all","dino-large","533","2.6884765625","7.741672515869141"
"tabpfnv2_MUL_IMAGE_PETFINDER_1","0.8709147380455962","1","2026-04-02T01:47:51.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2 🤯","ft","dino-large","1081","14.8486328125","16.989662170410156"
"tabpfnv2_MUL_IMAGE_PETFINDER_1","0.8644704113881869","1","2026-04-02T01:46:56.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2 🤯","all","dino-large","592","2.6884765625","8.366008758544922"
"tabpfnv2p5_MUL_IMAGE_PETFINDER_1","0.8777357927571225","1","2026-04-02T01:46:40.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2p5 🇩🇪","ft","dino-large","3340","14.8486328125","17.004467010498047"
"tabpfnv2p5_MUL_IMAGE_PETFINDER_1","0.8719066798913527","1","2026-04-02T01:46:16.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2p5 🇩🇪","all","dino-large","576","2.6884765625","8.433578491210938"
"tabm_MUL_IMAGE_PETFINDER_1","0.8731477136458154","1","2026-04-02T01:45:35.000Z","MUL_IMAGE_PETFINDER","TabM Ⓜ️","ft","dino-large","1184","16.7763671875","15.902908325195312"
"tabm_MUL_IMAGE_PETFINDER_1","0.8706533313001146","1","2026-04-02T01:42:31.000Z","MUL_IMAGE_PETFINDER","TabM Ⓜ️","all","dino-large","551","2.7177734375","7.705303192138672"
"cat_MUL_IMAGE_PETFINDER_1","0.8688737183227186","1","2026-04-02T01:40:55.000Z","MUL_IMAGE_PETFINDER","CatBoost 😸","ft","dino-large","1337","16.7548828125","16.428752899169922"
"cat_MUL_IMAGE_PETFINDER_1","0.8633130077687778","1","2026-04-02T01:39:29.000Z","MUL_IMAGE_PETFINDER","CatBoost 😸","all","dino-large","900","2.6884765625","8.115089416503906"
"light_MUL_IMAGE_PETFINDER_1","0.8595268480963103","1","2026-04-02T01:37:18.000Z","MUL_IMAGE_PETFINDER","LightGBM 💡","ft","dino-large","1094","16.7548828125","15.90206527709961"
"light_MUL_IMAGE_PETFINDER_1","0.8536500885558336","1","2026-04-02T01:37:05.000Z","MUL_IMAGE_PETFINDER","LightGBM 💡","all","dino-large","543","2.6884765625","7.720603942871094"
"tabpfnv2_MUL_IMAGE_PETFINDER_0","0.8653116503817543","0","2026-04-02T01:36:46.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2 🤯","ft","dino-large","1105","14.8486328125","17.23611831665039"
"tabpfnv2_MUL_IMAGE_PETFINDER_0","0.8621773651278644","0","2026-04-02T01:36:32.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2 🤯","all","dino-large","616","2.6884765625","8.385746002197266"
"tabpfnv2p5_MUL_IMAGE_PETFINDER_0","0.8702531941047158","0","2026-04-02T01:36:06.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2p5 🇩🇪","ft","dino-large","1069","14.8486328125","17.210311889648438"
"tabpfnv2p5_MUL_IMAGE_PETFINDER_0","0.8669710005277282","0","2026-04-02T01:36:04.000Z","MUL_IMAGE_PETFINDER","TabPFN-v2p5 🇩🇪","all","dino-large","564","2.6884765625","8.378585815429688"
"tabm_MUL_IMAGE_PETFINDER_0","0.8709126590675593","0","2026-04-02T01:32:52.000Z","MUL_IMAGE_PETFINDER","TabM Ⓜ️","ft","dino-large","1084","16.7763671875","16.005996704101562"
"tabm_MUL_IMAGE_PETFINDER_0","0.8648912594370723","0","2026-04-02T01:27:31.000Z","MUL_IMAGE_PETFINDER","TabM Ⓜ️","all","dino-large","549","2.7177734375","7.754444122314453"
"cat_MUL_IMAGE_PETFINDER_0","0.8636821373808551","0","2026-04-02T01:26:08.000Z","MUL_IMAGE_PETFINDER","CatBoost 😸","ft","dino-large","1295","16.7548828125","16.529163360595703"
"cat_MUL_IMAGE_PETFINDER_0","0.8549975118158978","0","2026-04-02T01:25:46.000Z","MUL_IMAGE_PETFINDER","CatBoost 😸","all","dino-large","809","2.6884765625","8.114982604980469"
"light_MUL_IMAGE_PETFINDER_0","0.8536799300633015","0","2026-04-02T01:24:11.000Z","MUL_IMAGE_PETFINDER","LightGBM 💡","ft","dino-large","1091","16.7548828125","15.998023986816406"
"light_MUL_IMAGE_PETFINDER_0","0.8420806469634654","0","2026-04-02T01:23:21.000Z","MUL_IMAGE_PETFINDER","LightGBM 💡","all","dino-large","566","2.6884765625","7.766162872314453"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_4","0.2849537305018911","4","2026-04-02T01:23:11.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2 🤯","ft","dino-large","1833","14.8466796875","53.2867546081543"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_4","0.2845560972100184","4","2026-04-02T01:22:38.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2 🤯","all","dino-large","872","2.6884765625","27.73935317993164"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_4","0.3879368217228082","4","2026-04-02T01:21:06.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2p5 🇩🇪","ft","dino-large","1756","14.8466796875","53.33942413330078"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_4","0.39919830915966126","4","2026-04-02T01:21:03.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2p5 🇩🇪","all","dino-large","853","2.6884765625","27.78853225708008"
"tabm_REG_IMAGE_PAINTING_PRICE_4","0.3890194629768835","4","2026-04-02T01:19:46.000Z","REG_IMAGE_PAINTING_PRICE","TabM Ⓜ️","ft","dino-large","1695","16.7744140625","48.647743225097656"
"tabm_REG_IMAGE_PAINTING_PRICE_4","0.29399963378479754","4","2026-04-02T01:14:04.000Z","REG_IMAGE_PAINTING_PRICE","TabM Ⓜ️","all","dino-large","800","2.7138671875","25.230403900146484"
"cat_REG_IMAGE_PAINTING_PRICE_4","0.312690545192589","4","2026-04-02T01:10:29.000Z","REG_IMAGE_PAINTING_PRICE","CatBoost 😸","ft","dino-large","1728","16.7548828125","48.93888854980469"
"cat_REG_IMAGE_PAINTING_PRICE_4","0.3308393892527546","4","2026-04-02T01:10:24.000Z","REG_IMAGE_PAINTING_PRICE","CatBoost 😸","all","dino-large","914","2.6884765625","25.21643447875977"
"light_REG_IMAGE_PAINTING_PRICE_4","0.3035588390655587","4","2026-04-02T01:09:17.000Z","REG_IMAGE_PAINTING_PRICE","LightGBM 💡","ft","dino-large","1597","16.7548828125","48.90879440307617"
"light_REG_IMAGE_PAINTING_PRICE_4","0.30793390675390186","4","2026-04-02T01:09:12.000Z","REG_IMAGE_PAINTING_PRICE","LightGBM 💡","all","dino-large","839","2.6884765625","25.287078857421875"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_3","0.19265771865943537","3","2026-04-02T01:08:23.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2 🤯","ft","dino-large","1710","14.8466796875","53.12734603881836"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_3","0.18029496163149727","3","2026-04-02T01:08:05.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2 🤯","all","dino-large","898","2.6884765625","27.653881072998047"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_3","0.29815622952722154","3","2026-04-02T01:07:40.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2p5 🇩🇪","ft","dino-large","1694","14.8466796875","53.226680755615234"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_3","0.38821878118621655","3","2026-04-02T01:06:39.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2p5 🇩🇪","all","dino-large","858","2.6884765625","27.743976593017575"
"tabm_REG_IMAGE_PAINTING_PRICE_3","0.27983542400339023","3","2026-04-02T00:57:28.000Z","REG_IMAGE_PAINTING_PRICE","TabM Ⓜ️","ft","dino-large","1637","16.7744140625","48.706546783447266"
"tabm_REG_IMAGE_PAINTING_PRICE_3","0.377458170210911","3","2026-04-02T00:56:58.000Z","REG_IMAGE_PAINTING_PRICE","TabM Ⓜ️","all","dino-large","801","2.7138671875","25.187744140625"
"cat_REG_IMAGE_PAINTING_PRICE_3","0.21334047764537567","3","2026-04-02T00:56:36.000Z","REG_IMAGE_PAINTING_PRICE","CatBoost 😸","ft","dino-large","1644","16.7548828125","48.730079650878906"
"cat_REG_IMAGE_PAINTING_PRICE_3","0.24960380911986557","3","2026-04-02T00:55:30.000Z","REG_IMAGE_PAINTING_PRICE","CatBoost 😸","all","dino-large","794","2.6884765625","25.18447494506836"
"light_REG_IMAGE_PAINTING_PRICE_3","0.20748542101299072","3","2026-04-02T00:55:15.000Z","REG_IMAGE_PAINTING_PRICE","LightGBM 💡","ft","dino-large","1632","16.7548828125","48.679786682128906"
"light_REG_IMAGE_PAINTING_PRICE_3","0.2928119165984091","3","2026-04-02T00:53:48.000Z","REG_IMAGE_PAINTING_PRICE","LightGBM 💡","all","dino-large","824","2.6884765625","25.217220306396484"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_2","0.2550132686413702","2","2026-04-02T00:52:55.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2 🤯","ft","dino-large","1680","14.8466796875","53.340850830078125"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_2","0.2669125329295844","2","2026-04-02T00:52:36.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2 🤯","all","dino-large","940","2.6884765625","27.90195083618164"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_2","0.2884887500627056","2","2026-04-02T00:51:04.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2p5 🇩🇪","ft","dino-large","1711","14.8466796875","53.288387298583984"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_2","0.31846445275328716","2","2026-04-02T00:48:24.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2p5 🇩🇪","all","dino-large","3491","2.6884765625","27.85845947265625"
"tabm_REG_IMAGE_PAINTING_PRICE_2","0.27539102827402584","2","2026-04-02T00:47:03.000Z","REG_IMAGE_PAINTING_PRICE","TabM Ⓜ️","ft","dino-large","1540","16.7744140625","48.579368591308594"
"tabm_REG_IMAGE_PAINTING_PRICE_2","0.3061544935437954","2","2026-04-02T00:43:51.000Z","REG_IMAGE_PAINTING_PRICE","TabM Ⓜ️","all","dino-large","809","2.7138671875","25.121658325195312"
"cat_REG_IMAGE_PAINTING_PRICE_2","0.2930129434726575","2","2026-04-02T00:43:03.000Z","REG_IMAGE_PAINTING_PRICE","CatBoost 😸","ft","dino-large","1498","16.7548828125","48.8172721862793"
"cat_REG_IMAGE_PAINTING_PRICE_2","0.28336804865952936","2","2026-04-02T00:42:53.000Z","REG_IMAGE_PAINTING_PRICE","CatBoost 😸","all","dino-large","815","2.6884765625","25.271629333496097"
"light_REG_IMAGE_PAINTING_PRICE_2","0.26789360044311694","2","2026-04-02T00:42:29.000Z","REG_IMAGE_PAINTING_PRICE","LightGBM 💡","ft","dino-large","1521","16.7548828125","48.55178451538086"
"light_REG_IMAGE_PAINTING_PRICE_2","0.26062397107901647","2","2026-04-02T00:39:29.000Z","REG_IMAGE_PAINTING_PRICE","LightGBM 💡","all","dino-large","776","2.6884765625","25.100753784179688"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_1","0.26789644018929504","1","2026-04-02T00:38:56.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2 🤯","ft","dino-large","1737","14.8466796875","53.28656768798828"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_1","0.2788429592703303","1","2026-04-02T00:38:26.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2 🤯","all","dino-large","862","2.6884765625","27.776206970214844"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_1","0.36731575916477144","1","2026-04-02T00:36:13.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2p5 🇩🇪","ft","dino-large","1815","14.8466796875","53.30389404296875"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_1","0.33391297216609717","1","2026-04-02T00:32:28.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2p5 🇩🇪","all","dino-large","865","2.6884765625","27.886810302734375"
"tabm_REG_IMAGE_PAINTING_PRICE_1","0.32238142273706893","1","2026-04-02T00:30:31.000Z","REG_IMAGE_PAINTING_PRICE","TabM Ⓜ️","ft","dino-large","1580","16.7744140625","48.499237060546875"
"tabm_REG_IMAGE_PAINTING_PRICE_1","0.408434234165833","1","2026-04-02T00:29:53.000Z","REG_IMAGE_PAINTING_PRICE","TabM Ⓜ️","all","dino-large","781","2.7138671875","25.271427154541016"
"cat_REG_IMAGE_PAINTING_PRICE_1","0.27507727999922926","1","2026-04-02T00:28:27.000Z","REG_IMAGE_PAINTING_PRICE","CatBoost 😸","ft","dino-large","1597","16.7548828125","48.499881744384766"
"cat_REG_IMAGE_PAINTING_PRICE_1","0.3288027270621804","1","2026-04-02T00:28:26.000Z","REG_IMAGE_PAINTING_PRICE","CatBoost 😸","all","dino-large","833","2.6884765625","25.27248764038086"
"light_REG_IMAGE_PAINTING_PRICE_1","0.29423697918949754","1","2026-04-02T00:26:20.000Z","REG_IMAGE_PAINTING_PRICE","LightGBM 💡","ft","dino-large","1498","16.7548828125","48.66889572143555"
"light_REG_IMAGE_PAINTING_PRICE_1","0.2891898675734188","1","2026-04-02T00:26:13.000Z","REG_IMAGE_PAINTING_PRICE","LightGBM 💡","all","dino-large","789","2.6884765625","25.30697250366211"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_0","0.3862681211379714","0","2026-04-02T00:25:09.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2 🤯","ft","dino-large","1812","14.8466796875","53.28059387207031"
"tabpfnv2_REG_IMAGE_PAINTING_PRICE_0","0.38038511055583846","0","2026-04-02T00:23:39.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2 🤯","all","dino-large","912","2.6884765625","27.849857330322266"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_0","0.4426346971905074","0","2026-04-02T00:20:37.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2p5 🇩🇪","ft","dino-large","1815","14.8466796875","53.33122634887695"
"tabpfnv2p5_REG_IMAGE_PAINTING_PRICE_0","0.4156770124396584","0","2026-04-02T00:19:33.000Z","REG_IMAGE_PAINTING_PRICE","TabPFN-v2p5 🇩🇪","all","dino-large","994","2.6884765625","27.9095458984375"
"tabm_REG_IMAGE_PAINTING_PRICE_0","0.446671444349365","0","2026-04-02T00:18:13.000Z","REG_IMAGE_PAINTING_PRICE","TabM Ⓜ️","ft","dino-large","1530","16.7744140625","48.87759017944336"
"tabm_REG_IMAGE_PAINTING_PRICE_0","0.3814553295326707","0","2026-04-02T00:17:15.000Z","REG_IMAGE_PAINTING_PRICE","TabM Ⓜ️","all","dino-large","790","2.7138671875","25.18450927734375"
"cat_REG_IMAGE_PAINTING_PRICE_0","0.3694228024258781","0","2026-04-02T00:15:39.000Z","REG_IMAGE_PAINTING_PRICE","CatBoost 😸","ft","dino-large","1549","16.7548828125","48.79931640625"
"cat_REG_IMAGE_PAINTING_PRICE_0","0.3890949268124023","0","2026-04-02T00:13:46.000Z","REG_IMAGE_PAINTING_PRICE","CatBoost 😸","all","dino-large","873","2.6884765625","25.180587768554688"
"light_REG_IMAGE_PAINTING_PRICE_0","0.30073015051709606","0","2026-04-02T00:13:09.000Z","REG_IMAGE_PAINTING_PRICE","LightGBM 💡","ft","dino-large","1505","16.7548828125","48.704341888427734"
"light_REG_IMAGE_PAINTING_PRICE_0","0.3066279123466803","0","2026-04-02T00:11:43.000Z","REG_IMAGE_PAINTING_PRICE","LightGBM 💡","all","dino-large","799","2.6884765625","25.176666259765625"
"tabpfnv2_MUL_IMAGE_JUSTIN_INSTAGRAM_4","0.9720378048141252","4","2026-04-02T00:08:50.000Z","MUL_IMAGE_JUSTIN_INSTAGRAM","TabPFN-v2 🤯","all","dino-large","882","2.6572265625","33.123809814453125"
