"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","train_peak_gpu_gb","train_peak_cpu_gb"
"cat_MUL_IMAGE_PETFINDER_4","0.8418954056012138","4","ft","CatBoost 😸","2026-03-30T21:31:18.000Z","MUL_IMAGE_PETFINDER","512","33.16778564453125","17.277259826660156"
"cat_MUL_IMAGE_PETFINDER_4","0.829667374547241","4","all","CatBoost 😸","2026-03-30T21:19:48.000Z","MUL_IMAGE_PETFINDER","377","33.16778564453125","9.360965728759766"
"light_MUL_IMAGE_PETFINDER_4","0.8287474138663494","4","ft","LightGBM 💡","2026-03-30T21:10:28.000Z","MUL_IMAGE_PETFINDER","467","33.16778564453125","15.79022979736328"
"light_MUL_IMAGE_PETFINDER_4","0.8120207345122616","4","all","LightGBM 💡","2026-03-30T20:59:58.000Z","MUL_IMAGE_PETFINDER","341","33.16778564453125","8.04757308959961"
"tabpfnv2_MUL_IMAGE_PETFINDER_3","0.8527671360584828","3","ft","TabPFN-v2 🤯","2026-03-30T20:49:53.000Z","MUL_IMAGE_PETFINDER","502","33.16778564453125","16.914047241210938"
"tabpfnv2_MUL_IMAGE_PETFINDER_3","0.8448585142510139","3","all","TabPFN-v2 🤯","2026-03-30T20:38:10.000Z","MUL_IMAGE_PETFINDER","383","33.16778564453125","8.618202209472656"
"tabpfnv2p5_MUL_IMAGE_PETFINDER_3","0.8610235963858187","3","ft","TabPFN-v2p5 🇩🇪","2026-03-30T20:28:10.000Z","MUL_IMAGE_PETFINDER","498","33.16778564453125","16.921730041503906"
"tabpfnv2p5_MUL_IMAGE_PETFINDER_3","0.8559860422413802","3","all","TabPFN-v2p5 🇩🇪","2026-03-30T20:16:31.000Z","MUL_IMAGE_PETFINDER","379","33.16778564453125","8.566192626953125"
"tabm_MUL_IMAGE_PETFINDER_3","0.852284920678587","3","ft","TabM Ⓜ️","2026-03-30T20:07:08.000Z","MUL_IMAGE_PETFINDER","466","33.16778564453125","15.857181549072266"
"tabm_MUL_IMAGE_PETFINDER_3","0.8408769704711626","3","all","TabM Ⓜ️","2026-03-30T19:56:30.000Z","MUL_IMAGE_PETFINDER","343","33.16778564453125","7.862682342529297"
"cat_MUL_IMAGE_PETFINDER_3","0.8462227549157562","3","ft","CatBoost 😸","2026-03-30T19:46:25.000Z","MUL_IMAGE_PETFINDER","509","33.16778564453125","16.908611297607422"
"cat_MUL_IMAGE_PETFINDER_3","0.8406730945132832","3","all","CatBoost 😸","2026-03-30T19:34:35.000Z","MUL_IMAGE_PETFINDER","395","33.16778564453125","9.00985336303711"
"light_MUL_IMAGE_PETFINDER_3","0.8336714769690567","3","ft","LightGBM 💡","2026-03-30T19:25:03.000Z","MUL_IMAGE_PETFINDER","473","33.16778564453125","15.861824035644531"
"light_MUL_IMAGE_PETFINDER_3","0.820122368051122","3","all","LightGBM 💡","2026-03-30T19:14:33.000Z","MUL_IMAGE_PETFINDER","339","33.16778564453125","7.975967407226563"
"tabpfnv2_MUL_IMAGE_PETFINDER_2","0.8426385400495873","2","ft","TabPFN-v2 🤯","2026-03-30T19:04:03.000Z","MUL_IMAGE_PETFINDER","527","33.16778564453125","16.927204132080078"
"tabpfnv2_MUL_IMAGE_PETFINDER_2","0.8373322206237521","2","all","TabPFN-v2 🤯","2026-03-30T18:52:18.000Z","MUL_IMAGE_PETFINDER","385","33.16778564453125","8.582771301269531"
"tabpfnv2p5_MUL_IMAGE_PETFINDER_2","0.8512893717528237","2","ft","TabPFN-v2p5 🇩🇪","2026-03-30T18:42:01.000Z","MUL_IMAGE_PETFINDER","516","33.16778564453125","16.92538833618164"
"tabpfnv2p5_MUL_IMAGE_PETFINDER_2","0.8479078668190521","2","all","TabPFN-v2p5 🇩🇪","2026-03-30T18:28:42.000Z","MUL_IMAGE_PETFINDER","481","33.16778564453125","8.628925323486328"
"tabm_MUL_IMAGE_PETFINDER_2","0.8461756337792301","2","ft","TabM Ⓜ️","2026-03-30T18:18:42.000Z","MUL_IMAGE_PETFINDER","495","33.16778564453125","15.877273559570312"
"tabm_MUL_IMAGE_PETFINDER_2","0.8411736495965891","2","all","TabM Ⓜ️","2026-03-30T18:07:50.000Z","MUL_IMAGE_PETFINDER","354","33.16778564453125","8.027339935302734"
"cat_MUL_IMAGE_PETFINDER_2","0.8340292118665935","2","ft","CatBoost 😸","2026-03-30T17:57:40.000Z","MUL_IMAGE_PETFINDER","512","33.16778564453125","17.378173828125"
"cat_MUL_IMAGE_PETFINDER_2","0.8246003700512421","2","all","CatBoost 😸","2026-03-30T17:44:40.000Z","MUL_IMAGE_PETFINDER","441","33.16778564453125","8.579898834228516"
"light_MUL_IMAGE_PETFINDER_2","0.8247989938140623","2","ft","LightGBM 💡","2026-03-30T17:34:36.000Z","MUL_IMAGE_PETFINDER","498","33.16778564453125","15.601432800292969"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_4","0.37278905845865895","4","ft","TabPFN-v2 🤯","2026-03-30T17:25:28.000Z","REG_IMAGE_MKPHOTO_BOTS","273","33.16778564453125","17.863433837890625"
"light_MUL_IMAGE_PETFINDER_2","0.8031043479622385","2","all","LightGBM 💡","2026-03-30T17:23:55.000Z","MUL_IMAGE_PETFINDER","352","33.16778564453125","7.9960479736328125"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_4","0.3704566445170277","4","all","TabPFN-v2 🤯","2026-03-30T17:20:58.000Z","REG_IMAGE_MKPHOTO_BOTS","121","33.16778564453125","8.602603912353516"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_4","0.37873359092243464","4","ft","TabPFN-v2p5 🇩🇪","2026-03-30T17:14:23.000Z","REG_IMAGE_MKPHOTO_BOTS","264","33.16778564453125","17.61505889892578"
"tabpfnv2_MUL_IMAGE_PETFINDER_1","0.846620737895432","1","ft","TabPFN-v2 🤯","2026-03-30T17:13:09.000Z","MUL_IMAGE_PETFINDER","534","33.16778564453125","17.109359741210938"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_4","0.420255352217485","4","all","TabPFN-v2p5 🇩🇪","2026-03-30T17:10:05.000Z","REG_IMAGE_MKPHOTO_BOTS","120","33.16778564453125","8.622787475585938"
"tabm_REG_IMAGE_MKPHOTO_BOTS_4","0.40193117574150394","4","ft","TabM Ⓜ️","2026-03-30T17:03:23.000Z","REG_IMAGE_MKPHOTO_BOTS","268","33.16778564453125","16.777942657470703"
"tabm_REG_IMAGE_MKPHOTO_BOTS_4","0.39476165076278014","4","all","TabM Ⓜ️","2026-03-30T17:01:08.000Z","REG_IMAGE_MKPHOTO_BOTS","99","33.16778564453125","7.923931121826172"
"tabpfnv2_MUL_IMAGE_PETFINDER_1","0.8387463045927134","1","all","TabPFN-v2 🤯","2026-03-30T17:00:58.000Z","MUL_IMAGE_PETFINDER","397","33.16778564453125","8.553791046142578"
"cat_REG_IMAGE_MKPHOTO_BOTS_4","0.39102773937375057","4","ft","CatBoost 😸","2026-03-30T16:54:37.000Z","REG_IMAGE_MKPHOTO_BOTS","266","33.16778564453125","17.615161895751953"
"cat_REG_IMAGE_MKPHOTO_BOTS_4","0.36809103695482537","4","all","CatBoost 😸","2026-03-30T16:52:09.000Z","REG_IMAGE_MKPHOTO_BOTS","118","33.16778564453125","8.818290710449219"
"tabpfnv2p5_MUL_IMAGE_PETFINDER_1","0.8546427739649571","1","ft","TabPFN-v2p5 🇩🇪","2026-03-30T16:49:53.000Z","MUL_IMAGE_PETFINDER","538","33.16778564453125","17.07647705078125"
"light_REG_IMAGE_MKPHOTO_BOTS_4","0.33458399351428225","4","ft","LightGBM 💡","2026-03-30T16:45:59.000Z","REG_IMAGE_MKPHOTO_BOTS","257","33.16778564453125","16.694435119628906"
"light_REG_IMAGE_MKPHOTO_BOTS_4","0.34068116344126875","4","all","LightGBM 💡","2026-03-30T16:43:50.000Z","REG_IMAGE_MKPHOTO_BOTS","105","33.16778564453125","7.9932098388671875"
"tabpfnv2p5_MUL_IMAGE_PETFINDER_1","0.8502037865092646","1","all","TabPFN-v2p5 🇩🇪","2026-03-30T16:37:39.000Z","MUL_IMAGE_PETFINDER","405","33.16778564453125","8.620445251464844"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_3","0.3488913551984534","3","ft","TabPFN-v2 🤯","2026-03-30T16:36:57.000Z","REG_IMAGE_MKPHOTO_BOTS","301","33.16778564453125","17.815567016601562"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_3","0.30002221232757853","3","all","TabPFN-v2 🤯","2026-03-30T16:32:25.000Z","REG_IMAGE_MKPHOTO_BOTS","121","33.16778564453125","8.602951049804688"
"tabm_MUL_IMAGE_PETFINDER_1","0.8502736051160045","1","ft","TabM Ⓜ️","2026-03-30T16:27:36.000Z","MUL_IMAGE_PETFINDER","508","33.16778564453125","15.584434509277344"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_3","0.37532933797030577","3","ft","TabPFN-v2p5 🇩🇪","2026-03-30T16:25:20.000Z","REG_IMAGE_MKPHOTO_BOTS","310","33.16778564453125","17.777786254882812"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_3","0.3525385192895846","3","all","TabPFN-v2p5 🇩🇪","2026-03-30T16:21:10.000Z","REG_IMAGE_MKPHOTO_BOTS","101","33.16778564453125","8.729503631591797"
"tabm_MUL_IMAGE_PETFINDER_1","0.8460341278941377","1","all","TabM Ⓜ️","2026-03-30T16:16:44.000Z","MUL_IMAGE_PETFINDER","355","33.16778564453125","8.02288818359375"
"tabm_REG_IMAGE_MKPHOTO_BOTS_3","0.3518351061934941","3","ft","TabM Ⓜ️","2026-03-30T16:15:09.000Z","REG_IMAGE_MKPHOTO_BOTS","225","33.16778564453125","16.485702514648438"
"tabm_REG_IMAGE_MKPHOTO_BOTS_3","0.33633039824092714","3","all","TabM Ⓜ️","2026-03-30T16:12:49.000Z","REG_IMAGE_MKPHOTO_BOTS","104","33.16778564453125","7.990509033203125"
"tabpfnv2_MUL_IMAGE_CHEXPERT_4","0.8155834092979203","4","ft","TabPFN-v2 🤯","2026-03-30T16:11:02.000Z","MUL_IMAGE_CHEXPERT","234","0.45465087890625","13.52078628540039"
"tabpfnv2_MUL_IMAGE_CHEXPERT_4","0.7878107427506","4","all","TabPFN-v2 🤯","2026-03-30T16:09:25.000Z","MUL_IMAGE_CHEXPERT","72","0.45465087890625","6.396728515625"
"cat_REG_IMAGE_MKPHOTO_BOTS_3","0.3850488196737121","3","ft","CatBoost 😸","2026-03-30T16:07:09.000Z","REG_IMAGE_MKPHOTO_BOTS","225","33.16778564453125","17.34789276123047"
"cat_MUL_IMAGE_PETFINDER_1","0.8415616249962369","1","ft","CatBoost 😸","2026-03-30T16:06:19.000Z","MUL_IMAGE_PETFINDER","517","33.16778564453125","17.40964126586914"
"cat_REG_IMAGE_MKPHOTO_BOTS_3","0.3786782639389501","3","all","CatBoost 😸","2026-03-30T16:04:40.000Z","REG_IMAGE_MKPHOTO_BOTS","115","33.16778564453125","8.78823471069336"
"tabpfnv2p5_MUL_IMAGE_CHEXPERT_4","0.8186543378736326","4","ft","TabPFN-v2p5 🇩🇪","2026-03-30T16:04:12.000Z","MUL_IMAGE_CHEXPERT","232","0.45465087890625","13.516464233398438"
"tabpfnv2p5_MUL_IMAGE_CHEXPERT_4","0.7964832199900393","4","all","TabPFN-v2p5 🇩🇪","2026-03-30T16:02:29.000Z","MUL_IMAGE_CHEXPERT","72","0.45465087890625","6.30609130859375"
"light_REG_IMAGE_MKPHOTO_BOTS_3","0.3643347931591563","3","ft","LightGBM 💡","2026-03-30T15:58:55.000Z","REG_IMAGE_MKPHOTO_BOTS","243","33.16778564453125","16.44255828857422"
"tabm_MUL_IMAGE_CHEXPERT_4","0.7957322480773539","4","ft","TabM Ⓜ️","2026-03-30T15:58:09.000Z","MUL_IMAGE_CHEXPERT","185","0.45465087890625","12.803218841552734"
"light_REG_IMAGE_MKPHOTO_BOTS_3","0.3374852690303366","3","all","LightGBM 💡","2026-03-30T15:56:57.000Z","REG_IMAGE_MKPHOTO_BOTS","90","33.16778564453125","7.946300506591797"
"tabm_MUL_IMAGE_CHEXPERT_4","0.7557470016692355","4","all","TabM Ⓜ️","2026-03-30T15:56:37.000Z","MUL_IMAGE_CHEXPERT","64","0.45465087890625","6.000522613525391"
"cat_MUL_IMAGE_PETFINDER_1","0.8374552913155169","1","all","CatBoost 😸","2026-03-30T15:53:37.000Z","MUL_IMAGE_PETFINDER","410","33.16778564453125","9.152790069580078"
"cat_MUL_IMAGE_CHEXPERT_4","0.8054333779163177","4","ft","CatBoost 😸","2026-03-30T15:52:16.000Z","MUL_IMAGE_CHEXPERT","185","0.45465087890625","13.485248565673828"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_2","0.34713472871565676","2","ft","TabPFN-v2 🤯","2026-03-30T15:50:50.000Z","REG_IMAGE_MKPHOTO_BOTS","248","33.16778564453125","17.666427612304688"
"cat_MUL_IMAGE_CHEXPERT_4","0.7765652226146557","4","all","CatBoost 😸","2026-03-30T15:50:44.000Z","MUL_IMAGE_CHEXPERT","64","0.45465087890625","6.498313903808594"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_2","0.3177687544863602","2","all","TabPFN-v2 🤯","2026-03-30T15:46:39.000Z","REG_IMAGE_MKPHOTO_BOTS","103","33.16778564453125","8.64007568359375"
"light_MUL_IMAGE_CHEXPERT_4","0.802114209269459","4","ft","LightGBM 💡","2026-03-30T15:46:34.000Z","MUL_IMAGE_CHEXPERT","181","0.45465087890625","12.793571472167969"
"light_MUL_IMAGE_CHEXPERT_4","0.7793228375831972","4","all","LightGBM 💡","2026-03-30T15:45:12.000Z","MUL_IMAGE_CHEXPERT","61","0.45465087890625","5.867500305175781"
"light_MUL_IMAGE_PETFINDER_1","0.8323367239130582","1","ft","LightGBM 💡","2026-03-30T15:43:31.000Z","MUL_IMAGE_PETFINDER","500","33.16778564453125","15.832164764404297"
"tabpfnv2_MUL_IMAGE_CHEXPERT_3","0.8218215041423241","3","ft","TabPFN-v2 🤯","2026-03-30T15:40:24.000Z","MUL_IMAGE_CHEXPERT","204","0.45465087890625","13.516624450683594"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_2","0.3557662988293059","2","ft","TabPFN-v2p5 🇩🇪","2026-03-30T15:39:55.000Z","REG_IMAGE_MKPHOTO_BOTS","274","33.16778564453125","17.645553588867188"
"tabpfnv2_MUL_IMAGE_CHEXPERT_3","0.7923872713085606","3","all","TabPFN-v2 🤯","2026-03-30T15:38:46.000Z","MUL_IMAGE_CHEXPERT","72","0.45465087890625","6.425518035888672"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_2","0.36742188332813486","2","all","TabPFN-v2p5 🇩🇪","2026-03-30T15:35:50.000Z","REG_IMAGE_MKPHOTO_BOTS","106","33.16778564453125","8.640892028808594"
"tabpfnv2p5_MUL_IMAGE_CHEXPERT_3","0.8234210186410323","3","ft","TabPFN-v2p5 🇩🇪","2026-03-30T15:33:59.000Z","MUL_IMAGE_CHEXPERT","204","0.45465087890625","13.48699188232422"
"light_MUL_IMAGE_PETFINDER_1","0.8131745358523259","1","all","LightGBM 💡","2026-03-30T15:32:28.000Z","MUL_IMAGE_PETFINDER","361","33.16778564453125","7.861625671386719"
"tabpfnv2p5_MUL_IMAGE_CHEXPERT_3","0.791945155748417","3","all","TabPFN-v2p5 🇩🇪","2026-03-30T15:32:22.000Z","MUL_IMAGE_CHEXPERT","69","0.45465087890625","6.348072052001953"
"tabm_REG_IMAGE_MKPHOTO_BOTS_2","0.3514923005043985","2","ft","TabM Ⓜ️","2026-03-30T15:29:33.000Z","REG_IMAGE_MKPHOTO_BOTS","241","33.16778564453125","16.820781707763672"
"tabm_MUL_IMAGE_CHEXPERT_3","0.7895109160865399","3","ft","TabM Ⓜ️","2026-03-30T15:28:17.000Z","MUL_IMAGE_CHEXPERT","169","0.45465087890625","12.820186614990234"
"tabm_REG_IMAGE_MKPHOTO_BOTS_2","0.33556324113553837","2","all","TabM Ⓜ️","2026-03-30T15:27:29.000Z","REG_IMAGE_MKPHOTO_BOTS","97","33.16778564453125","7.952789306640625"
"tabm_MUL_IMAGE_CHEXPERT_3","0.7464487457203083","3","all","TabM Ⓜ️","2026-03-30T15:26:45.000Z","MUL_IMAGE_CHEXPERT","64","0.45465087890625","5.963741302490234"
"cat_MUL_IMAGE_CHEXPERT_3","0.8060033281125151","3","ft","CatBoost 😸","2026-03-30T15:22:40.000Z","MUL_IMAGE_CHEXPERT","170","0.45465087890625","13.486038208007812"
"tabpfnv2_MUL_IMAGE_PETFINDER_0","0.8388276158038296","0","ft","TabPFN-v2 🤯","2026-03-30T15:21:56.000Z","MUL_IMAGE_PETFINDER","524","33.16778564453125","17.282894134521484"
"cat_REG_IMAGE_MKPHOTO_BOTS_2","0.3590481533087444","2","ft","CatBoost 😸","2026-03-30T15:21:27.000Z","REG_IMAGE_MKPHOTO_BOTS","231","33.16778564453125","17.51272964477539"
"cat_MUL_IMAGE_CHEXPERT_3","0.7745719162936776","3","all","CatBoost 😸","2026-03-30T15:21:08.000Z","MUL_IMAGE_CHEXPERT","66","0.45465087890625","6.624481201171875"
"cat_REG_IMAGE_MKPHOTO_BOTS_2","0.34032233765572373","2","all","CatBoost 😸","2026-03-30T15:19:18.000Z","REG_IMAGE_MKPHOTO_BOTS","103","33.16778564453125","8.770702362060547"
"light_MUL_IMAGE_CHEXPERT_3","0.8027211928247406","3","ft","LightGBM 💡","2026-03-30T15:17:08.000Z","MUL_IMAGE_CHEXPERT","166","0.45465087890625","12.835952758789062"
"light_MUL_IMAGE_CHEXPERT_3","0.7642337199689958","3","all","LightGBM 💡","2026-03-30T15:15:47.000Z","MUL_IMAGE_CHEXPERT","61","0.45465087890625","5.945949554443359"
"light_REG_IMAGE_MKPHOTO_BOTS_2","0.32872893833989447","2","ft","LightGBM 💡","2026-03-30T15:13:58.000Z","REG_IMAGE_MKPHOTO_BOTS","220","33.16778564453125","16.80567169189453"
"light_REG_IMAGE_MKPHOTO_BOTS_2","0.3260454473920392","2","all","LightGBM 💡","2026-03-30T15:11:54.000Z","REG_IMAGE_MKPHOTO_BOTS","97","33.16778564453125","8.001815795898438"
"tabpfnv2_MUL_IMAGE_CHEXPERT_2","0.8307690676950763","2","ft","TabPFN-v2 🤯","2026-03-30T15:10:32.000Z","MUL_IMAGE_CHEXPERT","232","0.45465087890625","13.508197784423828"
"tabpfnv2_MUL_IMAGE_PETFINDER_0","0.8307580993875812","0","all","TabPFN-v2 🤯","2026-03-30T15:09:49.000Z","MUL_IMAGE_PETFINDER","399","33.16778564453125","8.594512939453125"
"tabpfnv2_MUL_IMAGE_CHEXPERT_2","0.7866539019092066","2","all","TabPFN-v2 🤯","2026-03-30T15:08:44.000Z","MUL_IMAGE_CHEXPERT","71","0.45465087890625","6.3487548828125"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_1","0.3782554284162577","1","ft","TabPFN-v2 🤯","2026-03-30T15:04:34.000Z","REG_IMAGE_MKPHOTO_BOTS","325","33.16778564453125","17.597457885742188"
"tabpfnv2p5_MUL_IMAGE_CHEXPERT_2","0.8320173102446792","2","ft","TabPFN-v2p5 🇩🇪","2026-03-30T15:03:27.000Z","MUL_IMAGE_CHEXPERT","243","0.45465087890625","13.503650665283203"
"tabpfnv2p5_MUL_IMAGE_CHEXPERT_2","0.7883326883832574","2","all","TabPFN-v2p5 🇩🇪","2026-03-30T15:01:50.000Z","MUL_IMAGE_CHEXPERT","69","0.45465087890625","6.333526611328125"
"tabpfnv2_REG_IMAGE_MKPHOTO_BOTS_1","0.34235829323762745","1","all","TabPFN-v2 🤯","2026-03-30T15:00:30.000Z","REG_IMAGE_MKPHOTO_BOTS","103","33.16778564453125","8.643383026123047"
"tabpfnv2p5_MUL_IMAGE_PETFINDER_0","0.8472244799425965","0","ft","TabPFN-v2p5 🇩🇪","2026-03-30T14:59:25.000Z","MUL_IMAGE_PETFINDER","518","33.16778564453125","17.01102066040039"
"tabm_MUL_IMAGE_CHEXPERT_2","0.7996146518498497","2","ft","TabM Ⓜ️","2026-03-30T14:57:01.000Z","MUL_IMAGE_CHEXPERT","212","0.45465087890625","12.832054138183594"
"tabm_MUL_IMAGE_CHEXPERT_2","0.7561261876297672","2","all","TabM Ⓜ️","2026-03-30T14:55:22.000Z","MUL_IMAGE_CHEXPERT","70","0.45465087890625","5.889518737792969"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_1","0.3975237368220174","1","ft","TabPFN-v2p5 🇩🇪","2026-03-30T14:54:12.000Z","REG_IMAGE_MKPHOTO_BOTS","263","33.16778564453125","17.61220932006836"
"cat_MUL_IMAGE_CHEXPERT_2","0.8150064466111374","2","ft","CatBoost 😸","2026-03-30T14:50:28.000Z","MUL_IMAGE_CHEXPERT","218","0.45465087890625","13.429557800292969"
"tabpfnv2p5_REG_IMAGE_MKPHOTO_BOTS_1","0.3714252196273089","1","all","TabPFN-v2p5 🇩🇪","2026-03-30T14:50:01.000Z","REG_IMAGE_MKPHOTO_BOTS","113","33.16778564453125","8.661853790283203"
"cat_MUL_IMAGE_CHEXPERT_2","0.7806644465184442","2","all","CatBoost 😸","2026-03-30T14:48:35.000Z","MUL_IMAGE_CHEXPERT","70","0.45465087890625","6.427402496337891"
"tabpfnv2p5_MUL_IMAGE_PETFINDER_0","0.8419407190579622","0","all","TabPFN-v2p5 🇩🇪","2026-03-30T14:47:01.000Z","MUL_IMAGE_PETFINDER","403","33.16778564453125","8.649398803710938"
"tabm_REG_IMAGE_MKPHOTO_BOTS_1","0.371320599521038","1","ft","TabM Ⓜ️","2026-03-30T14:43:53.000Z","REG_IMAGE_MKPHOTO_BOTS","246","38.0345458984375","16.804401397705078"
"tabpfnv2_BIN_IMAGE_MAMMOGRAPHY_CMMD_4","0.7911367595818815","4","ft","TabPFN-v2 🤯","2026-03-30T14:43:48.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","221","5.26953125","26.733402252197266"
"light_MUL_IMAGE_CHEXPERT_2","0.8125193859099813","2","ft","LightGBM 💡","2026-03-30T14:42:59.000Z","MUL_IMAGE_CHEXPERT","240","5.26953125","12.83365249633789"
"tabpfnv2_BIN_IMAGE_MAMMOGRAPHY_CMMD_4","0.7991398083623694","4","all","TabPFN-v2 🤯","2026-03-30T14:42:16.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","116","1.10699462890625","13.435165405273438"
"light_MUL_IMAGE_CHEXPERT_2","0.7702671909917053","2","all","LightGBM 💡","2026-03-30T14:41:26.000Z","MUL_IMAGE_CHEXPERT","64","1.234375","5.931346893310547"
"tabm_REG_IMAGE_MKPHOTO_BOTS_1","0.3603827931545482","1","all","TabM Ⓜ️","2026-03-30T14:41:21.000Z","REG_IMAGE_MKPHOTO_BOTS","115","37.9818115234375","8.001235961914062"
"tabpfnv2p5_BIN_IMAGE_MAMMOGRAPHY_CMMD_4","0.8078941637630661","4","ft","TabPFN-v2p5 🇩🇪","2026-03-30T14:40:56.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","338","37.9818115234375","26.724777221679688"
"tabpfnv2p5_BIN_IMAGE_MAMMOGRAPHY_CMMD_4","0.8054769163763065","4","all","TabPFN-v2p5 🇩🇪","2026-03-30T14:40:18.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","112","1.10699462890625","13.4658203125"
"tabm_BIN_IMAGE_MAMMOGRAPHY_CMMD_4","0.7617160278745645","4","ft","TabM Ⓜ️","2026-03-30T14:37:56.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","215","5.28125","24.487300872802734"
"tabpfnv2_MUL_IMAGE_CHEXPERT_1","0.8156198323998444","1","ft","TabPFN-v2 🤯","2026-03-30T14:36:49.000Z","MUL_IMAGE_CHEXPERT","182","5.265625","13.533798217773438"
"tabm_BIN_IMAGE_MAMMOGRAPHY_CMMD_4","0.7598432055749128","4","all","TabM Ⓜ️","2026-03-30T14:36:24.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","113","1.12847900390625","12.342979431152344"
"cat_BIN_IMAGE_MAMMOGRAPHY_CMMD_4","0.7729747386759582","4","ft","CatBoost 😸","2026-03-30T14:35:21.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","306","37.9779052734375","25.542911529541016"
"tabm_MUL_IMAGE_PETFINDER_0","0.8390916086873426","0","ft","TabM Ⓜ️","2026-03-30T14:35:09.000Z","MUL_IMAGE_PETFINDER","565","37.9818115234375","15.658897399902344"
"tabpfnv2_MUL_IMAGE_CHEXPERT_1","0.773567173171486","1","all","TabPFN-v2 🤯","2026-03-30T14:35:01.000Z","MUL_IMAGE_CHEXPERT","79","5.265625","6.4584197998046875"
"cat_REG_IMAGE_MKPHOTO_BOTS_1","0.3829693284120778","1","ft","CatBoost 😸","2026-03-30T14:34:48.000Z","REG_IMAGE_MKPHOTO_BOTS","277","37.9779052734375","17.653831481933594"
"cat_BIN_IMAGE_MAMMOGRAPHY_CMMD_4","0.748845818815331","4","all","CatBoost 😸","2026-03-30T14:34:16.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","123","1.10699462890625","12.59585189819336"
"cat_REG_IMAGE_MKPHOTO_BOTS_1","0.36316341062104585","1","all","CatBoost 😸","2026-03-30T14:32:28.000Z","REG_IMAGE_MKPHOTO_BOTS","110","33.9466552734375","8.619430541992188"
"light_BIN_IMAGE_MAMMOGRAPHY_CMMD_4","0.7422038327526133","4","ft","LightGBM 💡","2026-03-30T14:32:19.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","209","5.265625","24.45720672607422"
"tabpfnv2p5_MUL_IMAGE_CHEXPERT_1","0.8166239382979318","1","ft","TabPFN-v2p5 🇩🇪","2026-03-30T14:30:34.000Z","MUL_IMAGE_CHEXPERT","185","5.265625","13.536766052246094"
"light_BIN_IMAGE_MAMMOGRAPHY_CMMD_4","0.74470818815331","4","all","LightGBM 💡","2026-03-30T14:30:21.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","134","33.9466552734375","12.282207489013672"
"tabpfnv2_BIN_IMAGE_MAMMOGRAPHY_CMMD_3","0.795241724738676","3","ft","TabPFN-v2 🤯","2026-03-30T14:28:52.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","318","5.01324462890625","26.841148376464844"
"tabpfnv2p5_MUL_IMAGE_CHEXPERT_1","0.7776570225633757","1","all","TabPFN-v2p5 🇩🇪","2026-03-30T14:28:41.000Z","MUL_IMAGE_CHEXPERT","84","5.26953125","6.351127624511719"
"tabpfnv2_BIN_IMAGE_MAMMOGRAPHY_CMMD_3","0.7881641986062717","3","all","TabPFN-v2 🤯","2026-03-30T14:27:50.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","144","33.9466552734375","13.54616928100586"
"tabpfnv2p5_BIN_IMAGE_MAMMOGRAPHY_CMMD_3","0.7993358013937282","3","ft","TabPFN-v2p5 🇩🇪","2026-03-30T14:26:16.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","230","5.26953125","26.882476806640625"
"light_REG_IMAGE_MKPHOTO_BOTS_1","0.3732484528970178","1","ft","LightGBM 💡","2026-03-30T14:26:13.000Z","REG_IMAGE_MKPHOTO_BOTS","250","37.9935302734375","16.472064971923828"
"tabpfnv2p5_BIN_IMAGE_MAMMOGRAPHY_CMMD_3","0.782262630662021","3","all","TabPFN-v2p5 🇩🇪","2026-03-30T14:24:35.000Z","BIN_IMAGE_MAMMOGRAPHY_CMMD","95","1.234375","13.577045440673828"
