"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","e5_model","train_peak_cpu_gb","train_peak_gpu_gb"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_0","0.48862046541679705","0","ft","TabM Ⓜ️","2026-04-07T11:38:42.000Z","REG_TEXT_MERCARI_MARKETPLACE","13280","e5-large","3.09029769897461","39.99761962890625"
"cat_REG_TEXT_MERCARI_MARKETPLACE_0","0.4659706642721262","0","ft","CatBoost 😸","2026-04-07T11:38:09.000Z","REG_TEXT_MERCARI_MARKETPLACE","13258","e5-large","3.1359329223632812","39.99761962890625"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_3","0.5903685952555219","3","ft","TabPFN-v2p5 🇩🇪","2026-04-07T11:36:09.000Z","REG_TEXT_BOOK_PRICE","7483","e5-large","3.026042938232422","39.99761962890625"
"tabm_REG_TEXT_BOOK_PRICE_3","0.574865618714022","3","ft","TabM Ⓜ️","2026-04-07T11:36:09.000Z","REG_TEXT_BOOK_PRICE","5789","e5-large","3.1048851013183594","39.99761962890625"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_2","0.60699772621575","2","ft","TabPFN-v2p5 🇩🇪","2026-04-07T11:36:07.000Z","REG_TEXT_BOOK_PRICE","6473","e5-large","2.998451232910156","39.99761962890625"
"cat_REG_TEXT_BOOK_PRICE_3","0.5916384100638037","3","ft","CatBoost 😸","2026-04-07T11:36:07.000Z","REG_TEXT_BOOK_PRICE","5808","e5-large","2.983966827392578","39.99761962890625"
"tabpfnv2_REG_TEXT_BABIES_PRICES_4","0.9171108427748365","4","ft","TabPFN-v2 🤯","2026-04-07T11:34:54.000Z","REG_TEXT_BABIES_PRICES","17522","e5-large","3.686100006103515","39.99761962890625"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_4","0.8843931447215562","4","all","TabPFN-v2p5 🇩🇪","2026-04-07T11:22:14.000Z","REG_TEXT_BABIES_PRICES","756","e5-large","1.7468185424804688","3.39215087890625"
"light_REG_TEXT_BABIES_PRICES_1","0.92727094844225","1","ft","LightGBM 💡","2026-04-07T11:10:29.000Z","REG_TEXT_BABIES_PRICES","13639","e5-large","2.9672889709472656","39.99761962890625"
"tabpfnv2_REG_TEXT_BABIES_PRICES_0","0.9190722927133932","0","ft","TabPFN-v2 🤯","2026-04-07T11:09:34.000Z","REG_TEXT_BABIES_PRICES","20447","e5-large","3.020160675048828","39.99761962890625"
"cat_REG_TEXT_BABIES_PRICES_0","0.8962049299951098","0","ft","CatBoost 😸","2026-04-07T11:07:45.000Z","REG_TEXT_BABIES_PRICES","11451","e5-large","3.03665542602539","39.99761962890625"
"tabpfnv2p5_MUL_TEXT_US_ACCIDENTS_4","0.990654693451998","4","ft","TabPFN-v2p5 🇩🇪","2026-04-07T10:50:40.000Z","MUL_TEXT_US_ACCIDENTS","23515","e5-large","3.1912078857421875","39.99761962890625"
"light_REG_TEXT_BABIES_PRICES_0","0.8824348516776263","0","ft","LightGBM 💡","2026-04-07T10:50:40.000Z","REG_TEXT_BABIES_PRICES","11488","e5-large","3.025066375732422","39.99761962890625"
"tabpfnv2p5_MUL_TEXT_US_ACCIDENTS_4","0.9855906479869292","4","all","TabPFN-v2p5 🇩🇪","2026-04-07T10:37:10.000Z","MUL_TEXT_US_ACCIDENTS","4048","e5-large","2.1072044372558594","2.8779296875"
"tabm_MUL_TEXT_US_ACCIDENTS_4","0.9830870316637248","4","ft","TabM Ⓜ️","2026-04-07T10:10:00.000Z","MUL_TEXT_US_ACCIDENTS","26902","e5-large","3.283252716064453","39.5712890625"
"tabm_MUL_TEXT_US_ACCIDENTS_4","0.977562875145965","4","all","TabM Ⓜ️","2026-04-07T09:32:04.000Z","MUL_TEXT_US_ACCIDENTS","3901","e5-large","2.3138275146484375","2.9111328125"
"tabpfnv2_MUL_TEXT_US_ACCIDENTS_3","0.977307783883022","3","ft","TabPFN-v2 🤯","2026-04-07T09:32:02.000Z","MUL_TEXT_US_ACCIDENTS","23829","e5-large","3.1674232482910156","39.5791015625"
"cat_MUL_TEXT_US_ACCIDENTS_3","0.97435263627455","3","ft","CatBoost 😸","2026-04-07T09:31:29.000Z","MUL_TEXT_US_ACCIDENTS","30569","e5-large","3.2789268493652344","39.5830078125"
"tabpfnv2p5_MUL_TEXT_US_ACCIDENTS_1","0.9781697851845376","1","ft","TabPFN-v2p5 🇩🇪","2026-04-07T09:27:38.000Z","MUL_TEXT_US_ACCIDENTS","23515","e5-large","3.06549072265625","39.99761962890625"
"light_MUL_TEXT_US_ACCIDENTS_1","0.9669358298304878","1","ft","LightGBM 💡","2026-04-07T09:23:21.000Z","MUL_TEXT_US_ACCIDENTS","30503","e5-large","3.1051559448242188","39.99761962890625"
"tabpfnv2_MUL_TEXT_US_ACCIDENTS_0","0.9785262861426748","0","ft","TabPFN-v2 🤯","2026-04-07T09:20:08.000Z","MUL_TEXT_US_ACCIDENTS","27564","e5-large","2.9322433471679688","39.5810546875"
"tabm_MUL_TEXT_US_ACCIDENTS_0","0.9769741943949168","0","ft","TabM Ⓜ️","2026-04-07T09:12:48.000Z","MUL_TEXT_US_ACCIDENTS","28729","e5-large","3.0114479064941406","39.99761962890625"
"light_REG_TEXT_SCIMAGOJR_IMPACT_0","0.8798680225586359","0","ft","LightGBM 💡","2026-04-07T09:09:16.000Z","REG_TEXT_SCIMAGOJR_IMPACT","26995","e5-large","3.0160140991210938","39.99761962890625"
"light_REG_TEXT_SCIMAGOJR_IMPACT_0","0.8720449002427003","0","all","LightGBM 💡","2026-04-07T09:07:57.000Z","REG_TEXT_SCIMAGOJR_IMPACT","3717","e5-large","1.5953140258789062","2.8779296875"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_4","0.9802873556182644","4","ft","TabPFN-v2 🤯","2026-04-07T09:04:54.000Z","REG_TEXT_MONTGOMERY_SALARIES","14693","e5-large","3.0228958129882812","39.99761962890625"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_4","0.9737298631047994","4","all","TabPFN-v2 🤯","2026-04-07T09:02:09.000Z","REG_TEXT_MONTGOMERY_SALARIES","1372","e5-large","2.14520263671875","3.39019775390625"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_4","0.981606406980454","4","ft","TabPFN-v2p5 🇩🇪","2026-04-07T09:01:46.000Z","REG_TEXT_MONTGOMERY_SALARIES","14701","e5-large","3.012615203857422","39.99761962890625"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_4","0.9766635466901056","4","all","TabPFN-v2p5 🇩🇪","2026-04-07T09:00:36.000Z","REG_TEXT_MONTGOMERY_SALARIES","1359","e5-large","1.9478912353515625","3.39019775390625"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_4","0.9728444307297788","4","ft","TabM Ⓜ️","2026-04-07T08:58:44.000Z","REG_TEXT_MONTGOMERY_SALARIES","12603","e5-large","2.9730682373046875","39.5654296875"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_4","0.9693134861481258","4","all","TabM Ⓜ️","2026-04-07T08:57:43.000Z","REG_TEXT_MONTGOMERY_SALARIES","1337","e5-large","2.187164306640625","2.9091796875"
"cat_REG_TEXT_MONTGOMERY_SALARIES_4","0.9735508358993156","4","ft","CatBoost 😸","2026-04-07T08:56:00.000Z","REG_TEXT_MONTGOMERY_SALARIES","12627","e5-large","2.945152282714844","39.5654296875"
"cat_REG_TEXT_MONTGOMERY_SALARIES_4","0.9701585488859998","4","all","CatBoost 😸","2026-04-07T08:55:02.000Z","REG_TEXT_MONTGOMERY_SALARIES","1306","e5-large","1.914703369140625","3.39019775390625"
"light_REG_TEXT_MONTGOMERY_SALARIES_4","0.9685625101093114","4","ft","LightGBM 💡","2026-04-07T08:51:45.000Z","REG_TEXT_MONTGOMERY_SALARIES","12624","e5-large","3.104534149169922","39.5498046875"
"light_REG_TEXT_MONTGOMERY_SALARIES_4","0.9700363775691702","4","all","LightGBM 💡","2026-04-07T08:51:16.000Z","REG_TEXT_MONTGOMERY_SALARIES","1285","e5-large","1.9221420288085935","3.39019775390625"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_3","0.9859974305069348","3","ft","TabPFN-v2 🤯","2026-04-07T08:43:32.000Z","REG_TEXT_MONTGOMERY_SALARIES","14690","e5-large","2.9796142578125","39.99761962890625"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_3","0.9862821970709033","3","all","TabPFN-v2 🤯","2026-04-07T08:42:04.000Z","REG_TEXT_MONTGOMERY_SALARIES","1367","e5-large","2.4110679626464844","3.39019775390625"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_3","0.9879075568518844","3","ft","TabPFN-v2p5 🇩🇪","2026-04-07T08:39:23.000Z","REG_TEXT_MONTGOMERY_SALARIES","14683","e5-large","2.990947723388672","39.99761962890625"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_3","0.9866593551363262","3","all","TabPFN-v2p5 🇩🇪","2026-04-07T08:39:00.000Z","REG_TEXT_MONTGOMERY_SALARIES","1363","e5-large","1.9012451171875","3.39019775390625"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_3","0.9845968572869512","3","ft","TabM Ⓜ️","2026-04-07T08:35:37.000Z","REG_TEXT_MONTGOMERY_SALARIES","15147","e5-large","2.9826812744140625","39.99761962890625"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_3","0.9824596744727676","3","all","TabM Ⓜ️","2026-04-07T08:35:18.000Z","REG_TEXT_MONTGOMERY_SALARIES","1341","e5-large","2.0158424377441406","2.9091796875"
"cat_REG_TEXT_MONTGOMERY_SALARIES_3","0.9817104931797866","3","ft","CatBoost 😸","2026-04-07T08:34:48.000Z","REG_TEXT_MONTGOMERY_SALARIES","15289","e5-large","2.854766845703125","39.5654296875"
"cat_REG_TEXT_MONTGOMERY_SALARIES_3","0.9795833539934172","3","all","CatBoost 😸","2026-04-07T08:33:11.000Z","REG_TEXT_MONTGOMERY_SALARIES","1306","e5-large","1.9008827209472656","3.39019775390625"
"light_REG_TEXT_MONTGOMERY_SALARIES_3","0.9799479471179208","3","ft","LightGBM 💡","2026-04-07T08:29:28.000Z","REG_TEXT_MONTGOMERY_SALARIES","15200","e5-large","2.9927978515625","39.99761962890625"
"light_REG_TEXT_MONTGOMERY_SALARIES_3","0.9773126626607492","3","all","LightGBM 💡","2026-04-07T08:29:16.000Z","REG_TEXT_MONTGOMERY_SALARIES","1323","e5-large","2.2584800720214844","2.8779296875"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_2","0.9707309161710964","2","ft","TabPFN-v2 🤯","2026-04-07T08:25:47.000Z","REG_TEXT_MONTGOMERY_SALARIES","16184","e5-large","2.9439620971679688","39.99761962890625"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_2","0.9889107281435976","2","ft","TabPFN-v2p5 🇩🇪","2026-04-07T08:23:48.000Z","REG_TEXT_MONTGOMERY_SALARIES","16046","e5-large","2.9095535278320312","39.5849609375"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_2","0.988817152765792","2","all","TabPFN-v2p5 🇩🇪","2026-04-07T08:19:18.000Z","REG_TEXT_MONTGOMERY_SALARIES","1358","e5-large","1.9046707153320312","3.39019775390625"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_2","0.9862005345268736","2","ft","TabM Ⓜ️","2026-04-07T08:14:38.000Z","REG_TEXT_MONTGOMERY_SALARIES","10545","e5-large","2.997814178466797","39.99761962890625"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_2","0.9865127618406534","2","all","TabM Ⓜ️","2026-04-07T08:13:55.000Z","REG_TEXT_MONTGOMERY_SALARIES","1299","e5-large","1.8820648193359375","3.42144775390625"
"cat_REG_TEXT_MONTGOMERY_SALARIES_2","0.9747642038374268","2","ft","CatBoost 😸","2026-04-07T08:12:56.000Z","REG_TEXT_MONTGOMERY_SALARIES","10593","e5-large","3.0487289428710938","39.99761962890625"
"cat_REG_TEXT_MONTGOMERY_SALARIES_2","0.9737719348741772","2","all","CatBoost 😸","2026-04-07T08:12:29.000Z","REG_TEXT_MONTGOMERY_SALARIES","1365","e5-large","1.729167938232422","2.8779296875"
"light_REG_TEXT_MONTGOMERY_SALARIES_2","0.9772497390675856","2","ft","LightGBM 💡","2026-04-07T08:12:08.000Z","REG_TEXT_MONTGOMERY_SALARIES","10533","e5-large","2.988941192626953","39.99761962890625"
"light_REG_TEXT_MONTGOMERY_SALARIES_2","0.9735979789511302","2","all","LightGBM 💡","2026-04-07T08:11:41.000Z","REG_TEXT_MONTGOMERY_SALARIES","1286","e5-large","1.749004364013672","3.39019775390625"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_1","0.969398804681774","1","ft","TabPFN-v2 🤯","2026-04-07T08:10:12.000Z","REG_TEXT_MONTGOMERY_SALARIES","12471","e5-large","2.9406661987304688","39.99761962890625"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_1","0.960964309018174","1","all","TabPFN-v2 🤯","2026-04-07T08:06:26.000Z","REG_TEXT_MONTGOMERY_SALARIES","1376","e5-large","1.8902587890625","3.39019775390625"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_1","0.9652193132614628","1","all","TabPFN-v2p5 🇩🇪","2026-04-07T08:01:44.000Z","REG_TEXT_MONTGOMERY_SALARIES","1362","e5-large","1.918292999267578","3.39019775390625"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_1","0.9665117139868356","1","ft","TabM Ⓜ️","2026-04-07T07:59:20.000Z","REG_TEXT_MONTGOMERY_SALARIES","12516","e5-large","2.9811363220214844","39.99761962890625"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_1","0.9587912479203546","1","all","TabM Ⓜ️","2026-04-07T07:57:40.000Z","REG_TEXT_MONTGOMERY_SALARIES","1294","e5-large","1.845294952392578","3.42144775390625"
"cat_REG_TEXT_MONTGOMERY_SALARIES_1","0.9601358843276016","1","ft","CatBoost 😸","2026-04-07T07:53:22.000Z","REG_TEXT_MONTGOMERY_SALARIES","12527","e5-large","2.970134735107422","39.99761962890625"
"cat_REG_TEXT_MONTGOMERY_SALARIES_1","0.9552051132567214","1","all","CatBoost 😸","2026-04-07T07:52:47.000Z","REG_TEXT_MONTGOMERY_SALARIES","1308","e5-large","2.227397918701172","3.39019775390625"
"light_REG_TEXT_MONTGOMERY_SALARIES_1","0.9592607460308062","1","ft","LightGBM 💡","2026-04-07T07:51:35.000Z","REG_TEXT_MONTGOMERY_SALARIES","12575","e5-large","2.980255126953125","39.99761962890625"
"light_REG_TEXT_MONTGOMERY_SALARIES_1","0.9503883230337792","1","all","LightGBM 💡","2026-04-07T07:51:21.000Z","REG_TEXT_MONTGOMERY_SALARIES","1289","e5-large","1.71905517578125","3.39019775390625"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_0","0.9833456157060054","0","all","TabPFN-v2 🤯","2026-04-07T07:47:19.000Z","REG_TEXT_MONTGOMERY_SALARIES","1369","e5-large","2.2760276794433594","3.39019775390625"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_0","0.9880894537411712","0","ft","TabPFN-v2p5 🇩🇪","2026-04-07T07:44:19.000Z","REG_TEXT_MONTGOMERY_SALARIES","17480","e5-large","3.01510238647461","39.5849609375"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_0","0.985698804839195","0","all","TabPFN-v2p5 🇩🇪","2026-04-07T07:43:33.000Z","REG_TEXT_MONTGOMERY_SALARIES","1368","e5-large","1.7678375244140625","3.39019775390625"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_0","0.9839501613465552","0","ft","TabM Ⓜ️","2026-04-07T07:40:21.000Z","REG_TEXT_MONTGOMERY_SALARIES","14512","e5-large","3.00235366821289","39.99761962890625"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_0","0.9823191285343384","0","all","TabM Ⓜ️","2026-04-07T07:40:08.000Z","REG_TEXT_MONTGOMERY_SALARIES","1294","e5-large","1.8782463073730469","3.41949462890625"
"cat_REG_TEXT_MONTGOMERY_SALARIES_0","0.9799197729155692","0","all","CatBoost 😸","2026-04-07T07:37:27.000Z","REG_TEXT_MONTGOMERY_SALARIES","1307","e5-large","1.8218650817871096","3.39019775390625"
"light_REG_TEXT_MONTGOMERY_SALARIES_0","0.9758637924146196","0","ft","LightGBM 💡","2026-04-07T07:36:21.000Z","REG_TEXT_MONTGOMERY_SALARIES","14538","e5-large","2.961505889892578","39.99761962890625"
"light_REG_TEXT_MONTGOMERY_SALARIES_0","0.9789014145536368","0","all","LightGBM 💡","2026-04-07T07:36:11.000Z","REG_TEXT_MONTGOMERY_SALARIES","1284","e5-large","1.7146072387695312","3.39019775390625"
"tabpfnv2_REG_TEXT_VANCOUVER_SALARIES_4","0.7845641941961438","4","ft","TabPFN-v2 🤯","2026-04-07T07:32:56.000Z","REG_TEXT_VANCOUVER_SALARIES","5776","e5-large","2.9875335693359375","39.99761962890625"
"tabpfnv2_REG_TEXT_VANCOUVER_SALARIES_4","0.7726587739726937","4","all","TabPFN-v2 🤯","2026-04-07T07:32:49.000Z","REG_TEXT_VANCOUVER_SALARIES","863","e5-large","1.9450569152832031","3.39019775390625"
"tabpfnv2p5_REG_TEXT_VANCOUVER_SALARIES_4","0.8206478322842843","4","ft","TabPFN-v2p5 🇩🇪","2026-04-07T07:31:36.000Z","REG_TEXT_VANCOUVER_SALARIES","5775","e5-large","2.916473388671875","39.5830078125"
"tabpfnv2p5_REG_TEXT_VANCOUVER_SALARIES_4","0.8115103630308954","4","all","TabPFN-v2p5 🇩🇪","2026-04-07T07:29:07.000Z","REG_TEXT_VANCOUVER_SALARIES","863","e5-large","1.7811241149902344","3.39019775390625"
"tabm_REG_TEXT_VANCOUVER_SALARIES_4","0.7899258351697575","4","ft","TabM Ⓜ️","2026-04-07T07:27:58.000Z","REG_TEXT_VANCOUVER_SALARIES","5649","e5-large","2.9989547729492188","39.99761962890625"
"tabm_REG_TEXT_VANCOUVER_SALARIES_4","0.7814926419564467","4","all","TabM Ⓜ️","2026-04-07T07:26:24.000Z","REG_TEXT_VANCOUVER_SALARIES","820","e5-large","1.86871337890625","3.41754150390625"
"cat_REG_TEXT_VANCOUVER_SALARIES_4","0.8026981413381169","4","ft","CatBoost 😸","2026-04-07T07:26:23.000Z","REG_TEXT_VANCOUVER_SALARIES","5647","e5-large","2.9706344604492188","39.99761962890625"
"cat_REG_TEXT_VANCOUVER_SALARIES_4","0.7847556383173282","4","all","CatBoost 😸","2026-04-07T07:26:03.000Z","REG_TEXT_VANCOUVER_SALARIES","826","e5-large","1.7985153198242188","3.39019775390625"
"light_REG_TEXT_VANCOUVER_SALARIES_4","0.7912583361731457","4","ft","LightGBM 💡","2026-04-07T07:25:13.000Z","REG_TEXT_VANCOUVER_SALARIES","5605","e5-large","2.9294967651367188","39.5810546875"
"light_REG_TEXT_VANCOUVER_SALARIES_4","0.766213976687625","4","all","LightGBM 💡","2026-04-07T07:19:20.000Z","REG_TEXT_VANCOUVER_SALARIES","811","e5-large","1.6922645568847656","3.39019775390625"
"tabpfnv2_REG_TEXT_VANCOUVER_SALARIES_3","0.7458422060284429","3","all","TabPFN-v2 🤯","2026-04-07T07:16:32.000Z","REG_TEXT_VANCOUVER_SALARIES","899","e5-large","2.191509246826172","2.8779296875"
"tabpfnv2p5_REG_TEXT_VANCOUVER_SALARIES_3","0.8033067178891815","3","ft","TabPFN-v2p5 🇩🇪","2026-04-07T07:14:04.000Z","REG_TEXT_VANCOUVER_SALARIES","8007","e5-large","2.993125915527344","39.99761962890625"
"tabpfnv2p5_REG_TEXT_VANCOUVER_SALARIES_3","0.8096459852605875","3","all","TabPFN-v2p5 🇩🇪","2026-04-07T07:11:59.000Z","REG_TEXT_VANCOUVER_SALARIES","859","e5-large","1.772663116455078","3.39019775390625"
"tabm_REG_TEXT_VANCOUVER_SALARIES_3","0.7919921242230424","3","ft","TabM Ⓜ️","2026-04-07T07:10:30.000Z","REG_TEXT_VANCOUVER_SALARIES","6041","e5-large","2.96475601196289","39.99761962890625"
"tabm_REG_TEXT_VANCOUVER_SALARIES_3","0.7705980440171002","3","all","TabM Ⓜ️","2026-04-07T07:00:19.000Z","REG_TEXT_VANCOUVER_SALARIES","819","e5-large","1.837909698486328","3.41754150390625"
"cat_REG_TEXT_VANCOUVER_SALARIES_3","0.7934692060428788","3","ft","CatBoost 😸","2026-04-07T06:57:27.000Z","REG_TEXT_VANCOUVER_SALARIES","6089","e5-large","2.9999351501464844","39.99761962890625"
"cat_REG_TEXT_VANCOUVER_SALARIES_3","0.7725116318891697","3","all","CatBoost 😸","2026-04-07T06:54:45.000Z","REG_TEXT_VANCOUVER_SALARIES","943","e5-large","2.118072509765625","3.39019775390625"
"light_REG_TEXT_VANCOUVER_SALARIES_3","0.761304017306226","3","ft","LightGBM 💡","2026-04-07T06:52:34.000Z","REG_TEXT_VANCOUVER_SALARIES","6131","e5-large","2.9600372314453125","39.5341796875"
"light_REG_TEXT_VANCOUVER_SALARIES_3","0.748191419155759","3","all","LightGBM 💡","2026-04-07T06:46:44.000Z","REG_TEXT_VANCOUVER_SALARIES","813","e5-large","1.6473541259765625","3.39019775390625"
"tabpfnv2_REG_TEXT_VANCOUVER_SALARIES_2","0.7442941242725725","2","ft","TabPFN-v2 🤯","2026-04-07T06:44:51.000Z","REG_TEXT_VANCOUVER_SALARIES","7115","e5-large","2.85806655883789","39.99761962890625"
"tabpfnv2_REG_TEXT_VANCOUVER_SALARIES_2","0.7393351171307003","2","all","TabPFN-v2 🤯","2026-04-07T06:42:57.000Z","REG_TEXT_VANCOUVER_SALARIES","868","e5-large","1.8329086303710935","3.39019775390625"
"tabpfnv2p5_REG_TEXT_VANCOUVER_SALARIES_2","0.7659206546296369","2","ft","TabPFN-v2p5 🇩🇪","2026-04-07T06:40:41.000Z","REG_TEXT_VANCOUVER_SALARIES","7115","e5-large","2.9898223876953125","39.99761962890625"
"tabpfnv2p5_REG_TEXT_VANCOUVER_SALARIES_2","0.7616797567987307","2","all","TabPFN-v2p5 🇩🇪","2026-04-07T06:40:20.000Z","REG_TEXT_VANCOUVER_SALARIES","859","e5-large","1.9273147583007812","3.39019775390625"
"tabm_REG_TEXT_VANCOUVER_SALARIES_2","0.7505381970607461","2","ft","TabM Ⓜ️","2026-04-07T06:35:47.000Z","REG_TEXT_VANCOUVER_SALARIES","6807","e5-large","3.1452674865722656","39.5810546875"
"tabm_REG_TEXT_VANCOUVER_SALARIES_2","0.7403393804616656","2","all","TabM Ⓜ️","2026-04-07T06:32:59.000Z","REG_TEXT_VANCOUVER_SALARIES","820","e5-large","1.870380401611328","3.41754150390625"
"cat_REG_TEXT_VANCOUVER_SALARIES_2","0.7531984804148877","2","ft","CatBoost 😸","2026-04-07T06:31:26.000Z","REG_TEXT_VANCOUVER_SALARIES","6855","e5-large","3.0040283203125","39.99761962890625"
"cat_REG_TEXT_VANCOUVER_SALARIES_2","0.7291397576555845","2","all","CatBoost 😸","2026-04-07T06:31:02.000Z","REG_TEXT_VANCOUVER_SALARIES","824","e5-large","1.7556610107421875","3.39019775390625"
"light_REG_TEXT_VANCOUVER_SALARIES_2","0.7414137646400567","2","ft","LightGBM 💡","2026-04-07T06:30:13.000Z","REG_TEXT_VANCOUVER_SALARIES","6811","e5-large","2.907817840576172","39.5341796875"
"light_REG_TEXT_VANCOUVER_SALARIES_2","0.718868193774041","2","all","LightGBM 💡","2026-04-07T06:29:18.000Z","REG_TEXT_VANCOUVER_SALARIES","814","e5-large","1.6863555908203125","3.39019775390625"
"tabpfnv2_REG_TEXT_VANCOUVER_SALARIES_1","0.7095702036890681","1","all","TabPFN-v2 🤯","2026-04-07T06:26:07.000Z","REG_TEXT_VANCOUVER_SALARIES","867","e5-large","1.7455673217773438","3.39019775390625"
"tabpfnv2p5_REG_TEXT_VANCOUVER_SALARIES_1","0.7870856917065459","1","ft","TabPFN-v2p5 🇩🇪","2026-04-07T06:21:54.000Z","REG_TEXT_VANCOUVER_SALARIES","6626","e5-large","2.859405517578125","39.5830078125"
"tabpfnv2p5_REG_TEXT_VANCOUVER_SALARIES_1","0.7760226575652751","1","all","TabPFN-v2p5 🇩🇪","2026-04-07T06:20:54.000Z","REG_TEXT_VANCOUVER_SALARIES","888","e5-large","1.6308097839355469","2.8779296875"
"tabm_REG_TEXT_VANCOUVER_SALARIES_1","0.7599847233937482","1","ft","TabM Ⓜ️","2026-04-07T06:19:44.000Z","REG_TEXT_VANCOUVER_SALARIES","6848","e5-large","2.830028533935547","39.99761962890625"
"tabm_REG_TEXT_VANCOUVER_SALARIES_1","0.7529803220971487","1","all","TabM Ⓜ️","2026-04-07T06:19:12.000Z","REG_TEXT_VANCOUVER_SALARIES","822","e5-large","1.8751182556152344","3.41754150390625"
"cat_REG_TEXT_VANCOUVER_SALARIES_1","0.7663383173174318","1","ft","CatBoost 😸","2026-04-07T06:17:48.000Z","REG_TEXT_VANCOUVER_SALARIES","6855","e5-large","3.0031661987304688","39.99761962890625"
"cat_REG_TEXT_VANCOUVER_SALARIES_1","0.7505782598938828","1","all","CatBoost 😸","2026-04-07T06:17:36.000Z","REG_TEXT_VANCOUVER_SALARIES","824","e5-large","1.763019561767578","3.39019775390625"
"light_REG_TEXT_VANCOUVER_SALARIES_1","0.766378501602049","1","ft","LightGBM 💡","2026-04-07T06:17:33.000Z","REG_TEXT_VANCOUVER_SALARIES","6845","e5-large","3.012836456298828","39.99761962890625"
"light_REG_TEXT_VANCOUVER_SALARIES_1","0.7325101499552474","1","all","LightGBM 💡","2026-04-07T06:17:26.000Z","REG_TEXT_VANCOUVER_SALARIES","813","e5-large","1.686809539794922","3.39019775390625"
"tabpfnv2_REG_TEXT_VANCOUVER_SALARIES_0","0.7781739918402275","0","ft","TabPFN-v2 🤯","2026-04-07T06:16:20.000Z","REG_TEXT_VANCOUVER_SALARIES","5781","e5-large","2.980663299560547","39.99761962890625"
"tabpfnv2_REG_TEXT_VANCOUVER_SALARIES_0","0.775962313699879","0","all","TabPFN-v2 🤯","2026-04-07T06:14:54.000Z","REG_TEXT_VANCOUVER_SALARIES","914","e5-large","2.052989959716797","2.8779296875"
"tabpfnv2p5_REG_TEXT_VANCOUVER_SALARIES_0","0.8066170270091634","0","ft","TabPFN-v2p5 🇩🇪","2026-04-07T06:14:47.000Z","REG_TEXT_VANCOUVER_SALARIES","5783","e5-large","2.9889678955078125","39.99761962890625"
"tabpfnv2p5_REG_TEXT_VANCOUVER_SALARIES_0","0.8060568094653013","0","all","TabPFN-v2p5 🇩🇪","2026-04-07T06:11:39.000Z","REG_TEXT_VANCOUVER_SALARIES","863","e5-large","1.7396240234375","3.39019775390625"
"tabm_REG_TEXT_VANCOUVER_SALARIES_0","0.7810318849828332","0","ft","TabM Ⓜ️","2026-04-07T06:10:00.000Z","REG_TEXT_VANCOUVER_SALARIES","5244","e5-large","3.0448455810546875","39.99761962890625"
"tabm_REG_TEXT_VANCOUVER_SALARIES_0","0.7873934885496431","0","all","TabM Ⓜ️","2026-04-07T06:06:38.000Z","REG_TEXT_VANCOUVER_SALARIES","853","e5-large","1.7489776611328125","2.9052734375"
"cat_REG_TEXT_VANCOUVER_SALARIES_0","0.7945116356250379","0","ft","CatBoost 😸","2026-04-07T06:05:18.000Z","REG_TEXT_VANCOUVER_SALARIES","5246","e5-large","3.059654235839844","39.99761962890625"
"cat_REG_TEXT_VANCOUVER_SALARIES_0","0.7839534313989789","0","all","CatBoost 😸","2026-04-07T05:59:02.000Z","REG_TEXT_VANCOUVER_SALARIES","863","e5-large","2.041362762451172","2.8779296875"
