"Name","test_score","fold","multimodal_state","model","Created","dataset","Runtime","State","train_peak_cpu_gb","train_peak_gpu_gb"
"cat_BIN_TEXT_JIGSAW_TOXICITY_1","0.9175090347247684","1","ft","CatBoost 😸","2026-04-02T21:52:04.000Z","BIN_TEXT_JIGSAW_TOXICITY","713","finished","1.8668060302734375","15.2744140625"
"tabm_BIN_TEXT_JIGSAW_TOXICITY_0","0.917465388711395","0","ft","TabM Ⓜ️","2026-04-02T20:42:21.000Z","BIN_TEXT_JIGSAW_TOXICITY","682","finished","1.8155517578125","15.2841796875"
"tabm_MUL_TEXT_MICHELIN_RESTAURANTS_2","0.9172485270265582","2","all","TabM Ⓜ️","2026-04-03T01:27:07.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","406","finished","1.7507247924804688","1.1240234375"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9171235272222348","2","ft","TabM Ⓜ️","2026-04-03T00:39:55.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","941","finished","1.7587356567382812","15.9169921875"
"tabpfnv2_MUL_TEXT_MICHELIN_RESTAURANTS_2","0.9168075560906268","2","all","TabPFN-v2 🤯","2026-04-03T01:36:20.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","446","finished","1.836669921875","1.0986328125"
"tabpfnv2_MUL_TEXT_PRODUCT_SENTIMENT_4","0.9167254576009054","4","ft","TabPFN-v2 🤯","2026-04-03T00:30:02.000Z","MUL_TEXT_PRODUCT_SENTIMENT","326","finished","1.720378875732422","17.0595703125"
"tabpfnv2p5_BIN_TEXT_FAKE_JOB_POSTING_1","0.9166984844924811","1","ft","TabPFN-v2p5 🇩🇪","2026-04-02T23:34:47.000Z","BIN_TEXT_FAKE_JOB_POSTING","1626","finished","1.8513221740722656","18.8779296875"
"tabpfnv2p5_MUL_TEXT_PRODUCT_SENTIMENT_0","0.916556796873826","0","all","TabPFN-v2p5 🇩🇪","2026-04-03T00:10:08.000Z","MUL_TEXT_PRODUCT_SENTIMENT","53","finished","1.54083251953125","1.0986328125"
"light_BIN_TEXT_JIGSAW_TOXICITY_1","0.9165313640252098","1","ft","LightGBM 💡","2026-04-02T21:45:53.000Z","BIN_TEXT_JIGSAW_TOXICITY","698","finished","1.847206115722656","15.2744140625"
"tabpfnv2p5_MUL_TEXT_PRODUCT_SENTIMENT_0","0.916363136720606","0","ft","TabPFN-v2p5 🇩🇪","2026-04-03T00:10:19.000Z","MUL_TEXT_PRODUCT_SENTIMENT","558","finished","1.7662467956542969","17.0595703125"
"cat_MUL_TEXT_MICHELIN_RESTAURANTS_1","0.916252988470458","1","ft","CatBoost 😸","2026-04-03T01:12:28.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","2469","finished","2.218101501464844","19.7041015625"
"light_MUL_TEXT_MICHELIN_RESTAURANTS_2","0.916245126654342","2","ft","LightGBM 💡","2026-04-03T01:21:33.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","2434","finished","1.809608459472656","19.7041015625"
"tabpfnv2_MUL_TEXT_MICHELIN_RESTAURANTS_3","0.916223656322385","3","ft","TabPFN-v2 🤯","2026-04-03T02:02:00.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","2698","finished","2.017120361328125","20.8525390625"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_1","0.9159557226967624","1","ft","CatBoost 😸","2026-04-03T00:13:23.000Z","MUL_TEXT_PRODUCT_SENTIMENT","317","finished","1.7492599487304688","18.8955078125"
"tabpfnv2p5_MUL_TEXT_PRODUCT_SENTIMENT_4","0.9158099805252212","4","all","TabPFN-v2p5 🇩🇪","2026-04-03T00:28:28.000Z","MUL_TEXT_PRODUCT_SENTIMENT","105","finished","1.5663185119628906","1.0986328125"
"tabm_MUL_TEXT_MICHELIN_RESTAURANTS_1","0.915495082814821","1","ft","TabM Ⓜ️","2026-04-03T01:13:24.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","2407","finished","1.8064842224121096","19.7138671875"
"tabpfnv2p5_MUL_TEXT_MICHELIN_RESTAURANTS_4","0.9152502610599502","4","all","TabPFN-v2p5 🇩🇪","2026-04-03T02:09:03.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","436","finished","1.7660789489746094","1.0986328125"
"cat_MUL_TEXT_MICHELIN_RESTAURANTS_4","0.914715014598658","4","ft","CatBoost 😸","2026-04-03T02:05:43.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","2952","finished","2.2852821350097656","19.7041015625"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9145653350288668","2","all","TabPFN-v2p5 🇩🇪","2026-04-03T00:40:45.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","164","finished","1.6032066345214844","1.0986328125"
"tabpfnv2p5_MUL_TEXT_MICHELIN_RESTAURANTS_0","0.9144856900704144","0","all","TabPFN-v2p5 🇩🇪","2026-04-03T01:06:01.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","436","finished","1.7671165466308594","1.0986328125"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.914315039362484","2","ft","CatBoost 😸","2026-04-03T00:38:50.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","975","finished","2.01898193359375","15.9072265625"
"tabpfnv2_MUL_TEXT_MICHELIN_RESTAURANTS_1","0.9143114858817964","1","ft","TabPFN-v2 🤯","2026-04-03T01:17:58.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","2540","finished","2.069446563720703","20.8525390625"
"tabpfnv2_MUL_TEXT_PRODUCT_SENTIMENT_2","0.9141508372491992","2","all","TabPFN-v2 🤯","2026-04-03T00:22:18.000Z","MUL_TEXT_PRODUCT_SENTIMENT","103","finished","1.541912078857422","1.0986328125"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_2","0.9140259195384354","2","all","TabPFN-v2p5 🇩🇪","2026-04-03T11:20:25.000Z","REG_TEXT_BABIES_PRICES","140","finished","1.6102294921875","1.1044921875"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.913786128054902","0","ft","TabPFN-v2p5 🇩🇪","2026-04-03T00:33:34.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1147","finished","1.7757606506347656","17.8056640625"
"cat_BIN_TEXT_JIGSAW_TOXICITY_0","0.9136638209465948","0","ft","CatBoost 😸","2026-04-02T20:25:46.000Z","BIN_TEXT_JIGSAW_TOXICITY","689","finished","1.8108444213867188","15.2744140625"
"tabm_REG_TEXT_BABIES_PRICES_3","0.9136556274385425","3","all","TabM Ⓜ️","2026-04-03T11:31:10.000Z","REG_TEXT_BABIES_PRICES","134","finished","1.7393875122070312","1.1240234375"
"cat_MUL_TEXT_MICHELIN_RESTAURANTS_3","0.913586552259493","3","ft","CatBoost 😸","2026-04-03T01:53:42.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","4148","finished","2.2069740295410156","19.7041015625"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9135581238752526","0","ft","TabM Ⓜ️","2026-04-03T00:33:04.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","993","finished","1.7523155212402344","15.9169921875"
"tabpfnv2p5_MUL_TEXT_PRODUCT_SENTIMENT_4","0.9134798024582168","4","ft","TabPFN-v2p5 🇩🇪","2026-04-03T00:28:53.000Z","MUL_TEXT_PRODUCT_SENTIMENT","394","finished","1.7436981201171875","17.0595703125"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.913437295204216","0","ft","TabPFN-v2 🤯","2026-04-03T00:33:59.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1150","finished","1.8016891479492188","17.8056640625"
"tabpfnv2p5_MUL_TEXT_MICHELIN_RESTAURANTS_1","0.9133493279825312","1","all","TabPFN-v2p5 🇩🇪","2026-04-03T01:14:19.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","440","finished","1.7681808471679688","1.0986328125"
"cat_REG_TEXT_BABIES_PRICES_1","0.9133264565083082","1","all","CatBoost 😸","2026-04-03T10:52:57.000Z","REG_TEXT_BABIES_PRICES","169","finished","1.7497520446777344","1.0986328125"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9130928274573364","2","all","TabPFN-v2 🤯","2026-04-03T00:44:23.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","164","finished","1.627887725830078","1.0986328125"
"tabm_MUL_TEXT_PRODUCT_SENTIMENT_2","0.913067982153923","2","all","TabM Ⓜ️","2026-04-03T00:19:46.000Z","MUL_TEXT_PRODUCT_SENTIMENT","51","finished","1.6601943969726562","1.1201171875"
"tabm_MUL_TEXT_MICHELIN_RESTAURANTS_0","0.9127047665545348","0","all","TabM Ⓜ️","2026-04-03T01:03:05.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","403","finished","1.7492141723632812","1.1240234375"
"tabm_BIN_TEXT_FAKE_JOB_POSTING_2","0.9126380404135338","2","ft","TabM Ⓜ️","2026-04-02T23:40:36.000Z","BIN_TEXT_FAKE_JOB_POSTING","1480","finished","1.7999839782714844","21.1376953125"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9125078237676584","1","ft","TabPFN-v2 🤯","2026-04-03T00:36:57.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","981","finished","1.793598175048828","17.8056640625"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_4","0.9124354754014744","4","ft","TabPFN-v2p5 🇩🇪","2026-04-03T11:46:26.000Z","REG_TEXT_BABIES_PRICES","2776","finished","1.7626876831054688","16.9619140625"
"tabpfnv2_MUL_TEXT_PRODUCT_SENTIMENT_0","0.9123889045506028","0","all","TabPFN-v2 🤯","2026-04-03T00:11:27.000Z","MUL_TEXT_PRODUCT_SENTIMENT","53","finished","1.5127944946289062","1.0986328125"
"tabpfnv2_MUL_TEXT_PRODUCT_SENTIMENT_1","0.912157043598033","1","all","TabPFN-v2 🤯","2026-04-03T00:16:20.000Z","MUL_TEXT_PRODUCT_SENTIMENT","53","finished","1.5152473449707031","1.0986328125"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9117601663537492","2","all","TabM Ⓜ️","2026-04-03T00:39:34.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","153","finished","1.7085418701171875","1.1845703125"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9113525155499816","1","ft","TabPFN-v2p5 🇩🇪","2026-04-03T00:36:19.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","977","finished","1.7847251892089844","17.8056640625"
"tabpfnv2_REG_TEXT_BABIES_PRICES_2","0.9109768141338266","2","all","TabPFN-v2 🤯","2026-04-03T11:23:34.000Z","REG_TEXT_BABIES_PRICES","148","finished","1.6464767456054688","1.1044921875"
"tabm_MUL_TEXT_MICHELIN_RESTAURANTS_4","0.9109441735077258","4","all","TabM Ⓜ️","2026-04-03T02:07:39.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","434","finished","1.751220703125","1.1240234375"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.910920536624824","0","ft","LightGBM 💡","2026-04-03T00:30:27.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1008","finished","1.7982292175292969","15.9072265625"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9108399014634354","4","ft","TabPFN-v2 🤯","2026-04-03T00:57:27.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1725","finished","1.7939453125","17.8056640625"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9107655955880404","0","ft","CatBoost 😸","2026-04-03T00:31:24.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1025","finished","1.9147720336914065","15.9072265625"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9107024591959064","4","ft","TabM Ⓜ️","2026-04-03T00:56:39.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","994","finished","1.7533493041992188","15.9169921875"
"tabpfnv2_REG_TEXT_BABIES_PRICES_0","0.9106884459336768","0","ft","TabPFN-v2 🤯","2026-04-03T10:49:11.000Z","REG_TEXT_BABIES_PRICES","2797","finished","1.801551818847656","16.9619140625"
"light_MUL_TEXT_MICHELIN_RESTAURANTS_0","0.9106579356340928","0","ft","LightGBM 💡","2026-04-03T00:59:16.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","3480","finished","1.8008384704589844","19.7041015625"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9106201526537726","4","ft","TabPFN-v2p5 🇩🇪","2026-04-03T00:56:54.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1815","finished","1.770599365234375","17.8056640625"
"tabpfnv2p5_MUL_TEXT_MICHELIN_RESTAURANTS_3","0.910602464617848","3","all","TabPFN-v2p5 🇩🇪","2026-04-03T01:58:05.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","435","finished","1.7670822143554688","1.0986328125"
"light_BIN_TEXT_FAKE_JOB_POSTING_2","0.910596804511278","2","ft","LightGBM 💡","2026-04-02T23:37:44.000Z","BIN_TEXT_FAKE_JOB_POSTING","1560","finished","1.786602020263672","21.1279296875"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9105913676954523","0","all","TabPFN-v2p5 🇩🇪","2026-04-03T00:33:31.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","162","finished","1.61016845703125","1.0986328125"
"tabm_MUL_TEXT_MICHELIN_RESTAURANTS_3","0.910472659453351","3","all","TabM Ⓜ️","2026-04-03T01:56:33.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","402","finished","1.7552413940429688","1.1240234375"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_0","0.9104131990065044","0","all","TabPFN-v2p5 🇩🇪","2026-04-03T10:43:12.000Z","REG_TEXT_BABIES_PRICES","141","finished","1.6092491149902344","1.1044921875"
"tabpfnv2_MUL_TEXT_PRODUCT_SENTIMENT_4","0.910305198362244","4","all","TabPFN-v2 🤯","2026-04-03T00:29:52.000Z","MUL_TEXT_PRODUCT_SENTIMENT","70","finished","1.540424346923828","1.0986328125"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9100600966892618","1","ft","CatBoost 😸","2026-04-03T00:34:50.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1128","finished","1.9438591003417969","15.9072265625"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9095417564888604","2","ft","LightGBM 💡","2026-04-03T00:38:07.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","940","finished","1.7575912475585938","15.9072265625"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9094366072076232","0","all","TabPFN-v2 🤯","2026-04-03T00:33:46.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","165","finished","1.6227035522460938","1.0986328125"
"tabpfnv2_BIN_TEXT_FAKE_JOB_POSTING_3","0.9094146499060152","3","all","TabPFN-v2 🤯","2026-04-02T23:56:45.000Z","BIN_TEXT_FAKE_JOB_POSTING","249","finished","1.7017707824707031","1.0986328125"
"light_BIN_TEXT_JIGSAW_TOXICITY_0","0.909342865622654","0","ft","LightGBM 💡","2026-04-02T20:10:45.000Z","BIN_TEXT_JIGSAW_TOXICITY","682","finished","1.8239212036132812","15.2744140625"
"cat_BIN_TEXT_FAKE_JOB_POSTING_4","0.9092898261278196","4","ft","CatBoost 😸","2026-04-03T00:01:01.000Z","BIN_TEXT_FAKE_JOB_POSTING","1490","finished","1.9138107299804688","21.1279296875"
"tabm_MUL_TEXT_PRODUCT_SENTIMENT_0","0.9092733325488538","0","ft","TabM Ⓜ️","2026-04-03T00:09:42.000Z","MUL_TEXT_PRODUCT_SENTIMENT","416","finished","1.742156982421875","18.9013671875"
"tabm_MUL_TEXT_MICHELIN_RESTAURANTS_1","0.9087704078041344","1","all","TabM Ⓜ️","2026-04-03T01:13:17.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","405","finished","1.7473869323730469","1.1240234375"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9083147657473656","4","ft","CatBoost 😸","2026-04-03T00:55:58.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1021","finished","1.9910163879394531","15.9072265625"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9083028915932612","1","all","TabPFN-v2p5 🇩🇪","2026-04-03T00:36:03.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","162","finished","1.6117591857910156","1.0986328125"
"light_MUL_TEXT_PRODUCT_SENTIMENT_2","0.9082642210571856","2","ft","LightGBM 💡","2026-04-03T00:17:53.000Z","MUL_TEXT_PRODUCT_SENTIMENT","382","finished","1.7701301574707031","18.8955078125"
"cat_MUL_TEXT_MICHELIN_RESTAURANTS_2","0.908149007205249","2","all","CatBoost 😸","2026-04-03T01:24:11.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","468","finished","2.1091575622558594","1.0986328125"
"tabpfnv2_MUL_TEXT_MICHELIN_RESTAURANTS_4","0.9081005954686754","4","all","TabPFN-v2 🤯","2026-04-03T02:10:43.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","449","finished","1.8377113342285156","1.0986328125"
"light_MUL_TEXT_PRODUCT_SENTIMENT_1","0.908040963309294","1","ft","LightGBM 💡","2026-04-03T00:12:22.000Z","MUL_TEXT_PRODUCT_SENTIMENT","309","finished","1.7134780883789062","18.8955078125"
"tabm_MUL_TEXT_PRODUCT_SENTIMENT_1","0.9079852244113712","1","ft","TabM Ⓜ️","2026-04-03T00:14:26.000Z","MUL_TEXT_PRODUCT_SENTIMENT","312","finished","1.7419052124023438","18.9013671875"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9079441768769158","3","ft","TabPFN-v2p5 🇩🇪","2026-04-03T00:53:13.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1147","finished","1.7744407653808594","17.8056640625"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9078194101256664","2","all","CatBoost 😸","2026-04-03T00:38:30.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","216","finished","1.7571792602539062","1.0986328125"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9076127578758724","3","ft","TabPFN-v2 🤯","2026-04-03T00:53:53.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1155","finished","1.7982406616210938","17.8056640625"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9074067244257368","1","all","TabPFN-v2 🤯","2026-04-03T00:36:46.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","183","finished","1.6539306640625","1.0986328125"
"cat_MUL_TEXT_MICHELIN_RESTAURANTS_0","0.907294109532134","0","all","CatBoost 😸","2026-04-03T01:00:20.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","471","finished","2.068950653076172","1.0986328125"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9072636680593658","3","ft","TabM Ⓜ️","2026-04-03T00:52:41.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","942","finished","1.762226104736328","15.9169921875"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9069145664034892","4","all","TabPFN-v2p5 🇩🇪","2026-04-03T00:56:50.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","180","finished","1.6397590637207031","1.0986328125"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9068882187289498","1","all","TabM Ⓜ️","2026-04-03T00:35:30.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","154","finished","1.7092132568359375","1.1845703125"
"light_MUL_TEXT_SPOTIFY_GENRES_4","0.9068773838858896","4","ft","LightGBM 💡","2026-04-03T07:36:19.000Z","MUL_TEXT_SPOTIFY_GENRES","4142","finished","1.7833633422851562","21.3447265625"
"tabpfnv2p5_REG_TEXT_SCIMAGOJR_IMPACT_1","0.906701683998108","1","ft","TabPFN-v2p5 🇩🇪","2026-04-03T21:13:20.000Z","REG_TEXT_SCIMAGOJR_IMPACT","6372","finished","2.138591766357422","18.2275390625"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9065988912075008","4","all","TabPFN-v2 🤯","2026-04-03T00:57:27.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","165","finished","1.6264190673828125","1.0986328125"
"tabpfnv2_BIN_TEXT_FAKE_JOB_POSTING_1","0.9063895089285714","1","all","TabPFN-v2 🤯","2026-04-02T23:36:24.000Z","BIN_TEXT_FAKE_JOB_POSTING","248","finished","1.7004852294921875","1.0986328125"
"tabpfnv2_MUL_TEXT_MICHELIN_RESTAURANTS_0","0.9063031108246552","0","all","TabPFN-v2 🤯","2026-04-03T01:08:16.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","448","finished","1.8392601013183592","1.0986328125"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9062006467695228","1","ft","TabM Ⓜ️","2026-04-03T00:35:32.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1099","finished","1.7558937072753906","15.9169921875"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9057746757318228","3","all","TabM Ⓜ️","2026-04-03T00:50:48.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","152","finished","1.7092437744140625","1.1845703125"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9055783027292188","0","all","TabM Ⓜ️","2026-04-03T00:32:59.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","155","finished","1.7100830078125","1.1845703125"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9054452783918088","3","all","TabPFN-v2p5 🇩🇪","2026-04-03T00:53:10.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","163","finished","1.6098709106445312","1.0986328125"
"light_MUL_TEXT_PRODUCT_SENTIMENT_3","0.9053637828370314","3","ft","LightGBM 💡","2026-04-03T00:24:20.000Z","MUL_TEXT_PRODUCT_SENTIMENT","505","finished","1.7346305847167969","18.8955078125"
"tabm_BIN_TEXT_FAKE_JOB_POSTING_1","0.9053542058270676","1","ft","TabM Ⓜ️","2026-04-02T23:33:06.000Z","BIN_TEXT_FAKE_JOB_POSTING","1477","finished","1.7983894348144531","21.1376953125"
"tabpfnv2_REG_TEXT_BABIES_PRICES_2","0.905318017554204","2","ft","TabPFN-v2 🤯","2026-04-03T11:24:23.000Z","REG_TEXT_BABIES_PRICES","2787","finished","1.801227569580078","16.9619140625"
"tabpfnv2p5_REG_TEXT_SCIMAGOJR_IMPACT_1","0.9052921533584596","1","all","TabPFN-v2p5 🇩🇪","2026-04-03T21:12:30.000Z","REG_TEXT_SCIMAGOJR_IMPACT","696","finished","1.937335968017578","1.0986328125"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_4","0.9048747126347206","4","all","TabPFN-v2p5 🇩🇪","2026-04-03T11:46:24.000Z","REG_TEXT_BABIES_PRICES","141","finished","1.6126251220703125","1.1044921875"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9048007523264818","0","all","CatBoost 😸","2026-04-03T00:31:05.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","191","finished","1.748249053955078","1.0986328125"
"tabpfnv2_MUL_TEXT_MICHELIN_RESTAURANTS_1","0.9044206206905164","1","all","TabPFN-v2 🤯","2026-04-03T01:16:42.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","445","finished","1.838275909423828","1.0986328125"
"cat_MUL_TEXT_MICHELIN_RESTAURANTS_1","0.9043823204644534","1","all","CatBoost 😸","2026-04-03T01:12:11.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","466","finished","2.031414031982422","1.0986328125"
"tabpfnv2_REG_TEXT_BABIES_PRICES_0","0.9041977060095202","0","all","TabPFN-v2 🤯","2026-04-03T10:48:17.000Z","REG_TEXT_BABIES_PRICES","149","finished","1.6466636657714844","1.1044921875"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9040716792857364","4","all","TabM Ⓜ️","2026-04-03T00:56:03.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","153","finished","1.7098541259765625","1.1845703125"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9039864983484204","3","all","TabPFN-v2 🤯","2026-04-03T00:53:46.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","166","finished","1.6189537048339844","1.0986328125"
"tabpfnv2_BIN_TEXT_FAKE_JOB_POSTING_1","0.9035259046052632","1","ft","TabPFN-v2 🤯","2026-04-02T23:36:29.000Z","BIN_TEXT_FAKE_JOB_POSTING","1627","finished","1.882781982421875","18.8779296875"
"tabm_MUL_TEXT_PRODUCT_SENTIMENT_0","0.9033117729551096","0","all","TabM Ⓜ️","2026-04-03T00:09:03.000Z","MUL_TEXT_PRODUCT_SENTIMENT","51","finished","1.6603965759277344","1.1201171875"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.903278486292287","3","ft","CatBoost 😸","2026-04-03T00:49:43.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","974","finished","1.899078369140625","15.9072265625"
"tabpfnv2_REG_TEXT_BABIES_PRICES_3","0.9031758329797428","3","ft","TabPFN-v2 🤯","2026-04-03T11:35:54.000Z","REG_TEXT_BABIES_PRICES","2798","finished","1.7994232177734375","16.9619140625"
"cat_MUL_TEXT_MICHELIN_RESTAURANTS_3","0.9027109657646106","3","all","CatBoost 😸","2026-04-03T01:53:41.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","481","finished","2.004688262939453","1.0986328125"
"cat_MUL_TEXT_MICHELIN_RESTAURANTS_4","0.9026785542316892","4","all","CatBoost 😸","2026-04-03T02:04:04.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","492","finished","1.9842262268066408","1.0986328125"
"light_MUL_TEXT_MICHELIN_RESTAURANTS_2","0.9026544660091153","2","all","LightGBM 💡","2026-04-03T01:20:45.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","401","finished","1.5640830993652344","1.0986328125"
"cat_REG_TEXT_BABIES_PRICES_0","0.9026057798397192","0","ft","CatBoost 😸","2026-04-03T10:37:44.000Z","REG_TEXT_BABIES_PRICES","2554","finished","1.930938720703125","20.8525390625"
"tabpfnv2_MUL_TEXT_MICHELIN_RESTAURANTS_3","0.9025436991615898","3","all","TabPFN-v2 🤯","2026-04-03T02:01:05.000Z","MUL_TEXT_MICHELIN_RESTAURANTS","449","finished","1.8377723693847656","1.0986328125"
"tabpfnv2p5_REG_TEXT_SCIMAGOJR_IMPACT_0","0.9023543000221252","0","ft","TabPFN-v2p5 🇩🇪","2026-04-03T20:43:10.000Z","REG_TEXT_SCIMAGOJR_IMPACT","6099","finished","2.10784912109375","18.2275390625"
"light_MUL_TEXT_SPOTIFY_GENRES_2","0.902255340008485","2","ft","LightGBM 💡","2026-04-03T06:26:41.000Z","MUL_TEXT_SPOTIFY_GENRES","4153","finished","1.875896453857422","21.3447265625"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9021135898322744","4","ft","LightGBM 💡","2026-04-03T00:54:34.000Z","MUL_TEXT_WOMEN_CLOTHING_REVIEW","1008","finished","1.7472877502441406","15.9072265625"
