"Name","test_score","pca_components","model","fold","multimodal_state","User","Hostname","dataset_name","Created","Runtime"
"light_REG_TEXT_MONTGOMERY_SALARIES_4","0.968662863545832","15","LightGBM 💡","4","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T04:31:00.000Z","3629"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_3","0.9878962942789332","15","TabPFN-v2p5 🇩🇪","3","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T04:23:27.000Z","3453"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_3","0.9877821240141472","15","TabPFN-v2 🤯","3","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T04:12:11.000Z","3496"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_3","0.9843726902474672","15","TabM Ⓜ️","3","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T04:08:20.000Z","3138"
"cat_REG_TEXT_MONTGOMERY_SALARIES_3","0.9842015644917989","15","CatBoost 😸","3","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T04:02:34.000Z","6889"
"light_REG_TEXT_MONTGOMERY_SALARIES_3","0.9810118170944848","15","LightGBM 💡","3","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:53:53.000Z","3157"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_2","0.9889318631070207","15","TabPFN-v2p5 🇩🇪","2","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:47:15.000Z","2698"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_2","0.9723100628274582","15","TabPFN-v2 🤯","2","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:44:00.000Z","2713"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_2","0.9865290552827676","15","TabM Ⓜ️","2","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:42:40.000Z","2906"
"cat_REG_TEXT_MONTGOMERY_SALARIES_2","0.9740448418841036","15","CatBoost 😸","2","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:39:57.000Z","2920"
"light_REG_TEXT_MONTGOMERY_SALARIES_2","0.9709675301469324","15","LightGBM 💡","2","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:20:29.000Z","2863"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_1","0.9742803472705168","15","TabPFN-v2p5 🇩🇪","1","ft","","n306","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:11:01.000Z","3090"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_1","0.9698443355860288","15","TabPFN-v2 🤯","1","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:02:41.000Z","3086"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_1","0.9643918331749264","15","TabM Ⓜ️","1","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:00:25.000Z","2461"
"cat_REG_TEXT_MONTGOMERY_SALARIES_1","0.9618009329172325","15","CatBoost 😸","1","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:57:30.000Z","2470"
"light_REG_TEXT_MONTGOMERY_SALARIES_1","0.9624209040400764","15","LightGBM 💡","1","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:54:27.000Z","2440"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_0","0.9883023573276776","15","TabPFN-v2p5 🇩🇪","0","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:51:27.000Z","3014"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_0","0.9876603603935998","15","TabPFN-v2 🤯","0","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:47:51.000Z","2992"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_0","0.9847209787186718","15","TabM Ⓜ️","0","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:44:02.000Z","1858"
"cat_REG_TEXT_MONTGOMERY_SALARIES_0","0.9844813455281132","15","CatBoost 😸","0","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:37:27.000Z","5566"
"light_REG_TEXT_MONTGOMERY_SALARIES_0","0.9804508626717884","15","LightGBM 💡","0","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:23:21.000Z","1845"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_4","0.47498830698636096","15","TabPFN-v2p5 🇩🇪","4","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T02:16:10.000Z","2475"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_4","0.4441903060510553","15","TabPFN-v2 🤯","4","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T02:12:30.000Z","2510"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_4","0.47626252312861184","15","TabM Ⓜ️","4","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T02:00:27.000Z","3010"
"cat_REG_TEXT_MERCARI_MARKETPLACE_4","0.44699293433584886","15","CatBoost 😸","4","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:53:33.000Z","3024"
"light_REG_TEXT_MERCARI_MARKETPLACE_4","0.4356194954231729","15","LightGBM 💡","4","ft","","n306","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:48:31.000Z","3016"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_3","0.448210052723532","15","TabPFN-v2p5 🇩🇪","3","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:43:59.000Z","3826"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_3","0.4226089804565881","15","TabPFN-v2 🤯","3","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:38:07.000Z","3840"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_3","0.44825150253503376","15","TabM Ⓜ️","3","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:35:07.000Z","2404"
"cat_REG_TEXT_MERCARI_MARKETPLACE_3","0.42906033640193786","15","CatBoost 😸","3","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:30:51.000Z","2421"
"light_REG_TEXT_MERCARI_MARKETPLACE_3","0.4272427154190216","15","LightGBM 💡","3","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:19:05.000Z","2394"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_2","0.4965851046633658","15","TabPFN-v2p5 🇩🇪","2","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:08:17.000Z","2306"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_2","0.46000120169303627","15","TabPFN-v2 🤯","2","ft","","n306","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:02:33.000Z","2325"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_2","0.48186482531375496","15","TabM Ⓜ️","2","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:59:09.000Z","2247"
"cat_REG_TEXT_MERCARI_MARKETPLACE_2","0.4821547083632427","15","CatBoost 😸","2","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:55:29.000Z","2370"
"light_REG_TEXT_MERCARI_MARKETPLACE_2","0.457077597656217","15","LightGBM 💡","2","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:52:45.000Z","2243"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_1","0.4382102919025946","15","TabPFN-v2p5 🇩🇪","1","ft","","n306","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:46:47.000Z","2651"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_1","0.40392190619989565","15","TabPFN-v2 🤯","1","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:40:43.000Z","2663"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_1","0.4360731544274743","15","TabM Ⓜ️","1","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:29:25.000Z","2098"
"cat_REG_TEXT_MERCARI_MARKETPLACE_1","0.4123144895887949","15","CatBoost 😸","1","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:15:06.000Z","2106"
"light_REG_TEXT_MERCARI_MARKETPLACE_1","0.4008488589917871","15","LightGBM 💡","1","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:10:08.000Z","2091"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_0","0.4693173738611309","15","TabPFN-v2p5 🇩🇪","0","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:05:55.000Z","3150"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_0","0.4369854310855529","15","TabPFN-v2 🤯","0","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:03:29.000Z","3165"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_0","0.4636467015528198","15","TabM Ⓜ️","0","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:02:15.000Z","3011"
"cat_REG_TEXT_MERCARI_MARKETPLACE_0","0.4579425887608905","15","CatBoost 😸","0","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:00:14.000Z","3033"
"light_REG_TEXT_MERCARI_MARKETPLACE_0","0.4384444430009597","15","LightGBM 💡","0","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-12T23:45:36.000Z","3007"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_4","0.8416707850367287","15","TabPFN-v2p5 🇩🇪","4","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T23:36:11.000Z","1690"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_4","0.8416262723235997","15","TabPFN-v2 🤯","4","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T23:33:08.000Z","1694"
"tabm_REG_TEXT_BOOK_READABILITY_4","0.84468796301803","15","TabM Ⓜ️","4","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T23:29:58.000Z","1928"
"cat_REG_TEXT_BOOK_READABILITY_4","0.841563492986621","15","CatBoost 😸","4","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T23:27:51.000Z","1939"
"light_REG_TEXT_BOOK_READABILITY_4","0.8434918658620657","15","LightGBM 💡","4","ft","","n306","REG_TEXT_BOOK_READABILITY","2026-04-12T23:25:39.000Z","1906"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_3","0.8309166252098938","15","TabPFN-v2p5 🇩🇪","3","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T23:23:34.000Z","2392"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_3","0.8268457611736313","15","TabPFN-v2 🤯","3","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T23:21:21.000Z","2400"
"tabm_REG_TEXT_BOOK_READABILITY_3","0.8314277765458613","15","TabM Ⓜ️","3","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T23:12:38.000Z","1645"
"cat_REG_TEXT_BOOK_READABILITY_3","0.834297392928961","15","CatBoost 😸","3","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:57:46.000Z","1658"
"light_REG_TEXT_BOOK_READABILITY_3","0.8233446589197834","15","LightGBM 💡","3","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:51:48.000Z","1664"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_2","0.864294150197904","15","TabPFN-v2p5 🇩🇪","2","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:45:46.000Z","2316"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_2","0.858666982261846","15","TabPFN-v2 🤯","2","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:42:28.000Z","2325"
"tabm_REG_TEXT_BOOK_READABILITY_2","0.8407595586879775","15","TabM Ⓜ️","2","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:39:20.000Z","2958"
"cat_REG_TEXT_BOOK_READABILITY_2","0.8451076376189125","15","CatBoost 😸","2","ft","","n306","REG_TEXT_BOOK_READABILITY","2026-04-12T22:34:39.000Z","2999"
"light_REG_TEXT_BOOK_READABILITY_2","0.8568047167920533","15","LightGBM 💡","2","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:33:44.000Z","2961"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_1","0.8341129120515853","15","TabPFN-v2p5 🇩🇪","1","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:29:56.000Z","2024"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_1","0.8377940104563297","15","TabPFN-v2 🤯","1","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:20:10.000Z","2032"
"tabm_REG_TEXT_BOOK_READABILITY_1","0.8011712491567121","15","TabM Ⓜ️","1","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:14:05.000Z","1510"
"cat_REG_TEXT_BOOK_READABILITY_1","0.7902266319344059","15","CatBoost 😸","1","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:08:15.000Z","1524"
"light_REG_TEXT_BOOK_READABILITY_1","0.7671605664557648","15","LightGBM 💡","1","ft","","n306","REG_TEXT_BOOK_READABILITY","2026-04-12T22:06:06.000Z","1516"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_0","0.8314704660979875","15","TabPFN-v2p5 🇩🇪","0","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:04:05.000Z","2456"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_0","0.8261130737528696","15","TabPFN-v2 🤯","0","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:00:07.000Z","2396"
"tabm_REG_TEXT_BOOK_READABILITY_0","0.8010954243922787","15","TabM Ⓜ️","0","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T21:59:13.000Z","1839"
"cat_REG_TEXT_BOOK_READABILITY_0","0.8140790935473378","15","CatBoost 😸","0","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T21:56:07.000Z","1873"
"light_REG_TEXT_BOOK_READABILITY_0","0.8175906433176809","15","LightGBM 💡","0","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T21:45:58.000Z","1838"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_4","0.5363630903997261","15","TabPFN-v2p5 🇩🇪","4","ft","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:40:53.000Z","1601"
"tabpfnv2_REG_TEXT_BOOK_PRICE_4","0.5115746643112811","15","TabPFN-v2 🤯","4","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:36:51.000Z","1628"
"tabm_REG_TEXT_BOOK_PRICE_4","0.5444271918502226","15","TabM Ⓜ️","4","ft","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:34:50.000Z","1456"
"cat_REG_TEXT_BOOK_PRICE_4","0.5478404753505699","15","CatBoost 😸","4","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:30:18.000Z","1472"
"light_REG_TEXT_BOOK_PRICE_4","0.5304660697525947","15","LightGBM 💡","4","ft","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:27:25.000Z","1452"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_3","0.5618101943525975","15","TabPFN-v2p5 🇩🇪","3","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:24:31.000Z","2117"
"tabpfnv2_REG_TEXT_BOOK_PRICE_3","0.529354924475038","15","TabPFN-v2 🤯","3","ft","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:22:28.000Z","2120"
"tabm_REG_TEXT_BOOK_PRICE_3","0.5568288170401761","15","TabM Ⓜ️","3","ft","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:20:55.000Z","1196"
"cat_REG_TEXT_BOOK_PRICE_3","0.5538353010927353","15","CatBoost 😸","3","ft","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:16:16.000Z","1184"
"light_REG_TEXT_BOOK_PRICE_3","0.546727435279019","15","LightGBM 💡","3","ft","","n306","REG_TEXT_BOOK_PRICE","2026-04-12T21:14:04.000Z","1197"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_2","0.5588795457211554","15","TabPFN-v2p5 🇩🇪","2","ft","","n306","REG_TEXT_BOOK_PRICE","2026-04-12T21:09:17.000Z","1342"
"tabpfnv2_REG_TEXT_BOOK_PRICE_2","0.5310183194232222","15","TabPFN-v2 🤯","2","ft","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:04:47.000Z","1351"
"tabm_REG_TEXT_BOOK_PRICE_2","0.535105828057225","15","TabM Ⓜ️","2","ft","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:01:26.000Z","1197"
"cat_REG_TEXT_BOOK_PRICE_2","0.5550683250555564","15","CatBoost 😸","2","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:59:11.000Z","1176"
"light_REG_TEXT_BOOK_PRICE_2","0.5473349042150282","15","LightGBM 💡","2","ft","","n306","REG_TEXT_BOOK_PRICE","2026-04-12T20:54:34.000Z","1164"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_1","0.5450311518222918","15","TabPFN-v2p5 🇩🇪","1","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:52:09.000Z","1814"
"tabpfnv2_REG_TEXT_BOOK_PRICE_1","0.525629325432139","15","TabPFN-v2 🤯","1","ft","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T20:49:35.000Z","1800"
"tabm_REG_TEXT_BOOK_PRICE_1","0.5734928603410248","15","TabM Ⓜ️","1","ft","","n306","REG_TEXT_BOOK_PRICE","2026-04-12T20:45:51.000Z","1399"
"cat_REG_TEXT_BOOK_PRICE_1","0.5716070076191047","15","CatBoost 😸","1","ft","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T20:41:07.000Z","1416"
"light_REG_TEXT_BOOK_PRICE_1","0.5463542307426494","15","LightGBM 💡","1","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:35:57.000Z","1391"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_0","0.5635447128694739","15","TabPFN-v2p5 🇩🇪","0","ft","","n306","REG_TEXT_BOOK_PRICE","2026-04-12T20:30:00.000Z","1283"
"tabpfnv2_REG_TEXT_BOOK_PRICE_0","0.5403789795743947","15","TabPFN-v2 🤯","0","ft","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T20:28:06.000Z","1283"
"tabm_REG_TEXT_BOOK_PRICE_0","0.546986463434094","15","TabM Ⓜ️","0","ft","","n306","REG_TEXT_BOOK_PRICE","2026-04-12T20:26:15.000Z","1169"
"cat_REG_TEXT_BOOK_PRICE_0","0.5682052160809733","15","CatBoost 😸","0","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:22:06.000Z","1262"
"light_REG_TEXT_BOOK_PRICE_0","0.5430506761230234","15","LightGBM 💡","0","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:16:32.000Z","1160"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_4","0.9107427446126798","15","TabPFN-v2p5 🇩🇪","4","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T20:14:04.000Z","2779"
"tabpfnv2_REG_TEXT_BABIES_PRICES_4","0.8906196049874243","15","TabPFN-v2 🤯","4","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T20:04:35.000Z","2783"
"tabm_REG_TEXT_BABIES_PRICES_4","0.8670868488927428","15","TabM Ⓜ️","4","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T19:57:43.000Z","1819"
"cat_REG_TEXT_BABIES_PRICES_4","0.8628461606121369","15","CatBoost 😸","4","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:54:21.000Z","1831"
"light_REG_TEXT_BABIES_PRICES_4","0.852547716364767","15","LightGBM 💡","4","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:45:45.000Z","1864"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_3","0.926562094011168","15","TabPFN-v2p5 🇩🇪","3","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:42:13.000Z","2779"
"tabpfnv2_REG_TEXT_BABIES_PRICES_3","0.902045733688972","15","TabPFN-v2 🤯","3","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T19:37:19.000Z","2787"
"tabm_REG_TEXT_BABIES_PRICES_3","0.8808647392855689","15","TabM Ⓜ️","3","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T19:32:40.000Z","2524"
"cat_REG_TEXT_BABIES_PRICES_3","0.8845015010343298","15","CatBoost 😸","3","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T19:29:56.000Z","2642"
"light_REG_TEXT_BABIES_PRICES_3","0.8394528695984598","15","LightGBM 💡","3","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T19:21:28.000Z","2516"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_2","0.906124066158996","15","TabPFN-v2p5 🇩🇪","2","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T19:09:52.000Z","2782"
"tabpfnv2_REG_TEXT_BABIES_PRICES_2","0.9046353759371764","15","TabPFN-v2 🤯","2","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:04:13.000Z","2782"
"tabm_REG_TEXT_BABIES_PRICES_2","0.887784599463536","15","TabM Ⓜ️","2","ft","","n306","REG_TEXT_BABIES_PRICES","2026-04-12T18:58:24.000Z","2530"
"cat_REG_TEXT_BABIES_PRICES_2","0.8808557130350521","15","CatBoost 😸","2","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:54:30.000Z","2543"
"light_REG_TEXT_BABIES_PRICES_2","0.867630125887776","15","LightGBM 💡","2","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:49:44.000Z","2513"
"light_REG_TEXT_BABIES_PRICES_1","0.9148275090278818","15","LightGBM 💡","1","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T18:45:11.000Z","2512"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_1","0.9554771596220564","15","TabPFN-v2p5 🇩🇪","1","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T18:43:03.000Z","2780"
"tabpfnv2_REG_TEXT_BABIES_PRICES_1","0.934741366098512","15","TabPFN-v2 🤯","1","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T18:34:59.000Z","2782"
"tabm_REG_TEXT_BABIES_PRICES_1","0.9340615756973216","15","TabM Ⓜ️","1","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T18:27:22.000Z","2545"
"cat_REG_TEXT_BABIES_PRICES_1","0.9344481814213002","15","CatBoost 😸","1","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:20:43.000Z","2550"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_0","0.9297987861080612","15","TabPFN-v2p5 🇩🇪","0","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:08:05.000Z","2779"
"tabpfnv2_REG_TEXT_BABIES_PRICES_0","0.9118725320378296","15","TabPFN-v2 🤯","0","ft","","n306","REG_TEXT_BABIES_PRICES","2026-04-12T18:05:18.000Z","2786"
"tabm_REG_TEXT_BABIES_PRICES_0","0.9035955541621375","15","TabM Ⓜ️","0","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:03:40.000Z","2551"
"cat_REG_TEXT_BABIES_PRICES_0","0.8945825846857293","15","CatBoost 😸","0","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T18:00:02.000Z","2543"
"light_REG_TEXT_BABIES_PRICES_0","0.8731099876498681","15","LightGBM 💡","0","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T17:56:39.000Z","2512"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.910641131500625","15","TabPFN-v2p5 🇩🇪","4","ft","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:52:48.000Z","1721"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9107289628974355","15","TabPFN-v2 🤯","4","ft","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:49:56.000Z","1721"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9096911922682428","15","TabM Ⓜ️","4","ft","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:49:09.000Z","1126"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9071129841074672","15","CatBoost 😸","4","ft","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:46:37.000Z","1064"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9013996023608224","15","LightGBM 💡","4","ft","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:43:49.000Z","989"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9082482155941086","15","TabPFN-v2p5 🇩🇪","3","ft","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:38:44.000Z","1146"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.907878822315432","15","TabPFN-v2 🤯","3","ft","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:36:48.000Z","1149"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9065211197807068","15","TabM Ⓜ️","3","ft","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:33:47.000Z","941"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9050822816123244","15","CatBoost 😸","3","ft","","n306","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:30:52.000Z","1096"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.8962810376562533","15","LightGBM 💡","3","ft","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:28:55.000Z","958"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9182065154730564","15","TabPFN-v2p5 🇩🇪","2","ft","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:27:03.000Z","1206"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.918779037701652","15","TabPFN-v2 🤯","2","ft","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:23:36.000Z","1205"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9171746156992424","15","TabM Ⓜ️","2","ft","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:21:03.000Z","941"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9154810765121888","15","CatBoost 😸","2","ft","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:17:03.000Z","970"
