lea"Name","test_score","pca_components","model","fold","multimodal_state","User","Hostname","dataset_name","Created"
"light_REG_TEXT_MONTGOMERY_SALARIES_3","0.9752923905779372","15","LightGBM 💡","3","all","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:50:08.000Z"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_2","0.9879138284134388","15","TabPFN-v2p5 🇩🇪","2","all","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:45:57.000Z"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_2","0.9696464106790934","15","TabPFN-v2 🤯","2","all","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:43:09.000Z"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_2","0.9853811873059148","15","TabM Ⓜ️","2","all","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:41:35.000Z"
"cat_REG_TEXT_MONTGOMERY_SALARIES_2","0.9753110638357252","15","CatBoost 😸","2","all","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:39:43.000Z"
"light_REG_TEXT_MONTGOMERY_SALARIES_2","0.9702585439059276","15","LightGBM 💡","2","all","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:16:23.000Z"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_1","0.9632001020634862","15","TabPFN-v2p5 🇩🇪","1","all","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:06:49.000Z"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_1","0.9609546314778952","15","TabPFN-v2 🤯","1","all","","n306","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:01:54.000Z"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_1","0.9565314657895188","15","TabM Ⓜ️","1","all","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:57:55.000Z"
"cat_REG_TEXT_MONTGOMERY_SALARIES_1","0.954203402546142","15","CatBoost 😸","1","all","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:56:08.000Z"
"light_REG_TEXT_MONTGOMERY_SALARIES_1","0.9531069283725988","15","LightGBM 💡","1","all","","n306","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:53:17.000Z"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_0","0.986477259307508","15","TabPFN-v2p5 🇩🇪","0","all","","n306","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:49:16.000Z"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_0","0.9839227912341728","15","TabPFN-v2 🤯","0","all","","n306","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:45:00.000Z"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_0","0.9820867490417432","15","TabM Ⓜ️","0","all","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:39:47.000Z"
"cat_REG_TEXT_MONTGOMERY_SALARIES_0","0.9820867077064708","15","CatBoost 😸","0","all","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:27:32.000Z"
"light_REG_TEXT_MONTGOMERY_SALARIES_0","0.977783117989088","15","LightGBM 💡","0","all","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:22:24.000Z"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_4","0.4795540124126889","15","TabPFN-v2p5 🇩🇪","4","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T02:15:16.000Z"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_4","0.4476401165192697","15","TabPFN-v2 🤯","4","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T02:08:06.000Z"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_4","0.45711027572653806","15","TabM Ⓜ️","4","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:59:07.000Z"
"cat_REG_TEXT_MERCARI_MARKETPLACE_4","0.44779642546608744","15","CatBoost 😸","4","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:50:34.000Z"
"light_REG_TEXT_MERCARI_MARKETPLACE_4","0.4257863975606237","15","LightGBM 💡","4","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:45:28.000Z"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_3","0.43433311669899966","15","TabPFN-v2p5 🇩🇪","3","all","","n306","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:41:22.000Z"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_3","0.39297278115060896","15","TabPFN-v2 🤯","3","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:36:40.000Z"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_3","0.4044143216120111","15","TabM Ⓜ️","3","all","","n306","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:32:19.000Z"
"cat_REG_TEXT_MERCARI_MARKETPLACE_3","0.395686445109644","15","CatBoost 😸","3","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:28:54.000Z"
"light_REG_TEXT_MERCARI_MARKETPLACE_3","0.3809274588442618","15","LightGBM 💡","3","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:12:28.000Z"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_2","0.4782157583382006","15","TabPFN-v2p5 🇩🇪","2","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:05:19.000Z"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_2","0.4188672220031101","15","TabPFN-v2 🤯","2","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:00:58.000Z"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_2","0.44208551714480226","15","TabM Ⓜ️","2","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:57:30.000Z"
"cat_REG_TEXT_MERCARI_MARKETPLACE_2","0.4440136935134854","15","CatBoost 😸","2","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:53:33.000Z"
"light_REG_TEXT_MERCARI_MARKETPLACE_2","0.4061474955576174","15","LightGBM 💡","2","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:50:53.000Z"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_1","0.4350806456820522","15","TabPFN-v2p5 🇩🇪","1","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:45:07.000Z"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_1","0.38731245970641426","15","TabPFN-v2 🤯","1","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:35:49.000Z"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_1","0.4050085553199597","15","TabM Ⓜ️","1","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:22:43.000Z"
"cat_REG_TEXT_MERCARI_MARKETPLACE_1","0.4069100729132862","15","CatBoost 😸","1","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:12:16.000Z"
"light_REG_TEXT_MERCARI_MARKETPLACE_1","0.3772075117560053","15","LightGBM 💡","1","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:08:11.000Z"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_0","0.4631428246883203","15","TabPFN-v2p5 🇩🇪","0","all","","n306","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:04:39.000Z"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_0","0.41607813372231395","15","TabPFN-v2 🤯","0","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:02:44.000Z"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_0","0.43554420911650416","15","TabM Ⓜ️","0","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:01:29.000Z"
"cat_REG_TEXT_MERCARI_MARKETPLACE_0","0.4259270219859722","15","CatBoost 😸","0","all","","n306","REG_TEXT_MERCARI_MARKETPLACE","2026-04-12T23:57:31.000Z"
"light_REG_TEXT_MERCARI_MARKETPLACE_0","0.40382001370194986","15","LightGBM 💡","0","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-12T23:38:38.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_4","0.8362861042154985","15","TabPFN-v2p5 🇩🇪","4","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T23:34:03.000Z"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_4","0.8311483577704714","15","TabPFN-v2 🤯","4","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T23:30:33.000Z"
"tabm_REG_TEXT_BOOK_READABILITY_4","0.8329135412664822","15","TabM Ⓜ️","4","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T23:28:41.000Z"
"cat_REG_TEXT_BOOK_READABILITY_4","0.8368230815570226","15","CatBoost 😸","4","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T23:26:19.000Z"
"light_REG_TEXT_BOOK_READABILITY_4","0.8184656662540559","15","LightGBM 💡","4","all","","n306","REG_TEXT_BOOK_READABILITY","2026-04-12T23:24:42.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_3","0.8335429796657382","15","TabPFN-v2p5 🇩🇪","3","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T23:23:00.000Z"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_3","0.8249709512933033","15","TabPFN-v2 🤯","3","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T23:19:31.000Z"
"tabm_REG_TEXT_BOOK_READABILITY_3","0.8332470174021771","15","TabM Ⓜ️","3","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T23:05:02.000Z"
"cat_REG_TEXT_BOOK_READABILITY_3","0.8137663408817599","15","CatBoost 😸","3","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:54:06.000Z"
"light_REG_TEXT_BOOK_READABILITY_3","0.8153015931177664","15","LightGBM 💡","3","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:47:25.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_2","0.8421877030229832","15","TabPFN-v2p5 🇩🇪","2","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:44:07.000Z"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_2","0.8354165755904288","15","TabPFN-v2 🤯","2","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:40:37.000Z"
"tabm_REG_TEXT_BOOK_READABILITY_2","0.8165235156990479","15","TabM Ⓜ️","2","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:38:53.000Z"
"cat_REG_TEXT_BOOK_READABILITY_2","0.8280595219216405","15","CatBoost 😸","2","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:34:15.000Z"
"light_REG_TEXT_BOOK_READABILITY_2","0.8139819586922485","15","LightGBM 💡","2","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:30:51.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_1","0.8337327146311179","15","TabPFN-v2p5 🇩🇪","1","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:27:27.000Z"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_1","0.8339322774716157","15","TabPFN-v2 🤯","1","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:16:41.000Z"
"tabm_REG_TEXT_BOOK_READABILITY_1","0.806055676965868","15","TabM Ⓜ️","1","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:10:20.000Z"
"cat_REG_TEXT_BOOK_READABILITY_1","0.8049950957964609","15","CatBoost 😸","1","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:06:56.000Z"
"light_REG_TEXT_BOOK_READABILITY_1","0.7905590018790617","15","LightGBM 💡","1","all","","n306","REG_TEXT_BOOK_READABILITY","2026-04-12T22:04:44.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_0","0.8100004734938832","15","TabPFN-v2p5 🇩🇪","0","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:01:43.000Z"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_0","0.8032360687306959","15","TabPFN-v2 🤯","0","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T21:59:52.000Z"
"tabm_REG_TEXT_BOOK_READABILITY_0","0.7949298257826656","15","TabM Ⓜ️","0","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T21:57:54.000Z"
"cat_REG_TEXT_BOOK_READABILITY_0","0.7795110112833572","15","CatBoost 😸","0","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T21:52:22.000Z"
"light_REG_TEXT_BOOK_READABILITY_0","0.7745991633362804","15","LightGBM 💡","0","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T21:42:50.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_4","0.49222306481183953","15","TabPFN-v2p5 🇩🇪","4","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:39:26.000Z"
"tabpfnv2_REG_TEXT_BOOK_PRICE_4","0.42651449247426865","15","TabPFN-v2 🤯","4","all","","n306","REG_TEXT_BOOK_PRICE","2026-04-12T21:35:17.000Z"
"tabm_REG_TEXT_BOOK_PRICE_4","0.4314851817355969","15","TabM Ⓜ️","4","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:31:58.000Z"
"cat_REG_TEXT_BOOK_PRICE_4","0.4703704040707742","15","CatBoost 😸","4","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:28:23.000Z"
"light_REG_TEXT_BOOK_PRICE_4","0.4347261114441294","15","LightGBM 💡","4","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:25:35.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_3","0.5055361425135594","15","TabPFN-v2p5 🇩🇪","3","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:23:28.000Z"
"tabpfnv2_REG_TEXT_BOOK_PRICE_3","0.42741029053748814","15","TabPFN-v2 🤯","3","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:21:32.000Z"
"tabm_REG_TEXT_BOOK_PRICE_3","0.4744691244551099","15","TabM Ⓜ️","3","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:19:35.000Z"
"cat_REG_TEXT_BOOK_PRICE_3","0.47045373952769354","15","CatBoost 😸","3","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:14:31.000Z"
"light_REG_TEXT_BOOK_PRICE_3","0.43690244245921783","15","LightGBM 💡","3","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:11:02.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_2","0.5376774739661767","15","TabPFN-v2p5 🇩🇪","2","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:07:23.000Z"
"tabpfnv2_REG_TEXT_BOOK_PRICE_2","0.4972727901406674","15","TabPFN-v2 🤯","2","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:03:37.000Z"
"tabm_REG_TEXT_BOOK_PRICE_2","0.5152504797847368","15","TabM Ⓜ️","2","all","","n306","REG_TEXT_BOOK_PRICE","2026-04-12T21:00:14.000Z"
"cat_REG_TEXT_BOOK_PRICE_2","0.49784099362783096","15","CatBoost 😸","2","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T20:56:34.000Z"
"light_REG_TEXT_BOOK_PRICE_2","0.46879023442365664","15","LightGBM 💡","2","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:53:21.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_1","0.548890045347209","15","TabPFN-v2p5 🇩🇪","1","all","","n306","REG_TEXT_BOOK_PRICE","2026-04-12T20:51:31.000Z"
"tabpfnv2_REG_TEXT_BOOK_PRICE_1","0.4640490983456276","15","TabPFN-v2 🤯","1","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:48:44.000Z"
"tabm_REG_TEXT_BOOK_PRICE_1","0.5287655013250947","15","TabM Ⓜ️","1","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:43:16.000Z"
"cat_REG_TEXT_BOOK_PRICE_1","0.5345018430742993","15","CatBoost 😸","1","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T20:37:53.000Z"
"light_REG_TEXT_BOOK_PRICE_1","0.4723473713957159","15","LightGBM 💡","1","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:33:09.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_0","0.5536150724186645","15","TabPFN-v2p5 🇩🇪","0","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T20:28:56.000Z"
"tabpfnv2_REG_TEXT_BOOK_PRICE_0","0.5000579930313462","15","TabPFN-v2 🤯","0","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T20:26:51.000Z"
"tabm_REG_TEXT_BOOK_PRICE_0","0.5143275886816676","15","TabM Ⓜ️","0","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T20:23:53.000Z"
"cat_REG_TEXT_BOOK_PRICE_0","0.4926641058009211","15","CatBoost 😸","0","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:18:27.000Z"
"light_REG_TEXT_BOOK_PRICE_0","0.4653286606821636","15","LightGBM 💡","0","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:14:58.000Z"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_4","0.8911831396267353","15","TabPFN-v2p5 🇩🇪","4","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T20:08:41.000Z"
"tabpfnv2_REG_TEXT_BABIES_PRICES_4","0.8759156783174888","15","TabPFN-v2 🤯","4","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T20:01:43.000Z"
"tabm_REG_TEXT_BABIES_PRICES_4","0.8379521626897227","15","TabM Ⓜ️","4","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T19:56:17.000Z"
"cat_REG_TEXT_BABIES_PRICES_4","0.8280057076039026","15","CatBoost 😸","4","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:50:41.000Z"
"light_REG_TEXT_BABIES_PRICES_4","0.7984503430331683","15","LightGBM 💡","4","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T19:43:20.000Z"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_3","0.8957262923011508","15","TabPFN-v2p5 🇩🇪","3","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:39:46.000Z"
"tabpfnv2_REG_TEXT_BABIES_PRICES_3","0.8712173364484435","15","TabPFN-v2 🤯","3","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T19:34:53.000Z"
"tabm_REG_TEXT_BABIES_PRICES_3","0.909986318488662","15","TabM Ⓜ️","3","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:31:40.000Z"
"cat_REG_TEXT_BABIES_PRICES_3","0.8697126275479092","15","CatBoost 😸","3","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T19:27:09.000Z"
"light_REG_TEXT_BABIES_PRICES_3","0.8437984504417508","15","LightGBM 💡","3","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T19:11:08.000Z"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_2","0.8952555818607213","15","TabPFN-v2p5 🇩🇪","2","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:06:05.000Z"
"tabpfnv2_REG_TEXT_BABIES_PRICES_2","0.896096983662645","15","TabPFN-v2 🤯","2","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:00:38.000Z"
"tabm_REG_TEXT_BABIES_PRICES_2","0.8853445233665185","15","TabM Ⓜ️","2","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:57:30.000Z"
"cat_REG_TEXT_BABIES_PRICES_2","0.8419987861267222","15","CatBoost 😸","2","all","","n306","REG_TEXT_BABIES_PRICES","2026-04-12T18:51:47.000Z"
"light_REG_TEXT_BABIES_PRICES_2","0.8133232323206014","15","LightGBM 💡","2","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:46:19.000Z"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_1","0.9494825848838024","15","TabPFN-v2p5 🇩🇪","1","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T18:40:15.000Z"
"tabpfnv2_REG_TEXT_BABIES_PRICES_1","0.9372432047890544","15","TabPFN-v2 🤯","1","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T18:29:28.000Z"
"tabm_REG_TEXT_BABIES_PRICES_1","0.9222651163080664","15","TabM Ⓜ️","1","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T18:24:37.000Z"
"cat_REG_TEXT_BABIES_PRICES_1","0.9067982482498398","15","CatBoost 😸","1","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:17:55.000Z"
"light_REG_TEXT_BABIES_PRICES_1","0.8864466095097117","15","LightGBM 💡","1","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:10:36.000Z"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_0","0.9100417093366348","15","TabPFN-v2p5 🇩🇪","0","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:07:04.000Z"
"tabpfnv2_REG_TEXT_BABIES_PRICES_0","0.8974382851033532","15","TabPFN-v2 🤯","0","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:04:27.000Z"
"tabm_REG_TEXT_BABIES_PRICES_0","0.8632596966341936","15","TabM Ⓜ️","0","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T18:01:32.000Z"
"cat_REG_TEXT_BABIES_PRICES_0","0.8648056097120148","15","CatBoost 😸","0","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T17:58:00.000Z"
"light_REG_TEXT_BABIES_PRICES_0","0.8314746893080601","15","LightGBM 💡","0","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T17:55:44.000Z"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9048387200182024","15","TabPFN-v2p5 🇩🇪","4","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:52:34.000Z"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9040174520515458","15","TabPFN-v2 🤯","4","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:49:33.000Z"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9032246876739513","15","TabM Ⓜ️","4","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:48:17.000Z"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.8992349035773678","15","CatBoost 😸","4","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:46:04.000Z"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.8942029964499978","15","LightGBM 💡","4","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:40:45.000Z"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9047930360780738","15","TabPFN-v2p5 🇩🇪","3","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:37:34.000Z"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9030574920828948","15","TabPFN-v2 🤯","3","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:34:16.000Z"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.903248260837455","15","TabM Ⓜ️","3","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:32:38.000Z"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.897889825341411","15","CatBoost 😸","3","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:30:32.000Z"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.8942955170042911","15","LightGBM 💡","3","all","","n306","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:28:14.000Z"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9131058686063838","15","TabPFN-v2p5 🇩🇪","2","all","","n306","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:25:26.000Z"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9121155487835728","15","TabPFN-v2 🤯","2","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:22:05.000Z"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9113519695549264","15","TabM Ⓜ️","2","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:19:22.000Z"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9082976427560542","15","CatBoost 😸","2","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:16:19.000Z"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9005516077305472","15","LightGBM 💡","2","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:14:26.000Z"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.906516915006686","15","TabPFN-v2p5 🇩🇪","1","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:12:03.000Z"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9074102443413116","15","TabPFN-v2 🤯","1","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:10:34.000Z"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9055775138500703","15","TabM Ⓜ️","1","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:07:30.000Z"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9002397455917194","15","CatBoost 😸","1","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:02:45.000Z"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.8954017406799883","15","LightGBM 💡","1","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T16:58:35.000Z"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9081401387183204","15","TabPFN-v2p5 🇩🇪","0","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T16:55:21.000Z"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.907007633203017","15","TabPFN-v2 🤯","0","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T16:52:22.000Z"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9064053314518123","15","TabM Ⓜ️","0","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T16:47:44.000Z"
