"Name","test_score","fold","model","multimodal_state","dataset","Created","no_pca"
"light_MUL_TEXT_SPOTIFY_GENRES_1","0.8751258434109649","1","LightGBM 💡","all","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T13:53:29.000Z","true"
"cat_MUL_TEXT_SPOTIFY_GENRES_1","0.9598664845098508","1","CatBoost 😸","ft","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T13:51:50.000Z","true"
"cat_MUL_TEXT_SPOTIFY_GENRES_1","0.9570519632861691","1","CatBoost 😸","all","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T13:48:40.000Z","true"
"light_MUL_TEXT_SPOTIFY_GENRES_0","0.8962367249922472","0","LightGBM 💡","ft","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T13:45:22.000Z","true"
"light_MUL_TEXT_SPOTIFY_GENRES_0","0.8833895972869602","0","LightGBM 💡","all","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T13:44:31.000Z","true"
"cat_MUL_TEXT_SPOTIFY_GENRES_0","0.9634783408478548","0","CatBoost 😸","ft","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T13:39:46.000Z","true"
"cat_MUL_TEXT_SPOTIFY_GENRES_0","0.9623891044754852","0","CatBoost 😸","all","MUL_TEXT_SPOTIFY_GENRES","2026-04-15T13:39:14.000Z","true"
"light_MUL_TEXT_PRODUCT_SENTIMENT_4","0.9020708392072494","4","LightGBM 💡","ft","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:38:07.000Z","true"
"light_MUL_TEXT_PRODUCT_SENTIMENT_4","0.8535160842098918","4","LightGBM 💡","all","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:37:13.000Z","true"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_4","0.9201675507273772","4","CatBoost 😸","ft","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:36:40.000Z","true"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_4","0.9127727220275236","4","CatBoost 😸","all","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:35:53.000Z","true"
"light_MUL_TEXT_PRODUCT_SENTIMENT_3","0.9121271603509872","3","LightGBM 💡","ft","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:35:22.000Z","true"
"light_MUL_TEXT_PRODUCT_SENTIMENT_3","0.8877604308141512","3","LightGBM 💡","all","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:34:43.000Z","true"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_3","0.932178200119442","3","CatBoost 😸","ft","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:33:45.000Z","true"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_3","0.8745272554760692","3","CatBoost 😸","all","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:33:35.000Z","true"
"light_MUL_TEXT_PRODUCT_SENTIMENT_2","0.8851220070410437","2","LightGBM 💡","ft","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:33:25.000Z","true"
"light_MUL_TEXT_PRODUCT_SENTIMENT_2","0.9093529162124928","2","LightGBM 💡","all","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:32:16.000Z","true"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_2","0.9139993557986816","2","CatBoost 😸","ft","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:30:15.000Z","true"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_2","0.9123623560268692","2","CatBoost 😸","all","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:28:49.000Z","true"
"light_MUL_TEXT_PRODUCT_SENTIMENT_1","0.928963917381976","1","LightGBM 💡","ft","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:27:57.000Z","true"
"light_MUL_TEXT_PRODUCT_SENTIMENT_1","0.8868392379665375","1","LightGBM 💡","all","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:27:40.000Z","true"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_1","0.9239324100452374","1","CatBoost 😸","ft","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:27:12.000Z","true"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_1","0.9183469215155452","1","CatBoost 😸","all","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:24:23.000Z","true"
"light_MUL_TEXT_PRODUCT_SENTIMENT_0","0.8722614328141316","0","LightGBM 💡","ft","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:24:09.000Z","true"
"light_MUL_TEXT_PRODUCT_SENTIMENT_0","0.8927797833060167","0","LightGBM 💡","all","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:23:19.000Z","true"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_0","0.9101018254451984","0","CatBoost 😸","ft","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:21:38.000Z","true"
"cat_MUL_TEXT_PRODUCT_SENTIMENT_0","0.8794561450908154","0","CatBoost 😸","all","MUL_TEXT_PRODUCT_SENTIMENT","2026-04-15T13:20:18.000Z","true"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.803098377030884","4","LightGBM 💡","ft","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T13:18:41.000Z","true"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.7975525801535882","4","LightGBM 💡","all","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T13:16:07.000Z","true"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.8346758492278793","4","CatBoost 😸","ft","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T13:15:33.000Z","true"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_4","0.8276666104382105","4","CatBoost 😸","all","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T13:14:41.000Z","true"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8063695680108603","3","LightGBM 💡","ft","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T13:14:17.000Z","true"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.7932421861857838","3","LightGBM 💡","all","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T13:13:21.000Z","true"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8297692856116452","3","CatBoost 😸","ft","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T13:10:50.000Z","true"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_3","0.8212516593026292","3","CatBoost 😸","all","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T13:08:37.000Z","true"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8045397364806745","2","LightGBM 💡","ft","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T13:08:24.000Z","true"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.793915291968114","2","LightGBM 💡","all","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T13:07:54.000Z","true"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8307794378505656","2","CatBoost 😸","ft","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T13:07:41.000Z","true"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_2","0.8189406560233455","2","CatBoost 😸","all","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T13:07:35.000Z","true"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.8019240357686055","1","LightGBM 💡","ft","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T13:06:28.000Z","true"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.7892764192054887","1","LightGBM 💡","all","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T13:06:24.000Z","true"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.823924814930942","1","CatBoost 😸","ft","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T13:01:44.000Z","true"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_1","0.8110084378897621","1","CatBoost 😸","all","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T13:00:53.000Z","true"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.7983749380693861","0","LightGBM 💡","ft","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T12:59:32.000Z","true"
"light_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.7907265652013847","0","LightGBM 💡","all","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T12:59:27.000Z","true"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8227390977908521","0","CatBoost 😸","ft","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T12:57:19.000Z","true"
"cat_MUL_TEXT_DATA_SCIENTIST_SALARY_0","0.8162109832849985","0","CatBoost 😸","all","MUL_TEXT_DATA_SCIENTIST_SALARY","2026-04-15T12:56:05.000Z","true"
"light_BIN_TEXT_KICKSTARTER_FUNDING_4","0.7230847886029412","4","LightGBM 💡","ft","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:55:14.000Z","true"
"light_BIN_TEXT_KICKSTARTER_FUNDING_4","0.7116865808823529","4","LightGBM 💡","all","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:54:54.000Z","true"
"cat_BIN_TEXT_KICKSTARTER_FUNDING_4","0.7225103400735294","4","CatBoost 😸","ft","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:54:43.000Z","true"
"cat_BIN_TEXT_KICKSTARTER_FUNDING_4","0.7261086856617647","4","CatBoost 😸","all","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:52:35.000Z","true"
"light_BIN_TEXT_KICKSTARTER_FUNDING_3","0.7411718749999999","3","LightGBM 💡","ft","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:52:21.000Z","true"
"light_BIN_TEXT_KICKSTARTER_FUNDING_3","0.7078458180147058","3","LightGBM 💡","all","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:51:20.000Z","true"
"cat_BIN_TEXT_KICKSTARTER_FUNDING_3","0.732838924632353","3","CatBoost 😸","ft","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:50:43.000Z","true"
"cat_BIN_TEXT_KICKSTARTER_FUNDING_3","0.722018612132353","3","CatBoost 😸","all","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:48:08.000Z","true"
"light_BIN_TEXT_KICKSTARTER_FUNDING_2","0.7549149816176471","2","LightGBM 💡","ft","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:48:02.000Z","true"
"light_BIN_TEXT_KICKSTARTER_FUNDING_2","0.7304802389705883","2","LightGBM 💡","all","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:46:37.000Z","true"
"cat_BIN_TEXT_KICKSTARTER_FUNDING_2","0.7550723805147058","2","CatBoost 😸","ft","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:45:11.000Z","true"
"cat_BIN_TEXT_KICKSTARTER_FUNDING_2","0.7333318014705883","2","CatBoost 😸","all","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:44:55.000Z","true"
"light_BIN_TEXT_KICKSTARTER_FUNDING_1","0.7239636948529412","1","LightGBM 💡","ft","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:44:01.000Z","true"
"light_BIN_TEXT_KICKSTARTER_FUNDING_1","0.7004342830882353","1","LightGBM 💡","all","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:42:09.000Z","true"
"cat_BIN_TEXT_KICKSTARTER_FUNDING_1","0.7200000000000001","1","CatBoost 😸","ft","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:41:37.000Z","true"
"cat_BIN_TEXT_KICKSTARTER_FUNDING_1","0.7090245863970588","1","CatBoost 😸","all","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:41:08.000Z","true"
"light_BIN_TEXT_KICKSTARTER_FUNDING_0","0.7415062040441178","0","LightGBM 💡","ft","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:41:06.000Z","true"
"light_BIN_TEXT_KICKSTARTER_FUNDING_0","0.7080778952205882","0","LightGBM 💡","all","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:40:43.000Z","true"
"cat_BIN_TEXT_KICKSTARTER_FUNDING_0","0.7525539981617647","0","CatBoost 😸","ft","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:40:11.000Z","true"
"cat_BIN_TEXT_KICKSTARTER_FUNDING_0","0.7240211397058824","0","CatBoost 😸","all","BIN_TEXT_KICKSTARTER_FUNDING","2026-04-15T12:38:24.000Z","true"
"light_BIN_TEXT_JIGSAW_TOXICITY_4","0.9454337540809024","4","LightGBM 💡","ft","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:38:17.000Z","true"
"light_BIN_TEXT_JIGSAW_TOXICITY_4","0.8729464550707938","4","LightGBM 💡","all","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:38:08.000Z","true"
"cat_BIN_TEXT_JIGSAW_TOXICITY_4","0.94074180764329","4","CatBoost 😸","ft","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:37:58.000Z","true"
"cat_BIN_TEXT_JIGSAW_TOXICITY_4","0.8797857853663645","4","CatBoost 😸","all","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:36:34.000Z","true"
"light_BIN_TEXT_JIGSAW_TOXICITY_3","0.9308036103982262","3","LightGBM 💡","ft","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:35:45.000Z","true"
"light_BIN_TEXT_JIGSAW_TOXICITY_3","0.8181532498821558","3","LightGBM 💡","all","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:35:41.000Z","true"
"cat_BIN_TEXT_JIGSAW_TOXICITY_3","0.9438013931807469","3","CatBoost 😸","ft","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:34:52.000Z","true"
"cat_BIN_TEXT_JIGSAW_TOXICITY_3","0.8399631627647131","3","CatBoost 😸","all","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:34:27.000Z","true"
"light_BIN_TEXT_JIGSAW_TOXICITY_2","0.926015642731193","2","LightGBM 💡","ft","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:33:35.000Z","true"
"light_BIN_TEXT_JIGSAW_TOXICITY_2","0.8286021054836851","2","LightGBM 💡","all","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:33:24.000Z","true"
"cat_BIN_TEXT_JIGSAW_TOXICITY_2","0.9289268318231813","2","CatBoost 😸","ft","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:28:28.000Z","true"
"cat_BIN_TEXT_JIGSAW_TOXICITY_2","0.8261841163428132","2","CatBoost 😸","all","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:28:22.000Z","true"
"light_BIN_TEXT_JIGSAW_TOXICITY_1","0.9231480996525778","1","LightGBM 💡","ft","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:25:39.000Z","true"
"light_BIN_TEXT_JIGSAW_TOXICITY_1","0.8150805705406867","1","LightGBM 💡","all","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:25:22.000Z","true"
"cat_BIN_TEXT_JIGSAW_TOXICITY_1","0.9247848251540703","1","CatBoost 😸","ft","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:24:56.000Z","true"
"cat_BIN_TEXT_JIGSAW_TOXICITY_1","0.8224000069833621","1","CatBoost 😸","all","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:24:39.000Z","true"
"light_BIN_TEXT_JIGSAW_TOXICITY_0","0.9027304945966236","0","LightGBM 💡","ft","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:22:53.000Z","true"
"light_BIN_TEXT_JIGSAW_TOXICITY_0","0.8049808830461426","0","LightGBM 💡","all","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:22:17.000Z","true"
"cat_BIN_TEXT_JIGSAW_TOXICITY_0","0.9160032472633948","0","CatBoost 😸","ft","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:21:15.000Z","true"
"cat_BIN_TEXT_JIGSAW_TOXICITY_0","0.8124312575289374","0","CatBoost 😸","all","BIN_TEXT_JIGSAW_TOXICITY","2026-04-15T12:20:56.000Z","true"
"light_BIN_TEXT_FAKE_JOB_POSTING_4","0.913827537593985","4","LightGBM 💡","ft","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:18:59.000Z","true"
"light_BIN_TEXT_FAKE_JOB_POSTING_4","0.8854264567669172","4","LightGBM 💡","all","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:18:56.000Z","true"
"cat_BIN_TEXT_FAKE_JOB_POSTING_4","0.8950452302631579","4","CatBoost 😸","ft","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:18:35.000Z","true"
"cat_BIN_TEXT_FAKE_JOB_POSTING_4","0.8498737077067668","4","CatBoost 😸","all","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:16:55.000Z","true"
"light_BIN_TEXT_FAKE_JOB_POSTING_3","0.9251644736842106","3","LightGBM 💡","ft","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:16:50.000Z","true"
"light_BIN_TEXT_FAKE_JOB_POSTING_3","0.956296992481203","3","LightGBM 💡","all","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:16:21.000Z","true"
"cat_BIN_TEXT_FAKE_JOB_POSTING_3","0.8819754464285714","3","CatBoost 😸","ft","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:15:49.000Z","true"
"cat_BIN_TEXT_FAKE_JOB_POSTING_3","0.9308769971804512","3","CatBoost 😸","all","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:14:16.000Z","true"
"light_BIN_TEXT_FAKE_JOB_POSTING_2","0.9160303101503758","2","LightGBM 💡","ft","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:12:18.000Z","true"
"light_BIN_TEXT_FAKE_JOB_POSTING_2","0.9434915413533834","2","LightGBM 💡","all","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:12:16.000Z","true"
"cat_BIN_TEXT_FAKE_JOB_POSTING_2","0.9232847744360902","2","CatBoost 😸","ft","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:11:58.000Z","true"
"cat_BIN_TEXT_FAKE_JOB_POSTING_2","0.90382695018797","2","CatBoost 😸","all","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:10:51.000Z","true"
"light_BIN_TEXT_FAKE_JOB_POSTING_1","0.9076157189849624","1","LightGBM 💡","ft","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:10:49.000Z","true"
"light_BIN_TEXT_FAKE_JOB_POSTING_1","0.9096128994360902","1","LightGBM 💡","all","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:10:33.000Z","true"
"cat_BIN_TEXT_FAKE_JOB_POSTING_1","0.8727678571428572","1","CatBoost 😸","ft","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:08:52.000Z","true"
"cat_BIN_TEXT_FAKE_JOB_POSTING_1","0.9021528430451128","1","CatBoost 😸","all","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:07:09.000Z","true"
"light_BIN_TEXT_FAKE_JOB_POSTING_0","0.9381314614661652","0","LightGBM 💡","ft","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:06:51.000Z","true"
"light_BIN_TEXT_FAKE_JOB_POSTING_0","0.9337699718045112","0","LightGBM 💡","all","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:06:44.000Z","true"
"cat_BIN_TEXT_FAKE_JOB_POSTING_0","0.930671405075188","0","CatBoost 😸","ft","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:03:56.000Z","true"
"cat_BIN_TEXT_FAKE_JOB_POSTING_0","0.9049430216165414","0","CatBoost 😸","all","BIN_TEXT_FAKE_JOB_POSTING","2026-04-15T12:02:37.000Z","true"
"light_REG_IMAGE_PAINTING_PRICE_4","0.30065044508518857","4","LightGBM 💡","ft","REG_IMAGE_PAINTING_PRICE","2026-04-15T12:02:22.000Z","true"
"light_REG_IMAGE_PAINTING_PRICE_4","0.31114554600299305","4","LightGBM 💡","all","REG_IMAGE_PAINTING_PRICE","2026-04-15T12:01:25.000Z","true"
"cat_REG_IMAGE_PAINTING_PRICE_4","0.3294239028290884","4","CatBoost 😸","ft","REG_IMAGE_PAINTING_PRICE","2026-04-15T11:58:38.000Z","true"
"cat_REG_IMAGE_PAINTING_PRICE_4","0.3547647067944111","4","CatBoost 😸","all","REG_IMAGE_PAINTING_PRICE","2026-04-15T11:57:40.000Z","true"
"light_REG_IMAGE_PAINTING_PRICE_3","0.17445588439887327","3","LightGBM 💡","ft","REG_IMAGE_PAINTING_PRICE","2026-04-15T11:56:44.000Z","true"
"light_REG_IMAGE_PAINTING_PRICE_3","0.16120974929377208","3","LightGBM 💡","all","REG_IMAGE_PAINTING_PRICE","2026-04-15T11:54:10.000Z","true"
"cat_REG_IMAGE_PAINTING_PRICE_3","0.20799073253731248","3","CatBoost 😸","ft","REG_IMAGE_PAINTING_PRICE","2026-04-15T11:53:13.000Z","true"
"cat_REG_IMAGE_PAINTING_PRICE_3","0.20767279957249107","3","CatBoost 😸","all","REG_IMAGE_PAINTING_PRICE","2026-04-15T11:53:04.000Z","true"
"light_REG_IMAGE_PAINTING_PRICE_2","0.22509883087514823","2","LightGBM 💡","ft","REG_IMAGE_PAINTING_PRICE","2026-04-15T11:53:00.000Z","true"
"light_REG_IMAGE_PAINTING_PRICE_2","0.2347748474023612","2","LightGBM 💡","all","REG_IMAGE_PAINTING_PRICE","2026-04-15T11:52:34.000Z","true"
"cat_REG_IMAGE_PAINTING_PRICE_2","0.2710851826132201","2","CatBoost 😸","ft","REG_IMAGE_PAINTING_PRICE","2026-04-15T11:51:51.000Z","true"
"light_REG_IMAGE_PAINTING_PRICE_1","0.22037336984631484","1","LightGBM 💡","ft","REG_IMAGE_PAINTING_PRICE","2026-04-15T11:50:34.000Z","true"
"cat_REG_IMAGE_PAINTING_PRICE_2","0.2735462959699142","2","CatBoost 😸","all","REG_IMAGE_PAINTING_PRICE","2026-04-15T11:50:34.000Z","true"
"light_REG_IMAGE_PAINTING_PRICE_1","0.27557641729965865","1","LightGBM 💡","all","REG_IMAGE_PAINTING_PRICE","2026-04-15T11:49:54.000Z","true"
"cat_REG_IMAGE_PAINTING_PRICE_1","0.237265680267128","1","CatBoost 😸","ft","REG_IMAGE_PAINTING_PRICE","2026-04-15T11:49:49.000Z","true"
"cat_REG_IMAGE_PAINTING_PRICE_1","0.2525408244773941","1","CatBoost 😸","all","REG_IMAGE_PAINTING_PRICE","2026-04-15T11:49:25.000Z","true"
"light_REG_IMAGE_PAINTING_PRICE_0","0.36069760454504","0","LightGBM 💡","ft","REG_IMAGE_PAINTING_PRICE","2026-04-15T11:49:06.000Z","true"
"light_REG_IMAGE_PAINTING_PRICE_0","0.30722626667359687","0","LightGBM 💡","all","REG_IMAGE_PAINTING_PRICE","2026-04-15T11:48:59.000Z","true"
"cat_REG_IMAGE_PAINTING_PRICE_0","0.34900493226660445","0","CatBoost 😸","ft","REG_IMAGE_PAINTING_PRICE","2026-04-15T11:48:49.000Z","true"
"cat_REG_IMAGE_PAINTING_PRICE_0","0.34388239950673183","0","CatBoost 😸","all","REG_IMAGE_PAINTING_PRICE","2026-04-15T11:48:15.000Z","true"
"light_REG_IMAGE_MKPHOTO_BOTS_4","0.34724561705294077","4","LightGBM 💡","ft","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:48:04.000Z","true"
"light_REG_IMAGE_MKPHOTO_BOTS_4","0.3253903093634358","4","LightGBM 💡","all","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:47:42.000Z","true"
"cat_REG_IMAGE_MKPHOTO_BOTS_4","0.3913206596464483","4","CatBoost 😸","ft","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:47:17.000Z","true"
"cat_REG_IMAGE_MKPHOTO_BOTS_4","0.35480936277668773","4","CatBoost 😸","all","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:46:47.000Z","true"
"light_REG_IMAGE_MKPHOTO_BOTS_3","0.3618434465692216","3","LightGBM 💡","ft","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:46:31.000Z","true"
"light_REG_IMAGE_MKPHOTO_BOTS_3","0.34812886662327824","3","LightGBM 💡","all","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:46:06.000Z","true"
"cat_REG_IMAGE_MKPHOTO_BOTS_3","0.3747639173736509","3","CatBoost 😸","ft","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:45:25.000Z","true"
"cat_REG_IMAGE_MKPHOTO_BOTS_3","0.36365252609372567","3","CatBoost 😸","all","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:45:12.000Z","true"
"light_REG_IMAGE_MKPHOTO_BOTS_2","0.3216988107673283","2","LightGBM 💡","ft","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:44:57.000Z","true"
"light_REG_IMAGE_MKPHOTO_BOTS_2","0.2868629447551727","2","LightGBM 💡","all","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:44:52.000Z","true"
"cat_REG_IMAGE_MKPHOTO_BOTS_2","0.3681865018950168","2","CatBoost 😸","ft","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:44:27.000Z","true"
"light_REG_IMAGE_MKPHOTO_BOTS_1","0.3648844001030114","1","LightGBM 💡","ft","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:44:17.000Z","true"
"cat_REG_IMAGE_MKPHOTO_BOTS_2","0.34803858746869776","2","CatBoost 😸","all","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:44:17.000Z","true"
"light_REG_IMAGE_MKPHOTO_BOTS_1","0.33564619513660277","1","LightGBM 💡","all","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:44:11.000Z","true"
"cat_REG_IMAGE_MKPHOTO_BOTS_1","0.38316172230849577","1","CatBoost 😸","ft","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:43:58.000Z","true"
"cat_REG_IMAGE_MKPHOTO_BOTS_1","0.34325187240808486","1","CatBoost 😸","all","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:43:51.000Z","true"
"light_REG_IMAGE_MKPHOTO_BOTS_0","0.2880803395966195","0","LightGBM 💡","ft","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:43:06.000Z","true"
"light_REG_IMAGE_MKPHOTO_BOTS_0","0.28050698166253185","0","LightGBM 💡","all","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:42:58.000Z","true"
"cat_REG_IMAGE_MKPHOTO_BOTS_0","0.3087087001474884","0","CatBoost 😸","ft","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:42:58.000Z","true"
"cat_REG_IMAGE_MKPHOTO_BOTS_0","0.3071579243235638","0","CatBoost 😸","all","REG_IMAGE_MKPHOTO_BOTS","2026-04-15T11:42:45.000Z","true"
"light_REG_IMAGE_MANGO_MASS_4","0.7571305297809829","4","LightGBM 💡","ft","REG_IMAGE_MANGO_MASS","2026-04-15T11:42:35.000Z","true"
