"Name","test_score","pca_components","model","fold","multimodal_state","User","Hostname","dataset_name","Created"
"light_REG_TEXT_MONTGOMERY_SALARIES_3","0.9773838823268722","60","LightGBM 💡","3","all","","n306","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:52:54.000Z"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_2","0.9887650997103632","60","TabPFN-v2p5 🇩🇪","2","all","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:46:48.000Z"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_2","0.967962457468042","60","TabPFN-v2 🤯","2","all","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:43:55.000Z"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_2","0.9863298341975306","60","TabM Ⓜ️","2","all","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:41:46.000Z"
"cat_REG_TEXT_MONTGOMERY_SALARIES_2","0.9742707174000118","60","CatBoost 😸","2","all","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:39:44.000Z"
"light_REG_TEXT_MONTGOMERY_SALARIES_2","0.9725597355196324","60","LightGBM 💡","2","all","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:16:28.000Z"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_1","0.9594206047789846","60","TabPFN-v2p5 🇩🇪","1","all","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:10:50.000Z"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_1","0.9577763987085702","60","TabPFN-v2 🤯","1","all","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:01:56.000Z"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_1","0.9538390818286712","60","TabM Ⓜ️","1","all","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:58:40.000Z"
"cat_REG_TEXT_MONTGOMERY_SALARIES_1","0.9522198776189164","60","CatBoost 😸","1","all","","n306","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:57:02.000Z"
"light_REG_TEXT_MONTGOMERY_SALARIES_1","0.9479673549190744","60","LightGBM 💡","1","all","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:54:11.000Z"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_0","0.9846872507087748","60","TabPFN-v2p5 🇩🇪","0","all","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:50:41.000Z"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_0","0.9814173581142398","60","TabPFN-v2 🤯","0","all","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:47:25.000Z"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_0","0.9819885583827226","60","TabM Ⓜ️","0","all","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:42:17.000Z"
"cat_REG_TEXT_MONTGOMERY_SALARIES_0","0.9785225040675732","60","CatBoost 😸","0","all","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:32:24.000Z"
"light_REG_TEXT_MONTGOMERY_SALARIES_0","0.978378878036264","60","LightGBM 💡","0","all","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:22:44.000Z"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_4","0.4964757033138406","60","TabPFN-v2p5 🇩🇪","4","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T02:15:47.000Z"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_4","0.4503174065576979","60","TabPFN-v2 🤯","4","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T02:10:01.000Z"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_4","0.49296052598054896","60","TabM Ⓜ️","4","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T02:00:02.000Z"
"cat_REG_TEXT_MERCARI_MARKETPLACE_4","0.4648155423360356","60","CatBoost 😸","4","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:52:05.000Z"
"light_REG_TEXT_MERCARI_MARKETPLACE_4","0.4338352283096803","60","LightGBM 💡","4","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:46:51.000Z"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_3","0.4566559966728462","60","TabPFN-v2p5 🇩🇪","3","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:41:54.000Z"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_3","0.4061535547247568","60","TabPFN-v2 🤯","3","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:36:50.000Z"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_3","0.4428491543900398","60","TabM Ⓜ️","3","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:35:07.000Z"
"cat_REG_TEXT_MERCARI_MARKETPLACE_3","0.4249432305218934","60","CatBoost 😸","3","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:30:11.000Z"
"light_REG_TEXT_MERCARI_MARKETPLACE_3","0.4016615110306356","60","LightGBM 💡","3","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:13:43.000Z"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_2","0.5134848227618527","60","TabPFN-v2p5 🇩🇪","2","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:05:42.000Z"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_2","0.4572941924711223","60","TabPFN-v2 🤯","2","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:01:17.000Z"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_2","0.5108462293746774","60","TabM Ⓜ️","2","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:58:31.000Z"
"cat_REG_TEXT_MERCARI_MARKETPLACE_2","0.4790537420180222","60","CatBoost 😸","2","all","","n306","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:54:17.000Z"
"light_REG_TEXT_MERCARI_MARKETPLACE_2","0.4510084812387321","60","LightGBM 💡","2","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:52:32.000Z"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_1","0.4480170426036552","60","TabPFN-v2p5 🇩🇪","1","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:45:40.000Z"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_1","0.4068937219097598","60","TabPFN-v2 🤯","1","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:37:03.000Z"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_1","0.4627358087571891","60","TabM Ⓜ️","1","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:23:49.000Z"
"cat_REG_TEXT_MERCARI_MARKETPLACE_1","0.4281110686887103","60","CatBoost 😸","1","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:14:48.000Z"
"light_REG_TEXT_MERCARI_MARKETPLACE_1","0.38654369251437415","60","LightGBM 💡","1","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:08:24.000Z"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_0","0.4791886373690673","60","TabPFN-v2p5 🇩🇪","0","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:05:02.000Z"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_0","0.42301315461134736","60","TabPFN-v2 🤯","0","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:03:13.000Z"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_0","0.4786064825669985","60","TabM Ⓜ️","0","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:01:31.000Z"
"cat_REG_TEXT_MERCARI_MARKETPLACE_0","0.4522733553899661","60","CatBoost 😸","0","all","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-12T23:57:59.000Z"
"light_REG_TEXT_MERCARI_MARKETPLACE_0","0.4166563542174023","60","LightGBM 💡","0","all","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-12T23:40:08.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_4","0.8309063279518497","60","TabPFN-v2p5 🇩🇪","4","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T23:34:04.000Z"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_4","0.8282435974339583","60","TabPFN-v2 🤯","4","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T23:32:10.000Z"
"tabm_REG_TEXT_BOOK_READABILITY_4","0.8319015244782394","60","TabM Ⓜ️","4","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T23:29:38.000Z"
"cat_REG_TEXT_BOOK_READABILITY_4","0.8410033559686052","60","CatBoost 😸","4","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T23:26:56.000Z"
"light_REG_TEXT_BOOK_READABILITY_4","0.8274857939010084","60","LightGBM 💡","4","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T23:25:32.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_3","0.8236740100425148","60","TabPFN-v2p5 🇩🇪","3","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T23:23:10.000Z"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_3","0.8144119181950022","60","TabPFN-v2 🤯","3","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T23:19:39.000Z"
"tabm_REG_TEXT_BOOK_READABILITY_3","0.8298643639973726","60","TabM Ⓜ️","3","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T23:08:59.000Z"
"cat_REG_TEXT_BOOK_READABILITY_3","0.8137426692698908","60","CatBoost 😸","3","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:57:02.000Z"
"light_REG_TEXT_BOOK_READABILITY_3","0.8085049802201663","60","LightGBM 💡","3","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:48:47.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_2","0.8540063285572107","60","TabPFN-v2p5 🇩🇪","2","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:45:12.000Z"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_2","0.8392418030416772","60","TabPFN-v2 🤯","2","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:41:50.000Z"
"tabm_REG_TEXT_BOOK_READABILITY_2","0.8345518796325626","60","TabM Ⓜ️","2","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:39:17.000Z"
"cat_REG_TEXT_BOOK_READABILITY_2","0.8316621651902887","60","CatBoost 😸","2","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:34:38.000Z"
"light_REG_TEXT_BOOK_READABILITY_2","0.8251065515560846","60","LightGBM 💡","2","all","","n306","REG_TEXT_BOOK_READABILITY","2026-04-12T22:31:25.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_1","0.8348570416949826","60","TabPFN-v2p5 🇩🇪","1","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:29:54.000Z"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_1","0.8240199460483448","60","TabPFN-v2 🤯","1","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:18:24.000Z"
"tabm_REG_TEXT_BOOK_READABILITY_1","0.8051028621471035","60","TabM Ⓜ️","1","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:10:47.000Z"
"cat_REG_TEXT_BOOK_READABILITY_1","0.8082732121515188","60","CatBoost 😸","1","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:07:51.000Z"
"light_REG_TEXT_BOOK_READABILITY_1","0.7871190229368262","60","LightGBM 💡","1","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:05:01.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_0","0.8062963649302967","60","TabPFN-v2p5 🇩🇪","0","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:02:13.000Z"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_0","0.7985732616271588","60","TabPFN-v2 🤯","0","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T21:59:53.000Z"
"tabm_REG_TEXT_BOOK_READABILITY_0","0.7887644449240407","60","TabM Ⓜ️","0","all","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T21:58:24.000Z"
"cat_REG_TEXT_BOOK_READABILITY_0","0.7809651755173834","60","CatBoost 😸","0","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T21:55:15.000Z"
"light_REG_TEXT_BOOK_READABILITY_0","0.7812784694914171","60","LightGBM 💡","0","all","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T21:44:02.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_4","0.5569041600468931","60","TabPFN-v2p5 🇩🇪","4","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:39:41.000Z"
"tabpfnv2_REG_TEXT_BOOK_PRICE_4","0.49084234511923863","60","TabPFN-v2 🤯","4","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:36:07.000Z"
"tabm_REG_TEXT_BOOK_PRICE_4","0.532348184692887","60","TabM Ⓜ️","4","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:33:53.000Z"
"cat_REG_TEXT_BOOK_PRICE_4","0.5327379846879522","60","CatBoost 😸","4","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:29:24.000Z"
"light_REG_TEXT_BOOK_PRICE_4","0.47645030983449455","60","LightGBM 💡","4","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:26:31.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_3","0.5350920597431785","60","TabPFN-v2p5 🇩🇪","3","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:24:30.000Z"
"tabpfnv2_REG_TEXT_BOOK_PRICE_3","0.4937014777880878","60","TabPFN-v2 🤯","3","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:22:01.000Z"
"tabm_REG_TEXT_BOOK_PRICE_3","0.5528763623245857","60","TabM Ⓜ️","3","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:20:09.000Z"
"cat_REG_TEXT_BOOK_PRICE_3","0.5104993396735666","60","CatBoost 😸","3","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:15:40.000Z"
"light_REG_TEXT_BOOK_PRICE_3","0.4764992135899362","60","LightGBM 💡","3","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:12:26.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_2","0.5829625631409152","60","TabPFN-v2p5 🇩🇪","2","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:07:57.000Z"
"tabpfnv2_REG_TEXT_BOOK_PRICE_2","0.5314501732058604","60","TabPFN-v2 🤯","2","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:04:18.000Z"
"tabm_REG_TEXT_BOOK_PRICE_2","0.5609882609369204","60","TabM Ⓜ️","2","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:01:25.000Z"
"cat_REG_TEXT_BOOK_PRICE_2","0.5181747717338261","60","CatBoost 😸","2","all","","n306","REG_TEXT_BOOK_PRICE","2026-04-12T20:56:44.000Z"
"light_REG_TEXT_BOOK_PRICE_2","0.5252403528255174","60","LightGBM 💡","2","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T20:53:41.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_1","0.5873200363078253","60","TabPFN-v2p5 🇩🇪","1","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:51:52.000Z"
"tabpfnv2_REG_TEXT_BOOK_PRICE_1","0.5035573832400592","60","TabPFN-v2 🤯","1","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T20:49:04.000Z"
"tabm_REG_TEXT_BOOK_PRICE_1","0.5782311906585546","60","TabM Ⓜ️","1","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:45:51.000Z"
"cat_REG_TEXT_BOOK_PRICE_1","0.5803957809197762","60","CatBoost 😸","1","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:38:42.000Z"
"light_REG_TEXT_BOOK_PRICE_1","0.5456578843123085","60","LightGBM 💡","1","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T20:34:40.000Z"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_0","0.6023739878086907","60","TabPFN-v2p5 🇩🇪","0","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T20:29:59.000Z"
"tabpfnv2_REG_TEXT_BOOK_PRICE_0","0.5522070618149679","60","TabPFN-v2 🤯","0","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:27:59.000Z"
"tabm_REG_TEXT_BOOK_PRICE_0","0.5854223105813664","60","TabM Ⓜ️","0","all","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:25:01.000Z"
"cat_REG_TEXT_BOOK_PRICE_0","0.5550905748341249","60","CatBoost 😸","0","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T20:19:25.000Z"
"light_REG_TEXT_BOOK_PRICE_0","0.5250275407181813","60","LightGBM 💡","0","all","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T20:15:14.000Z"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_4","0.9209689799097384","60","TabPFN-v2p5 🇩🇪","4","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T20:11:07.000Z"
"tabpfnv2_REG_TEXT_BABIES_PRICES_4","0.9061760059863814","60","TabPFN-v2 🤯","4","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T20:03:31.000Z"
"tabm_REG_TEXT_BABIES_PRICES_4","0.8824953988677079","60","TabM Ⓜ️","4","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:57:41.000Z"
"cat_REG_TEXT_BABIES_PRICES_4","0.8425271609850304","60","CatBoost 😸","4","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:51:07.000Z"
"light_REG_TEXT_BABIES_PRICES_4","0.8136424322553488","60","LightGBM 💡","4","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:43:23.000Z"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_3","0.8922919300451452","60","TabPFN-v2p5 🇩🇪","3","all","","n306","REG_TEXT_BABIES_PRICES","2026-04-12T19:40:37.000Z"
"tabpfnv2_REG_TEXT_BABIES_PRICES_3","0.8792072194050595","60","TabPFN-v2 🤯","3","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:36:59.000Z"
"tabm_REG_TEXT_BABIES_PRICES_3","0.9020394884692808","60","TabM Ⓜ️","3","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T19:32:21.000Z"
"cat_REG_TEXT_BABIES_PRICES_3","0.8565133628334871","60","CatBoost 😸","3","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T19:29:27.000Z"
"light_REG_TEXT_BABIES_PRICES_3","0.834418604415071","60","LightGBM 💡","3","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T19:13:25.000Z"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_2","0.919244229853678","60","TabPFN-v2p5 🇩🇪","2","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:08:32.000Z"
"tabpfnv2_REG_TEXT_BABIES_PRICES_2","0.9119726831577945","60","TabPFN-v2 🤯","2","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:03:17.000Z"
"tabm_REG_TEXT_BABIES_PRICES_2","0.9072621305392924","60","TabM Ⓜ️","2","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:58:12.000Z"
"cat_REG_TEXT_BABIES_PRICES_2","0.8695614733213429","60","CatBoost 😸","2","all","","n306","REG_TEXT_BABIES_PRICES","2026-04-12T18:54:23.000Z"
"light_REG_TEXT_BABIES_PRICES_2","0.8405471926182143","60","LightGBM 💡","2","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T18:47:40.000Z"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_1","0.9503180482077532","60","TabPFN-v2p5 🇩🇪","1","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T18:42:32.000Z"
"tabpfnv2_REG_TEXT_BABIES_PRICES_1","0.9303409419251027","60","TabPFN-v2 🤯","1","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T18:32:06.000Z"
"tabm_REG_TEXT_BABIES_PRICES_1","0.9424742321765984","60","TabM Ⓜ️","1","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T18:25:54.000Z"
"cat_REG_TEXT_BABIES_PRICES_1","0.9216851345014112","60","CatBoost 😸","1","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T18:18:45.000Z"
"light_REG_TEXT_BABIES_PRICES_1","0.9013060896498872","60","LightGBM 💡","1","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:14:26.000Z"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_0","0.9121334043388488","60","TabPFN-v2p5 🇩🇪","0","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:08:02.000Z"
"tabpfnv2_REG_TEXT_BABIES_PRICES_0","0.9004610323411578","60","TabPFN-v2 🤯","0","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:05:17.000Z"
"tabm_REG_TEXT_BABIES_PRICES_0","0.9078120731658978","60","TabM Ⓜ️","0","all","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:01:59.000Z"
"cat_REG_TEXT_BABIES_PRICES_0","0.8822202550071585","60","CatBoost 😸","0","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T17:58:18.000Z"
"light_REG_TEXT_BABIES_PRICES_0","0.8677987883735186","60","LightGBM 💡","0","all","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T17:56:02.000Z"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9090459849279816","60","TabPFN-v2p5 🇩🇪","4","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:52:36.000Z"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9070546936888408","60","TabPFN-v2 🤯","4","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:49:44.000Z"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.903880115080844","60","TabM Ⓜ️","4","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:48:53.000Z"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9004230794973511","60","CatBoost 😸","4","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:46:05.000Z"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.8944740271546834","60","LightGBM 💡","4","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:43:22.000Z"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9064053746607544","60","TabPFN-v2p5 🇩🇪","3","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:37:45.000Z"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9049062348394562","60","TabPFN-v2 🤯","3","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:35:41.000Z"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9053526081318084","60","TabM Ⓜ️","3","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:33:20.000Z"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.8996314743041962","60","CatBoost 😸","3","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:30:37.000Z"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.8942126339744878","60","LightGBM 💡","3","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:28:30.000Z"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9154540231689344","60","TabPFN-v2p5 🇩🇪","2","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:25:31.000Z"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9133266525957544","60","TabPFN-v2 🤯","2","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:22:23.000Z"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9114495360535124","60","TabM Ⓜ️","2","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:19:30.000Z"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9077686897986516","60","CatBoost 😸","2","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:16:30.000Z"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9009563325182836","60","LightGBM 💡","2","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:14:45.000Z"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9095974729363216","60","TabPFN-v2p5 🇩🇪","1","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:13:21.000Z"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.908175086995042","60","TabPFN-v2 🤯","1","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:10:54.000Z"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.907458023707886","60","TabM Ⓜ️","1","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:08:12.000Z"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.9011856864867596","60","CatBoost 😸","1","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:04:49.000Z"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_1","0.8950536394014545","60","LightGBM 💡","1","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T16:59:41.000Z"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9127135261516685","60","TabPFN-v2p5 🇩🇪","0","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T16:55:35.000Z"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.9109429279840644","60","TabPFN-v2 🤯","0","all","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T16:54:07.000Z"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_0","0.910182704856245","60","TabM Ⓜ️","0","all","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T16:47:45.000Z"
