"Name","test_score","pca_components","model","fold","multimodal_state","User","Hostname","dataset_name","Created","Runtime"
"light_REG_TEXT_MONTGOMERY_SALARIES_4","0.9676248397837718","60","LightGBM 💡","4","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T04:31:14.000Z","3630"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_3","0.9885293980183688","60","TabPFN-v2p5 🇩🇪","3","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T04:28:42.000Z","3476"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_3","0.9883833549630116","60","TabPFN-v2 🤯","3","ft","","n306","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T04:13:26.000Z","3530"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_3","0.9826337974109411","60","TabM Ⓜ️","3","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T04:08:40.000Z","3138"
"cat_REG_TEXT_MONTGOMERY_SALARIES_3","0.982731990746909","60","CatBoost 😸","3","ft","","n306","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T04:02:38.000Z","3203"
"light_REG_TEXT_MONTGOMERY_SALARIES_3","0.980160795796614","60","LightGBM 💡","3","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:54:14.000Z","3151"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_2","0.9893630076799952","60","TabPFN-v2p5 🇩🇪","2","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:49:11.000Z","2717"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_2","0.968547584373554","60","TabPFN-v2 🤯","2","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:45:50.000Z","2788"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_2","0.9866306059393384","60","TabM Ⓜ️","2","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:42:53.000Z","2882"
"cat_REG_TEXT_MONTGOMERY_SALARIES_2","0.9732765005546048","60","CatBoost 😸","2","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:39:57.000Z","2931"
"light_REG_TEXT_MONTGOMERY_SALARIES_2","0.9714896650577078","60","LightGBM 💡","2","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:20:45.000Z","2869"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_1","0.9711726733858478","60","TabPFN-v2p5 🇩🇪","1","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:15:08.000Z","3100"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_1","0.9693003619033916","60","TabPFN-v2 🤯","1","ft","","n306","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:06:05.000Z","3153"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_1","0.9635616877300826","60","TabM Ⓜ️","1","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T03:01:49.000Z","2474"
"cat_REG_TEXT_MONTGOMERY_SALARIES_1","0.9596229810021614","60","CatBoost 😸","1","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:57:45.000Z","2512"
"light_REG_TEXT_MONTGOMERY_SALARIES_1","0.959131257658384","60","LightGBM 💡","1","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:55:02.000Z","2441"
"tabpfnv2p5_REG_TEXT_MONTGOMERY_SALARIES_0","0.9877520748875824","60","TabPFN-v2p5 🇩🇪","0","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:52:45.000Z","3002"
"tabpfnv2_REG_TEXT_MONTGOMERY_SALARIES_0","0.984363947223988","60","TabPFN-v2 🤯","0","ft","","n305","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:48:44.000Z","3054"
"tabm_REG_TEXT_MONTGOMERY_SALARIES_0","0.9825235848191516","60","TabM Ⓜ️","0","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:44:53.000Z","1891"
"cat_REG_TEXT_MONTGOMERY_SALARIES_0","0.9830485582445896","60","CatBoost 😸","0","ft","","n306","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:38:54.000Z","1920"
"light_REG_TEXT_MONTGOMERY_SALARIES_0","0.9798551766707702","60","LightGBM 💡","0","ft","","n309","REG_TEXT_MONTGOMERY_SALARIES","2026-04-13T02:27:22.000Z","1870"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_4","0.4816204476872059","60","TabPFN-v2p5 🇩🇪","4","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T02:18:45.000Z","2505"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_4","0.45111010138669094","60","TabPFN-v2 🤯","4","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T02:13:14.000Z","2568"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_4","0.4988516137050957","60","TabM Ⓜ️","4","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T02:07:02.000Z","3039"
"cat_REG_TEXT_MERCARI_MARKETPLACE_4","0.4570575148576794","60","CatBoost 😸","4","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:59:00.000Z","3142"
"light_REG_TEXT_MERCARI_MARKETPLACE_4","0.4468232077037323","60","LightGBM 💡","4","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:49:34.000Z","3009"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_3","0.4477672728783269","60","TabPFN-v2p5 🇩🇪","3","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:44:21.000Z","3860"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_3","0.4157394068445759","60","TabPFN-v2 🤯","3","ft","","n306","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:39:28.000Z","3927"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_3","0.448080062667659","60","TabM Ⓜ️","3","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:35:57.000Z","2405"
"cat_REG_TEXT_MERCARI_MARKETPLACE_3","0.4369292006715632","60","CatBoost 😸","3","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:31:58.000Z","2470"
"light_REG_TEXT_MERCARI_MARKETPLACE_3","0.4269913907383576","60","LightGBM 💡","3","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:20:25.000Z","2399"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_2","0.49528268591806945","60","TabPFN-v2p5 🇩🇪","2","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:10:12.000Z","2417"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_2","0.4607179794184437","60","TabPFN-v2 🤯","2","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T01:04:17.000Z","2399"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_2","0.5111228486147292","60","TabM Ⓜ️","2","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:59:14.000Z","2251"
"cat_REG_TEXT_MERCARI_MARKETPLACE_2","0.488445392868037","60","CatBoost 😸","2","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:56:19.000Z","2321"
"light_REG_TEXT_MERCARI_MARKETPLACE_2","0.4661782403624729","60","LightGBM 💡","2","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:53:20.000Z","2246"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_1","0.44271904957777497","60","TabPFN-v2p5 🇩🇪","1","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:50:17.000Z","2676"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_1","0.4051450269706221","60","TabPFN-v2 🤯","1","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:43:08.000Z","2739"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_1","0.4450540413423253","60","TabM Ⓜ️","1","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:32:48.000Z","5828"
"cat_REG_TEXT_MERCARI_MARKETPLACE_1","0.4177016647960778","60","CatBoost 😸","1","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:19:14.000Z","2169"
"light_REG_TEXT_MERCARI_MARKETPLACE_1","0.4024409172020379","60","LightGBM 💡","1","ft","","n306","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:11:48.000Z","2095"
"tabpfnv2p5_REG_TEXT_MERCARI_MARKETPLACE_0","0.46744116878851194","60","TabPFN-v2p5 🇩🇪","0","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:05:58.000Z","3187"
"tabpfnv2_REG_TEXT_MERCARI_MARKETPLACE_0","0.43199168737629023","60","TabPFN-v2 🤯","0","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:04:28.000Z","3404"
"tabm_REG_TEXT_MERCARI_MARKETPLACE_0","0.47822603868472313","60","TabM Ⓜ️","0","ft","","n309","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:02:28.000Z","3014"
"cat_REG_TEXT_MERCARI_MARKETPLACE_0","0.45853246024784766","60","CatBoost 😸","0","ft","","n306","REG_TEXT_MERCARI_MARKETPLACE","2026-04-13T00:01:20.000Z","3089"
"light_REG_TEXT_MERCARI_MARKETPLACE_0","0.4298653413780309","60","LightGBM 💡","0","ft","","n305","REG_TEXT_MERCARI_MARKETPLACE","2026-04-12T23:46:51.000Z","3007"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_4","0.8441116312891417","60","TabPFN-v2p5 🇩🇪","4","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T23:38:01.000Z","1673"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_4","0.8341750026827282","60","TabPFN-v2 🤯","4","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T23:33:56.000Z","1709"
"tabm_REG_TEXT_BOOK_READABILITY_4","0.841637213207823","60","TabM Ⓜ️","4","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T23:30:00.000Z","1912"
"cat_REG_TEXT_BOOK_READABILITY_4","0.8474021767713595","60","CatBoost 😸","4","ft","","n306","REG_TEXT_BOOK_READABILITY","2026-04-12T23:27:55.000Z","1997"
"light_REG_TEXT_BOOK_READABILITY_4","0.8384070160507259","60","LightGBM 💡","4","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T23:25:43.000Z","1931"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_3","0.8315275004814573","60","TabPFN-v2p5 🇩🇪","3","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T23:23:37.000Z","2408"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_3","0.8173042835114792","60","TabPFN-v2 🤯","3","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T23:22:01.000Z","2438"
"tabm_REG_TEXT_BOOK_READABILITY_3","0.821088379812641","60","TabM Ⓜ️","3","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T23:12:50.000Z","5268"
"cat_REG_TEXT_BOOK_READABILITY_3","0.8310165720648477","60","CatBoost 😸","3","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T23:01:40.000Z","1730"
"light_REG_TEXT_BOOK_READABILITY_3","0.8175356504115734","60","LightGBM 💡","3","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:52:00.000Z","1645"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_2","0.8689459965266277","60","TabPFN-v2p5 🇩🇪","2","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:46:25.000Z","2424"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_2","0.8639187671530626","60","TabPFN-v2 🤯","2","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:42:31.000Z","2364"
"tabm_REG_TEXT_BOOK_READABILITY_2","0.8390920121582762","60","TabM Ⓜ️","2","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:40:06.000Z","2962"
"cat_REG_TEXT_BOOK_READABILITY_2","0.8537751260884756","60","CatBoost 😸","2","ft","","n306","REG_TEXT_BOOK_READABILITY","2026-04-12T22:34:51.000Z","3043"
"light_REG_TEXT_BOOK_READABILITY_2","0.8563173563861401","60","LightGBM 💡","2","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:34:04.000Z","2966"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_1","0.8339061436538824","60","TabPFN-v2p5 🇩🇪","1","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T22:30:12.000Z","2039"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_1","0.8380633635860949","60","TabPFN-v2 🤯","1","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:22:25.000Z","2073"
"tabm_REG_TEXT_BOOK_READABILITY_1","0.8002911649572283","60","TabM Ⓜ️","1","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:15:15.000Z","1518"
"cat_REG_TEXT_BOOK_READABILITY_1","0.7951578416711542","60","CatBoost 😸","1","ft","","n306","REG_TEXT_BOOK_READABILITY","2026-04-12T22:08:19.000Z","1585"
"light_REG_TEXT_BOOK_READABILITY_1","0.7954890539897841","60","LightGBM 💡","1","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:06:40.000Z","5230"
"tabpfnv2p5_REG_TEXT_BOOK_READABILITY_0","0.8375939510224256","60","TabPFN-v2p5 🇩🇪","0","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:04:35.000Z","2429"
"tabpfnv2_REG_TEXT_BOOK_READABILITY_0","0.824036468625085","60","TabPFN-v2 🤯","0","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T22:01:07.000Z","2437"
"tabm_REG_TEXT_BOOK_READABILITY_0","0.797922655904691","60","TabM Ⓜ️","0","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T21:59:22.000Z","1842"
"cat_REG_TEXT_BOOK_READABILITY_0","0.8217647407401423","60","CatBoost 😸","0","ft","","n305","REG_TEXT_BOOK_READABILITY","2026-04-12T21:57:43.000Z","1923"
"light_REG_TEXT_BOOK_READABILITY_0","0.8185607257496359","60","LightGBM 💡","0","ft","","n309","REG_TEXT_BOOK_READABILITY","2026-04-12T21:47:36.000Z","1844"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_4","0.5310765722413517","60","TabPFN-v2p5 🇩🇪","4","ft","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:40:57.000Z","1611"
"tabpfnv2_REG_TEXT_BOOK_PRICE_4","0.5013373973141664","60","TabPFN-v2 🤯","4","ft","","n306","REG_TEXT_BOOK_PRICE","2026-04-12T21:38:46.000Z","1637"
"tabm_REG_TEXT_BOOK_PRICE_4","0.5445651252215","60","TabM Ⓜ️","4","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:34:59.000Z","1457"
"cat_REG_TEXT_BOOK_PRICE_4","0.5431628754970197","60","CatBoost 😸","4","ft","","n306","REG_TEXT_BOOK_PRICE","2026-04-12T21:31:45.000Z","1527"
"light_REG_TEXT_BOOK_PRICE_4","0.5284171575642641","60","LightGBM 💡","4","ft","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:28:04.000Z","1454"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_3","0.5624962105849369","60","TabPFN-v2p5 🇩🇪","3","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:24:37.000Z","2123"
"tabpfnv2_REG_TEXT_BOOK_PRICE_3","0.5254498732982373","60","TabPFN-v2 🤯","3","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:22:31.000Z","2145"
"tabm_REG_TEXT_BOOK_PRICE_3","0.5419246789653434","60","TabM Ⓜ️","3","ft","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:21:28.000Z","1162"
"cat_REG_TEXT_BOOK_PRICE_3","0.5577263501789553","60","CatBoost 😸","3","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:17:44.000Z","1224"
"light_REG_TEXT_BOOK_PRICE_3","0.5396956287094612","60","LightGBM 💡","3","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:14:26.000Z","4804"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_2","0.5644892594883573","60","TabPFN-v2p5 🇩🇪","2","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:10:11.000Z","1413"
"tabpfnv2_REG_TEXT_BOOK_PRICE_2","0.523371660842584","60","TabPFN-v2 🤯","2","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T21:07:20.000Z","1373"
"tabm_REG_TEXT_BOOK_PRICE_2","0.5575529997695396","60","TabM Ⓜ️","2","ft","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T21:02:06.000Z","1187"
"cat_REG_TEXT_BOOK_PRICE_2","0.5673353940276735","60","CatBoost 😸","2","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:59:42.000Z","1484"
"light_REG_TEXT_BOOK_PRICE_2","0.5475310326795433","60","LightGBM 💡","2","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:55:06.000Z","1160"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_1","0.5470301233495996","60","TabPFN-v2p5 🇩🇪","1","ft","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T20:53:10.000Z","1803"
"tabpfnv2_REG_TEXT_BOOK_PRICE_1","0.5086728588225571","60","TabPFN-v2 🤯","1","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:51:04.000Z","1823"
"tabm_REG_TEXT_BOOK_PRICE_1","0.5824673937709164","60","TabM Ⓜ️","1","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:46:24.000Z","1418"
"cat_REG_TEXT_BOOK_PRICE_1","0.5873540286020499","60","CatBoost 😸","1","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:42:58.000Z","1456"
"light_REG_TEXT_BOOK_PRICE_1","0.5620417483330188","60","LightGBM 💡","1","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:36:22.000Z","1393"
"tabpfnv2p5_REG_TEXT_BOOK_PRICE_0","0.5633519110825542","60","TabPFN-v2p5 🇩🇪","0","ft","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T20:32:01.000Z","1296"
"tabpfnv2_REG_TEXT_BOOK_PRICE_0","0.5375755492730097","60","TabPFN-v2 🤯","0","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:28:37.000Z","1308"
"tabm_REG_TEXT_BOOK_PRICE_0","0.5589315539320823","60","TabM Ⓜ️","0","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:26:19.000Z","1164"
"cat_REG_TEXT_BOOK_PRICE_0","0.5718861284154082","60","CatBoost 😸","0","ft","","n309","REG_TEXT_BOOK_PRICE","2026-04-12T20:23:20.000Z","1229"
"light_REG_TEXT_BOOK_PRICE_0","0.5686117033094495","60","LightGBM 💡","0","ft","","n305","REG_TEXT_BOOK_PRICE","2026-04-12T20:17:46.000Z","1159"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_4","0.9224691168680988","60","TabPFN-v2p5 🇩🇪","4","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T20:14:49.000Z","2788"
"tabpfnv2_REG_TEXT_BABIES_PRICES_4","0.8940548342575008","60","TabPFN-v2 🤯","4","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T20:06:19.000Z","2802"
"tabm_REG_TEXT_BABIES_PRICES_4","0.8815769729949058","60","TabM Ⓜ️","4","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T19:58:44.000Z","1807"
"cat_REG_TEXT_BABIES_PRICES_4","0.8663784022998365","60","CatBoost 😸","4","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:54:54.000Z","1880"
"light_REG_TEXT_BABIES_PRICES_4","0.8537609249926336","60","LightGBM 💡","4","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T19:46:07.000Z","5405"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_3","0.9206420257141804","60","TabPFN-v2p5 🇩🇪","3","ft","","n306","REG_TEXT_BABIES_PRICES","2026-04-12T19:43:16.000Z","2797"
"tabpfnv2_REG_TEXT_BABIES_PRICES_3","0.8910041526194816","60","TabPFN-v2 🤯","3","ft","","n306","REG_TEXT_BABIES_PRICES","2026-04-12T19:39:26.000Z","2802"
"tabm_REG_TEXT_BABIES_PRICES_3","0.8910695074153316","60","TabM Ⓜ️","3","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:34:07.000Z","2538"
"cat_REG_TEXT_BABIES_PRICES_3","0.8565963555532625","60","CatBoost 😸","3","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:30:18.000Z","2673"
"light_REG_TEXT_BABIES_PRICES_3","0.8578617376589753","60","LightGBM 💡","3","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T19:26:43.000Z","2511"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_2","0.9166420077580536","60","TabPFN-v2p5 🇩🇪","2","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:11:05.000Z","2789"
"tabpfnv2_REG_TEXT_BABIES_PRICES_2","0.8949268350680954","60","TabPFN-v2 🤯","2","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:04:17.000Z","2803"
"tabm_REG_TEXT_BABIES_PRICES_2","0.8972422152840176","60","TabM Ⓜ️","2","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T19:00:02.000Z","2596"
"cat_REG_TEXT_BABIES_PRICES_2","0.8894313826389229","60","CatBoost 😸","2","ft","","n306","REG_TEXT_BABIES_PRICES","2026-04-12T18:56:04.000Z","2596"
"light_REG_TEXT_BABIES_PRICES_2","0.8858858042743525","60","LightGBM 💡","2","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T18:50:17.000Z","2518"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_1","0.9572798520729874","60","TabPFN-v2p5 🇩🇪","1","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:43:44.000Z","2787"
"tabpfnv2_REG_TEXT_BABIES_PRICES_1","0.9247290174870072","60","TabPFN-v2 🤯","1","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T18:39:58.000Z","2800"
"tabm_REG_TEXT_BABIES_PRICES_1","0.948359401147328","60","TabM Ⓜ️","1","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T18:28:54.000Z","2528"
"cat_REG_TEXT_BABIES_PRICES_1","0.9401227800188464","60","CatBoost 😸","1","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:21:16.000Z","2573"
"light_REG_TEXT_BABIES_PRICES_1","0.9188170103150918","60","LightGBM 💡","1","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:16:15.000Z","2512"
"tabpfnv2p5_REG_TEXT_BABIES_PRICES_0","0.9335622400932668","60","TabPFN-v2p5 🇩🇪","0","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:09:36.000Z","2868"
"tabpfnv2_REG_TEXT_BABIES_PRICES_0","0.9105173520684516","60","TabPFN-v2 🤯","0","ft","","n306","REG_TEXT_BABIES_PRICES","2026-04-12T18:05:57.000Z","2812"
"tabm_REG_TEXT_BABIES_PRICES_0","0.9285413306988888","60","TabM Ⓜ️","0","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T18:03:59.000Z","2524"
"cat_REG_TEXT_BABIES_PRICES_0","0.9142479887104088","60","CatBoost 😸","0","ft","","n305","REG_TEXT_BABIES_PRICES","2026-04-12T18:00:48.000Z","2573"
"light_REG_TEXT_BABIES_PRICES_0","0.8979628132787845","60","LightGBM 💡","0","ft","","n309","REG_TEXT_BABIES_PRICES","2026-04-12T17:57:58.000Z","2514"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9110557339105426","60","TabPFN-v2p5 🇩🇪","4","ft","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:55:34.000Z","1728"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9112774851922302","60","TabPFN-v2 🤯","4","ft","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:51:56.000Z","1751"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.908209848202057","60","TabM Ⓜ️","4","ft","","n306","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:49:14.000Z","998"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.9045866383193296","60","CatBoost 😸","4","ft","","n306","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:47:48.000Z","1043"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_4","0.897438097969909","60","LightGBM 💡","4","ft","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:45:25.000Z","993"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9079800154454836","60","TabPFN-v2p5 🇩🇪","3","ft","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:40:43.000Z","1154"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9075519006801894","60","TabPFN-v2 🤯","3","ft","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:37:09.000Z","1163"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9066019247317476","60","TabM Ⓜ️","3","ft","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:34:11.000Z","940"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.9028113173798562","60","CatBoost 😸","3","ft","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:31:44.000Z","989"
"light_MUL_TEXT_WOMEN_CLOTHING_REVIEW_3","0.8969977209127791","60","LightGBM 💡","3","ft","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:30:19.000Z","940"
"tabpfnv2p5_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.918885568599728","60","TabPFN-v2p5 🇩🇪","2","ft","","n306","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:27:30.000Z","1213"
"tabpfnv2_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9185560117838004","60","TabPFN-v2 🤯","2","ft","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:24:58.000Z","1220"
"tabm_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.9168524135295928","60","TabM Ⓜ️","2","ft","","n305","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:21:34.000Z","965"
"cat_MUL_TEXT_WOMEN_CLOTHING_REVIEW_2","0.915472655570602","60","CatBoost 😸","2","ft","","n309","MUL_TEXT_WOMEN_CLOTHING_REVIEW","2026-04-12T17:17:27.000Z","1001"
